year_range,country_index,country_t-2,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,country_t-1,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1955-1955,Turkey,Turkey,22690584.0,62669766656.0,0.262,10.014,0.0,0.0,136.801,2.689,3686.148,149.766,Turkey,23267966.0,61217095680.0,0.349,10.247,0.0,0.0,137.667,2.837,3837.249,151.1,153.547
1956-1956,Turkey,Turkey,23267966.0,61217095680.0,0.349,10.247,0.0,0.0,137.667,2.837,3837.249,151.1,Turkey,23821346.0,66494144512.0,0.407,9.884,0.0,0.0,139.928,3.328,3990.796,153.547,156.024
1957-1957,Turkey,Turkey,23821346.0,66494144512.0,0.407,9.884,0.0,0.0,139.928,3.328,3990.796,153.547,Turkey,24473658.0,69084520448.0,0.48,10.563,0.0,0.0,141.665,3.316,4146.82,156.024,158.389
1958-1958,Turkey,Turkey,24473658.0,69084520448.0,0.48,10.563,0.0,0.0,141.665,3.316,4146.82,156.024,Turkey,25238754.0,74959142912.0,0.625,11.615,0.0,0.0,142.419,3.73,4305.209,158.389,155.749
1959-1959,Turkey,Turkey,25238754.0,74959142912.0,0.625,11.615,0.0,0.0,142.419,3.73,4305.209,158.389,Turkey,26007696.0,78801428480.0,0.749,11.936,0.0,0.0,139.715,3.35,4460.958,155.749,150.694
1960-1960,Turkey,Turkey,26007696.0,78801428480.0,0.749,11.936,0.0,0.0,139.715,3.35,4460.958,155.749,Turkey,26768164.0,82888105984.0,0.858,11.257,0.0,0.0,133.502,5.077,4611.653,150.694,104.989
1961-1961,Turkey,Turkey,26768164.0,82888105984.0,0.858,11.257,0.0,0.0,133.502,5.077,4611.653,150.694,Turkey,27510982.0,85808267264.0,1.007,11.322,0.0,0.0,88.191,4.47,4716.642,104.989,100.883
1962-1962,Turkey,Turkey,27510982.0,85808267264.0,1.007,11.322,0.0,0.0,88.191,4.47,4716.642,104.989,Turkey,28255008.0,87728586752.0,1.003,10.622,0.0,0.0,83.542,5.716,4817.525,100.883,154.312
1963-1963,Turkey,Turkey,28255008.0,87728586752.0,1.003,10.622,0.0,0.0,83.542,5.716,4817.525,100.883,Turkey,29033646.0,93596082176.0,1.148,11.897,0.0,0.0,132.707,8.559,4971.837,154.312,106.853
1964-1964,Turkey,Turkey,29033646.0,93596082176.0,1.148,11.897,0.0,0.0,132.707,8.559,4971.837,154.312,Turkey,29827882.0,102938107904.0,1.334,12.96,0.0,0.0,84.213,8.347,5078.69,106.853,96.945
1965-1965,Turkey,Turkey,29827882.0,102938107904.0,1.334,12.96,0.0,0.0,84.213,8.347,5078.69,106.853,Turkey,30612824.0,107828084736.0,1.454,14.359,0.0,0.0,70.642,10.49,5175.634,96.945,106.555
1966-1966,Turkey,Turkey,30612824.0,107828084736.0,1.454,14.359,0.0,0.0,70.642,10.49,5175.634,96.945,Turkey,31374540.0,111220449280.0,1.646,14.181,0.0,0.0,79.202,11.525,5282.189,106.555,88.783
1967-1967,Turkey,Turkey,31374540.0,111220449280.0,1.646,14.181,0.0,0.0,79.202,11.525,5282.189,106.555,Turkey,32172782.0,124959744000.0,1.912,15.872,0.0,0.0,57.277,13.722,5370.972,88.783,111.88
1968-1968,Turkey,Turkey,32172782.0,124959744000.0,1.912,15.872,0.0,0.0,57.277,13.722,5370.972,88.783,Turkey,33026492.0,131273064448.0,2.1,15.032,0.0,0.0,78.401,16.347,5482.853,111.88,191.786
1969-1969,Turkey,Turkey,33026492.0,131273064448.0,2.1,15.032,0.0,0.0,78.401,16.347,5482.853,111.88,Turkey,33884076.0,140827131904.0,2.337,15.336,0.0,0.0,155.52,18.593,5674.638,191.786,122.11
1970-1970,Turkey,Turkey,33884076.0,140827131904.0,2.337,15.336,0.0,0.0,155.52,18.593,5674.638,191.786,Turkey,34721988.0,149141536768.0,2.864,16.164,0.0,0.0,83.358,19.725,5796.748,122.11,124.9
1971-1971,Turkey,Turkey,34721988.0,149141536768.0,2.864,16.164,0.0,0.0,83.358,19.725,5796.748,122.11,Turkey,35540988.0,157265379328.0,3.151,17.481,0.0,0.0,82.32,21.947,5921.647,124.9,161.585
1972-1972,Turkey,Turkey,35540988.0,157265379328.0,3.151,17.481,0.0,0.0,82.32,21.947,5921.647,124.9,Turkey,36359956.0,172474531840.0,3.703,17.701,0.0,0.0,113.947,26.234,6083.233,161.585,133.522
1973-1973,Turkey,Turkey,36359956.0,172474531840.0,3.703,17.701,0.0,0.0,113.947,26.234,6083.233,161.585,Turkey,37188036.0,184802754560.0,4.107,18.901,0.0,0.0,79.801,30.713,6216.756,133.522,114.479
1974-1974,Turkey,Turkey,37188036.0,184802754560.0,4.107,18.901,0.0,0.0,79.801,30.713,6216.756,133.522,Turkey,38028236.0,194442379264.0,4.332,19.243,0.0,0.0,55.169,35.735,6331.234,114.479,101.009
1975-1975,Turkey,Turkey,38028236.0,194442379264.0,4.332,19.243,0.0,0.0,55.169,35.735,6331.234,114.479,Turkey,38863424.0,211512786944.0,4.294,19.943,0.0,0.0,40.08,36.691,6432.243,101.009,102.895
1976-1976,Turkey,Turkey,38863424.0,211512786944.0,4.294,19.943,0.0,0.0,40.08,36.691,6432.243,101.009,Turkey,39673588.0,231789903872.0,5.103,21.002,0.0,0.0,37.476,39.315,6535.138,102.895,122.482
1977-1977,Turkey,Turkey,39673588.0,231789903872.0,5.103,21.002,0.0,0.0,37.476,39.315,6535.138,102.895,Turkey,40500996.0,253392388096.0,5.85,23.625,0.0,0.0,49.122,43.884,6657.62,122.482,125.233
1978-1978,Turkey,Turkey,40500996.0,253392388096.0,5.85,23.625,0.0,0.0,49.122,43.884,6657.62,122.482,Turkey,41385656.0,265743908864.0,6.507,23.937,0.0,0.0,44.113,50.677,6782.853,125.233,178.843
1979-1979,Turkey,Turkey,41385656.0,265743908864.0,6.507,23.937,0.0,0.0,44.113,50.677,6782.853,125.233,Turkey,42292208.0,274794577920.0,7.167,20.419,0.0,0.04,102.129,49.087,6961.696,178.843,127.514
1980-1980,Turkey,Turkey,42292208.0,274794577920.0,7.167,20.419,0.0,0.04,102.129,49.087,6961.696,178.843,Turkey,43187472.0,274002542592.0,6.389,25.025,0.0,0.004,52.476,43.62,7089.209,127.514,118.914
1981-1981,Turkey,Turkey,43187472.0,274002542592.0,6.389,25.025,0.0,0.004,52.476,43.62,7089.209,127.514,Turkey,44089068.0,273441193984.0,5.926,24.193,0.0,0.044,43.702,45.049,7208.124,118.914,85.278
1982-1982,Turkey,Turkey,44089068.0,273441193984.0,5.926,24.193,0.0,0.044,43.702,45.049,7208.124,118.914,Turkey,44981876.0,286816305152.0,6.873,27.242,0.0,0.029,6.092,45.042,7293.401,85.278,81.152
1983-1983,Turkey,Turkey,44981876.0,286816305152.0,6.873,27.242,0.0,0.029,6.092,45.042,7293.401,85.278,Turkey,45949992.0,302868955136.0,7.156,31.145,0.0,0.073,-5.058,47.836,7374.554,81.152,154.442
1984-1984,Turkey,Turkey,45949992.0,302868955136.0,7.156,31.145,0.0,0.073,-5.058,47.836,7374.554,81.152,Turkey,47026424.0,315758772224.0,6.119,34.649,0.0,0.015,64.63,49.03,7528.996,154.442,140.475
1985-1985,Turkey,Turkey,47026424.0,315758772224.0,6.119,34.649,0.0,0.015,64.63,49.03,7528.996,154.442,Turkey,48106772.0,335720513536.0,7.028,38.83,0.0,0.073,45.569,48.975,7669.472,140.475,136.028
1986-1986,Turkey,Turkey,48106772.0,335720513536.0,7.028,38.83,0.0,0.073,45.569,48.975,7669.472,140.475,Turkey,49175680.0,354837200896.0,7.793,46.8,0.0,0.125,30.366,50.944,7805.5,136.028,184.87
1987-1987,Turkey,Turkey,49175680.0,354837200896.0,7.793,46.8,0.0,0.125,30.366,50.944,7805.5,136.028,Turkey,50223888.0,381728522240.0,8.798,52.227,0.0,0.846,69.252,53.747,7990.37,184.87,161.057
1988-1988,Turkey,Turkey,50223888.0,381728522240.0,8.798,52.227,0.0,0.846,69.252,53.747,7990.37,184.87,Turkey,51250156.0,417316012032.0,9.593,55.49,0.0,1.378,32.615,61.982,8151.427,161.057,171.068
1989-1989,Turkey,Turkey,51250156.0,417316012032.0,9.593,55.49,0.0,1.378,32.615,61.982,8151.427,161.057,Turkey,52275892.0,435877019648.0,9.821,53.725,0.0,2.305,46.34,58.877,8322.494,171.068,160.766
1990-1990,Turkey,Turkey,52275892.0,435877019648.0,9.821,53.725,0.0,2.305,46.34,58.877,8322.494,171.068,Turkey,53305236.0,443256143872.0,10.224,58.723,0.0,5.474,23.196,63.149,8483.26,160.766,179.495
1991-1991,Turkey,Turkey,53305236.0,443256143872.0,10.224,58.723,0.0,5.474,23.196,63.149,8483.26,160.766,Turkey,54324140.0,486761168896.0,10.445,70.204,0.22,7.647,27.88,60.12,8662.754,179.495,173.148
1992-1992,Turkey,Turkey,54324140.0,486761168896.0,10.445,70.204,0.22,7.647,27.88,60.12,8662.754,179.495,Turkey,55321172.0,498030903296.0,12.021,74.99,0.263,9.145,15.021,58.789,8835.902,173.148,176.412
1993-1993,Turkey,Turkey,55321172.0,498030903296.0,12.021,74.99,0.263,9.145,15.021,58.789,8835.902,173.148,Turkey,56302040.0,535075749888.0,13.265,75.08,0.254,9.926,12.348,63.246,9012.315,176.412,200.157
1994-1994,Turkey,Turkey,56302040.0,535075749888.0,13.265,75.08,0.254,9.926,12.348,63.246,9012.315,176.412,Turkey,57296008.0,586262052864.0,13.049,70.566,0.231,11.088,29.018,73.136,9212.472,200.157,174.841
1995-1995,Turkey,Turkey,57296008.0,586262052864.0,13.049,70.566,0.231,11.088,29.018,73.136,9212.472,200.157,Turkey,58310244.0,562010849280.0,13.493,68.585,0.219,11.348,7.275,70.63,9387.312,174.841,180.269
1996-1996,Turkey,Turkey,58310244.0,562010849280.0,13.493,68.585,0.219,11.348,7.275,70.63,9387.312,174.841,Turkey,59305492.0,610881306624.0,14.133,71.101,0.209,14.441,-1.086,78.056,9567.581,180.269,195.112
1997-1997,Turkey,Turkey,59305492.0,610881306624.0,14.133,71.101,0.209,14.441,-1.086,78.056,9567.581,180.269,Turkey,60293784.0,662700425216.0,14.662,82.694,0.208,16.82,-4.535,82.12,9762.693,195.112,229.988
1998-1998,Turkey,Turkey,60293784.0,662700425216.0,14.662,82.694,0.208,16.82,-4.535,82.12,9762.693,195.112,Turkey,61277420.0,722433605632.0,15.105,90.549,0.206,20.788,17.88,81.899,9992.682,229.988,225.1
1999-1999,Turkey,Turkey,61277420.0,722433605632.0,15.105,90.549,0.206,20.788,17.88,81.899,9992.682,229.988,Turkey,62242200.0,754598739968.0,15.292,94.057,0.194,21.658,12.965,77.471,10217.78,225.1,206.157
2000-2000,Turkey,Turkey,62242200.0,754598739968.0,15.292,94.057,0.194,21.658,12.965,77.471,10217.78,225.1,Turkey,63185620.0,725083488256.0,14.59,84.306,0.178,26.718,-1.771,78.876,10423.937,206.157,239.591
2001-2001,Turkey,Turkey,63185620.0,725083488256.0,14.59,84.306,0.178,26.718,-1.771,78.876,10423.937,206.157,Turkey,64113548.0,785054957568.0,15.184,98.619,0.168,30.118,9.654,82.614,10663.528,239.591,233.842
2002-2002,Turkey,Turkey,64113548.0,785054957568.0,15.184,98.619,0.168,30.118,9.654,82.614,10663.528,239.591,Turkey,65072016.0,732284583936.0,15.087,84.601,0.155,32.578,20.26,78.145,10897.37,233.842,215.988
2003-2003,Turkey,Turkey,65072016.0,732284583936.0,15.087,84.601,0.155,32.578,20.26,78.145,10897.37,233.842,Turkey,65988664.0,796073328640.0,15.513,87.32,0.148,34.766,-5.237,80.255,11113.358,215.988,276.248
2004-2004,Turkey,Turkey,65988664.0,796073328640.0,15.513,87.32,0.148,34.766,-5.237,80.255,11113.358,215.988,Turkey,66867324.0,848549707776.0,16.022,92.078,0.145,43.193,39.482,81.859,11389.606,276.248,261.421
2005-2005,Turkey,Turkey,66867324.0,848549707776.0,16.022,92.078,0.145,43.193,39.482,81.859,11389.606,276.248,Turkey,67785080.0,931152789504.0,17.207,93.453,0.14,44.368,16.652,85.843,11651.028,261.421,255.463
2006-2006,Turkey,Turkey,67785080.0,931152789504.0,17.207,93.453,0.14,44.368,16.652,85.843,11651.028,261.421,Turkey,68704712.0,1017383813120.0,19.117,102.178,0.142,54.859,-9.408,84.446,11906.49,255.463,250.682
2007-2007,Turkey,Turkey,68704712.0,1017383813120.0,19.117,102.178,0.142,54.859,-9.408,84.446,11906.49,255.463,Turkey,69601328.0,1096826028032.0,20.841,111.676,0.135,62.166,-31.687,83.084,12157.172,250.682,276.175
2008-2008,Turkey,Turkey,69601328.0,1096826028032.0,20.841,111.676,0.135,62.166,-31.687,83.084,12157.172,250.682,Turkey,70468864.0,1158406995968.0,22.78,126.159,0.133,72.005,-37.519,87.866,12433.347,276.175,272.602
2009-2009,Turkey,Turkey,70468864.0,1158406995968.0,22.78,126.159,0.133,72.005,-37.519,87.866,12433.347,276.175,Turkey,71320728.0,1179868332032.0,24.85,122.958,0.135,71.548,-38.021,86.88,12705.948,272.602,290.086
2010-2010,Turkey,Turkey,71320728.0,1179868332032.0,24.85,122.958,0.135,71.548,-38.021,86.88,12705.948,272.602,Turkey,72225648.0,1122756722688.0,27.04,130.449,0.138,71.36,-26.327,83.74,12996.033,290.086,270.308
2011-2011,Turkey,Turkey,72225648.0,1122756722688.0,27.04,130.449,0.138,71.36,-26.327,83.74,12996.033,290.086,Turkey,73195352.0,1240496865280.0,29.977,129.772,0.156,71.655,-45.885,80.523,13266.342,270.308,312.861
2012-2012,Turkey,Turkey,73195352.0,1240496865280.0,29.977,129.772,0.156,71.655,-45.885,80.523,13266.342,270.308,Turkey,74173856.0,1364782743552.0,31.454,135.425,0.151,86.048,-29.197,84.197,13579.202,312.861,326.351
2013-2013,Turkey,Turkey,74173856.0,1364782743552.0,31.454,135.425,0.151,86.048,-29.197,84.197,13579.202,312.861,Turkey,75277440.0,1430131965952.0,31.372,141.827,0.144,87.094,-29.756,89.728,13905.554,326.351,327.486
2014-2014,Turkey,Turkey,75277440.0,1430131965952.0,31.372,141.827,0.144,87.094,-29.756,89.728,13905.554,326.351,Turkey,76576120.0,1551491661824.0,33.913,125.598,0.146,86.692,-19.846,94.357,14233.04,327.486,340.06
2015-2015,Turkey,Turkey,76576120.0,1551491661824.0,33.913,125.598,0.146,86.692,-19.846,94.357,14233.04,327.486,Turkey,78112064.0,1628131950592.0,34.498,130.464,0.145,93.537,-23.968,98.998,14573.1,340.06,366.891
2016-2016,Turkey,Turkey,78112064.0,1628131950592.0,34.498,130.464,0.145,93.537,-23.968,98.998,14573.1,340.06,Turkey,79646176.0,1727192891392.0,34.441,139.39,0.155,96.438,-18.039,108.643,14939.991,366.891,386.886
2017-2017,Turkey,Turkey,79646176.0,1727192891392.0,34.441,139.39,0.155,96.438,-18.039,108.643,14939.991,366.891,Turkey,81019400.0,1784590368768.0,37.528,152.272,0.158,91.852,-19.065,117.847,15326.877,386.886,416.89
2018-2018,Turkey,Turkey,81019400.0,1784590368768.0,37.528,152.272,0.158,91.852,-19.065,117.847,15326.877,386.886,Turkey,82089824.0,1918472159232.0,39.469,158.615,0.157,104.89,-14.011,120.765,15743.767,416.89,381.702
2019-2019,Turkey,Turkey,82089824.0,1918472159232.0,39.469,158.615,0.157,104.89,-14.011,120.765,15743.767,416.89,Turkey,82809304.0,1975637639168.0,39.413,163.563,0.174,95.751,-40.357,116.358,16125.469,381.702,366.626
2020-2020,Turkey,Turkey,82809304.0,1975637639168.0,39.413,163.563,0.174,95.751,-40.357,116.358,16125.469,381.702,Turkey,83481688.0,1991116587008.0,32.349,165.994,0.183,83.614,-36.066,114.354,16492.094,366.626,378.003
2021-2021,Turkey,Turkey,83481688.0,1991116587008.0,32.349,165.994,0.183,83.614,-36.066,114.354,16492.094,366.626,Turkey,84135432.0,2029749403648.0,40.813,159.296,0.195,92.29,-34.924,114.069,16870.098,378.003,418.463
2022-2022,Turkey,Turkey,84135432.0,2029749403648.0,40.813,159.296,0.195,92.29,-34.924,114.069,16870.098,378.003,Turkey,84775408.0,2260196130816.0,44.227,166.226,0.21,115.652,-34.24,119.998,17288.559,418.463,402.311
1982-1982,Ukraine,Ukraine,49973920.0,423744962560.0,9.367,354.659,3.969,103.448,22.998,203.417,26884.615,697.858,Ukraine,50188920.0,436799209472.0,9.446,326.694,4.007,112.707,19.268,208.921,27565.658,681.043,693.323
1983-1983,Ukraine,Ukraine,50188920.0,436799209472.0,9.446,326.694,4.007,112.707,19.268,208.921,27565.658,681.043,Ukraine,50373636.0,450250833920.0,9.109,331.616,3.994,119.454,19.003,210.147,28258.982,693.323,700.668
1984-1984,Ukraine,Ukraine,50373636.0,450250833920.0,9.109,331.616,3.994,119.454,19.003,210.147,28258.982,693.323,Ukraine,50563952.0,469722660864.0,9.358,330.707,3.947,128.808,16.86,210.987,28959.65,700.668,707.419
1985-1985,Ukraine,Ukraine,50563952.0,469722660864.0,9.358,330.707,3.947,128.808,16.86,210.987,28959.65,700.668,Ukraine,50758848.0,481090600960.0,9.422,329.793,3.904,139.89,17.582,206.829,29667.07,707.419,761.473
1986-1986,Ukraine,Ukraine,50758848.0,481090600960.0,9.422,329.793,3.904,139.89,17.582,206.829,29667.07,707.419,Ukraine,50917392.0,478213668864.0,9.382,371.974,4.121,152.048,17.239,206.71,30428.543,761.473,758.786
1987-1987,Ukraine,Ukraine,50917392.0,478213668864.0,9.382,371.974,4.121,152.048,17.239,206.71,30428.543,761.473,Ukraine,51076744.0,480702431232.0,9.612,370.388,3.606,150.431,18.123,206.625,31187.326,758.786,747.779
1988-1988,Ukraine,Ukraine,51076744.0,480702431232.0,9.612,370.388,3.606,150.431,18.123,206.625,31187.326,758.786,Ukraine,51236432.0,494152220672.0,9.689,364.475,3.308,168.922,13.948,187.439,31935.107,747.779,735.57
1989-1989,Ukraine,Ukraine,51236432.0,494152220672.0,9.689,364.475,3.308,168.922,13.948,187.439,31935.107,747.779,Ukraine,51372376.0,499008438272.0,9.749,354.739,7.274,181.396,8.212,174.2,32670.678,735.57,688.886
1990-1990,Ukraine,Ukraine,51372376.0,499008438272.0,9.749,354.739,7.274,181.396,8.212,174.2,32670.678,735.57,Ukraine,51494548.0,519237894144.0,9.725,322.192,7.093,180.025,5.725,164.125,33359.562,688.886,712.976
1991-1991,Ukraine,Ukraine,51494548.0,519237894144.0,9.725,322.192,7.093,180.025,5.725,164.125,33359.562,688.886,Ukraine,51589816.0,495935160320.0,9.401,263.168,3.483,216.19,6.749,205.687,34072.539,712.976,651.907
1992-1992,Ukraine,Ukraine,51589816.0,495935160320.0,9.401,263.168,3.483,216.19,6.749,205.687,34072.539,712.976,Ukraine,51672816.0,460353470464.0,8.918,222.622,3.065,224.884,18.983,167.044,34724.445,651.907,600.134
1993-1993,Ukraine,Ukraine,51672816.0,460353470464.0,8.918,222.622,3.065,224.884,18.983,167.044,34724.445,651.907,Ukraine,51785152.0,421710462976.0,8.679,245.344,2.709,197.13,10.852,129.12,35324.578,600.134,517.871
1994-1994,Ukraine,Ukraine,51785152.0,421710462976.0,8.679,245.344,2.709,197.13,10.852,129.12,35324.578,600.134,Ukraine,51778420.0,367893676032.0,6.398,235.88,2.437,165.866,7.551,94.482,35842.453,517.871,431.785
1995-1995,Ukraine,Ukraine,51778420.0,367893676032.0,6.398,235.88,2.437,165.866,7.551,94.482,35842.453,517.871,Ukraine,51487376.0,288418660352.0,4.991,185.817,2.277,144.306,12.293,77.58,36274.238,431.785,395.485
1996-1996,Ukraine,Ukraine,51487376.0,288418660352.0,4.991,185.817,2.277,144.306,12.293,77.58,36274.238,431.785,Ukraine,51061268.0,257477951488.0,3.408,174.093,2.226,134.048,5.413,72.31,36669.723,395.485,354.168
1997-1997,Ukraine,Ukraine,51061268.0,257477951488.0,3.408,174.093,2.226,134.048,5.413,72.31,36669.723,395.485,Ukraine,50616104.0,235602722816.0,2.161,146.215,2.231,137.899,2.399,60.779,37023.891,354.168,337.774
1998-1998,Ukraine,Ukraine,50616104.0,235602722816.0,2.161,146.215,2.231,137.899,2.399,60.779,37023.891,354.168,Ukraine,50169352.0,232333262848.0,2.415,154.305,2.212,129.719,-2.741,49.468,37361.664,337.774,321.052
1999-1999,Ukraine,Ukraine,50169352.0,232333262848.0,2.415,154.305,2.212,129.719,-2.741,49.468,37361.664,337.774,Ukraine,49745868.0,231737294848.0,2.788,123.079,2.191,155.921,-7.755,42.553,37682.715,321.052,315.569
2000-2000,Ukraine,Ukraine,49745868.0,231737294848.0,2.788,123.079,2.191,155.921,-7.755,42.553,37682.715,321.052,Ukraine,49320116.0,235148312576.0,2.535,123.714,2.145,130.367,16.99,37.528,37998.285,315.569,299.244
2001-2001,Ukraine,Ukraine,49320116.0,235148312576.0,2.535,123.714,2.145,130.367,16.99,37.528,37998.285,315.569,Ukraine,48879752.0,253196025856.0,2.261,122.878,2.147,124.325,13.57,31.612,38297.531,299.244,308.743
2002-2002,Ukraine,Ukraine,48879752.0,253196025856.0,2.261,122.878,2.147,124.325,13.57,31.612,38297.531,299.244,Ukraine,48414536.0,281110347776.0,2.475,131.831,2.191,130.433,4.852,33.996,38606.27,308.743,297.882
2003-2003,Ukraine,Ukraine,48414536.0,281110347776.0,2.475,131.831,2.191,130.433,4.852,33.996,38606.27,308.743,Ukraine,47976540.0,301087064064.0,2.817,136.228,2.178,116.284,1.981,35.368,38904.152,297.882,310.522
2004-2004,Ukraine,Ukraine,47976540.0,301087064064.0,2.817,136.228,2.178,116.284,1.981,35.368,38904.152,297.882,Ukraine,47605644.0,335257370624.0,3.612,132.444,2.379,128.304,3.277,37.249,39214.672,310.522,309.336
2005-2005,Ukraine,Ukraine,47605644.0,335257370624.0,3.612,132.444,2.379,128.304,3.277,37.249,39214.672,310.522,Ukraine,47261960.0,381078077440.0,4.264,135.323,2.573,128.409,-1.29,36.469,39524.012,309.336,313.36
2006-2006,Ukraine,Ukraine,47261960.0,381078077440.0,4.264,135.323,2.573,128.409,-1.29,36.469,39524.012,309.336,Ukraine,46912616.0,399366225920.0,4.785,135.906,2.472,130.363,-0.17,36.259,39837.371,313.36,331.337
2007-2007,Ukraine,Ukraine,46912616.0,399366225920.0,4.785,135.906,2.472,130.363,-0.17,36.259,39837.371,313.36,Ukraine,46592552.0,436786757632.0,5.484,154.04,2.49,126.738,-1.725,40.508,40168.711,331.337,338.339
2008-2008,Ukraine,Ukraine,46592552.0,436786757632.0,5.484,154.04,2.49,126.738,-1.725,40.508,40168.711,331.337,Ukraine,46313064.0,480580665344.0,6.164,161.469,2.618,119.444,1.519,43.12,40507.047,338.339,325.71
2009-2009,Ukraine,Ukraine,46313064.0,480580665344.0,6.164,161.469,2.618,119.444,1.519,43.12,40507.047,338.339,Ukraine,46062936.0,499592167424.0,6.294,154.64,2.696,114.802,-0.274,43.891,40832.758,325.71,289.361
2010-2010,Ukraine,Ukraine,46062936.0,499592167424.0,6.294,154.64,2.696,114.802,-0.274,43.891,40832.758,325.71,Ukraine,45863884.0,431074410496.0,2.59,136.611,2.647,89.978,11.767,42.693,41122.117,289.361,298.97
2011-2011,Ukraine,Ukraine,45863884.0,431074410496.0,2.59,136.611,2.647,89.978,11.767,42.693,41122.117,289.361,Ukraine,45683024.0,439429791744.0,2.882,145.421,2.618,100.442,4.604,39.84,41421.086,298.97,311.336
2012-2012,Ukraine,Ukraine,45683024.0,439429791744.0,2.882,145.421,2.618,100.442,4.604,39.84,41421.086,298.97,Ukraine,45516136.0,471221174272.0,3.901,153.853,2.679,104.231,2.959,39.774,41732.422,311.336,324.242
2013-2013,Ukraine,Ukraine,45516136.0,471221174272.0,3.901,153.853,2.679,104.231,2.959,39.774,41732.422,311.336,Ukraine,45406228.0,472276729856.0,3.281,158.981,2.549,97.27,19.818,38.465,42056.668,324.242,307.288
2014-2014,Ukraine,Ukraine,45406228.0,472276729856.0,3.281,158.981,2.549,97.27,19.818,38.465,42056.668,324.242,Ukraine,45307104.0,472286167040.0,3.397,160.185,2.529,90.477,9.809,37.34,42363.953,307.288,264.815
2015-2015,Ukraine,Ukraine,45307104.0,472286167040.0,3.397,160.185,2.529,90.477,9.809,37.34,42363.953,307.288,Ukraine,45148072.0,441233309696.0,3.299,138.373,2.494,75.185,7.176,35.341,42628.77,264.815,241.438
2016-2016,Ukraine,Ukraine,45148072.0,441233309696.0,3.299,138.373,2.494,75.185,7.176,35.341,42628.77,264.815,Ukraine,44982568.0,398045413376.0,3.278,119.393,2.382,65.487,17.65,30.489,42870.207,241.438,243.035
2017-2017,Ukraine,Ukraine,44982568.0,398045413376.0,3.278,119.393,2.382,65.487,17.65,30.489,42870.207,241.438,Ukraine,44833568.0,407666196480.0,3.627,126.828,2.373,64.067,9.074,34.124,43113.242,243.035,231.126
2018-2018,Ukraine,Ukraine,44833568.0,407666196480.0,3.627,126.828,2.373,64.067,9.074,34.124,43113.242,243.035,Ukraine,44657260.0,417287110656.0,3.557,112.586,2.304,66.621,8.045,35.342,43344.367,231.126,237.49
2019-2019,Ukraine,Ukraine,44657260.0,417287110656.0,3.557,112.586,2.304,66.621,8.045,35.342,43344.367,231.126,Ukraine,44446952.0,431842099200.0,3.716,120.544,2.399,66.949,5.826,35.214,43581.859,237.49,226.991
2020-2020,Ukraine,Ukraine,44446952.0,431842099200.0,3.716,120.544,2.399,66.949,5.826,35.214,43581.859,237.49,Ukraine,44211100.0,445656694784.0,3.961,114.046,2.355,60.388,5.048,38.481,43808.852,226.991,211.49
2021-2021,Ukraine,Ukraine,44211100.0,445656694784.0,3.961,114.046,2.355,60.388,5.048,38.481,43808.852,226.991,Ukraine,43909664.0,428931219456.0,4.065,102.155,2.304,60.606,4.666,34.915,44020.34,211.49,214.329
2022-2022,Ukraine,Ukraine,43909664.0,428931219456.0,4.065,102.155,2.304,60.606,4.666,34.915,44020.34,211.49,Ukraine,43531424.0,443313258496.0,4.339,103.8,2.253,59.839,4.175,37.046,44234.664,214.329,145.142
1930-1930,United Kingdom,United Kingdom,45974538.0,389190549504.0,2.173,431.198,0.0,0.0,9.455,4.269,27832.482,447.094,United Kingdom,45944804.0,400634773504.0,2.355,454.713,0.0,0.0,10.739,3.605,28303.893,471.412,450.086
1931-1931,United Kingdom,United Kingdom,45944804.0,400634773504.0,2.355,454.713,0.0,0.0,10.739,3.605,28303.893,471.412,United Kingdom,45980369.0,397795819520.0,2.526,434.847,0.0,0.0,9.013,3.701,28753.979,450.086,420.836
1932-1932,United Kingdom,United Kingdom,45980369.0,397795819520.0,2.526,434.847,0.0,0.0,9.013,3.701,28753.979,450.086,United Kingdom,46081427.0,377346064384.0,2.958,406.554,0.0,0.0,8.624,2.7,29174.816,420.836,405.786
1933-1933,United Kingdom,United Kingdom,46081427.0,377346064384.0,2.958,406.554,0.0,0.0,8.624,2.7,29174.816,420.836,United Kingdom,46248173.0,380224995328.0,2.137,390.766,0.0,0.0,9.886,2.997,29580.602,405.786,404.171
1934-1934,United Kingdom,United Kingdom,46248173.0,380224995328.0,2.137,390.766,0.0,0.0,9.886,2.997,29580.602,405.786,United Kingdom,46480802.0,391279706112.0,2.21,386.647,0.0,0.0,12.017,3.298,29984.773,404.171,435.121
1935-1935,United Kingdom,United Kingdom,46480802.0,391279706112.0,2.21,386.647,0.0,0.0,12.017,3.298,29984.773,404.171,United Kingdom,46714602.0,417147387904.0,2.609,416.611,0.0,0.0,11.918,3.983,30419.895,435.121,440.616
