year,country,population,gdp,temperature_change_from_co2,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,co2,country_order
1966,Kolumbia,18702692.0,84161191936.0,0.007,1.025,6.419,1.711,2.023,130.232,12.296,153.707,17
1967,Kolumbia,19235624.0,87712759808.0,0.007,1.043,7.958,1.253,2.107,100.613,12.326,125.3,17
1968,Kolumbia,19766801.0,93093543936.0,0.007,1.17,7.957,0.985,2.176,82.129,14.284,108.702,17
1969,Kolumbia,20291938.0,99003203584.0,0.007,1.181,8.515,1.352,2.426,66.892,14.542,94.909,17
1970,Kolumbia,20811790.0,105691070464.0,0.007,1.381,5.807,1.103,2.715,405.732,17.364,434.102,17
1971,Kolumbia,21319101.0,111964217344.0,0.007,1.398,6.501,1.261,3.012,176.831,18.11,207.112,17
1972,Kolumbia,21819571.0,120559378432.0,0.007,1.49,6.69,1.125,3.535,116.582,18.585,148.007,17
1973,Kolumbia,22325375.0,128657096704.0,0.007,1.563,7.768,1.044,3.686,92.521,19.569,126.152,17
1974,Kolumbia,22833475.0,136089665536.0,0.007,1.682,8.309,1.128,3.568,75.803,21.707,112.197,17
1975,Kolumbia,23344650.0,139249500160.0,0.007,1.481,8.779,1.436,3.598,65.654,20.515,101.463,17
1976,Kolumbia,23858814.0,145807687680.0,0.007,1.721,9.218,1.524,3.7,86.019,21.817,123.998,17
1977,Kolumbia,24393499.0,151869472768.0,0.007,1.561,9.414,1.561,4.203,57.682,22.503,96.923,17
1978,Kolumbia,24950341.0,164779720704.0,0.007,1.956,9.896,1.576,5.569,52.003,22.537,93.537,17
1979,Kolumbia,25515626.0,173587382272.0,0.007,1.992,11.257,1.429,5.973,46.462,23.616,90.729,17
1980,Kolumbia,26104502.0,180717961216.0,0.007,2.024,10.3,1.037,6.907,45.612,23.906,89.787,17
1981,Kolumbia,26713266.0,184572133376.0,0.007,2.058,10.661,1.147,7.382,41.412,23.012,85.672,17
1982,Kolumbia,27338334.0,186378551296.0,0.007,2.308,10.987,1.128,7.723,40.488,23.532,86.167,17
1983,Kolumbia,27988176.0,189368025088.0,0.007,2.153,12.139,1.216,8.471,35.618,25.23,84.828,17
1984,Kolumbia,28642689.0,196136140800.0,0.007,2.392,11.996,1.154,8.519,40.052,24.64,88.753,17
1985,Kolumbia,29268471.0,202554130432.0,0.008,2.43,12.208,1.106,7.349,33.49,24.987,81.569,17
1986,Kolumbia,29879114.0,214958407680.0,0.008,2.687,12.039,1.0,6.895,29.54,26.133,78.294,17
1987,Kolumbia,30499472.0,226482438144.0,0.008,2.65,12.465,0.876,7.185,21.674,26.949,71.798,17
1988,Kolumbia,31130528.0,235710464000.0,0.008,2.986,12.549,0.788,7.533,15.787,28.279,67.922,17
1989,Kolumbia,31776281.0,243368624128.0,0.008,2.911,12.966,0.74,7.064,11.107,29.402,64.189,17
1990,Kolumbia,32440064.0,253538205696.0,0.008,2.722,13.884,0.806,8.373,2.59,31.113,59.487,17
1991,Kolumbia,33098371.0,259415670784.0,0.008,2.72,12.414,0.828,8.695,24.607,31.998,81.261,17
1992,Kolumbia,33760570.0,270562869248.0,0.008,2.889,13.667,0.923,8.365,21.695,35.651,83.19,17
1993,Kolumbia,34441479.0,286025318400.0,0.008,3.318,14.206,1.132,8.644,26.02,36.038,89.358,17
1994,Kolumbia,35127408.0,300636176384.0,0.008,3.92,13.612,0.969,8.977,14.256,39.56,81.294,17
1995,Kolumbia,35804671.0,316101722112.0,0.008,3.896,14.136,1.301,8.295,60.677,31.793,120.098,17
1996,Kolumbia,36462740.0,322403827712.0,0.008,3.73,12.513,0.86,10.234,72.773,32.577,132.686,17
1997,Kolumbia,37121156.0,333997146112.0,0.008,3.85,12.289,1.866,12.454,123.8,34.797,189.056,17
1998,Kolumbia,37792170.0,335365603328.0,0.008,3.815,11.688,1.916,13.022,136.567,35.358,202.366,17
1999,Kolumbia,38454863.0,321583120384.0,0.008,2.879,9.684,1.319,11.201,95.241,30.393,150.717,17
2000,Kolumbia,39089939.0,330615619584.0,0.008,3.241,10.227,1.307,12.488,-0.39,29.329,56.201,17
2001,Kolumbia,39709264.0,336096690176.0,0.008,3.115,10.321,1.609,13.26,-29.767,28.543,27.081,17
2002,Kolumbia,40324683.0,344517672960.0,0.008,3.105,9.267,1.559,13.246,27.555,28.724,83.456,17
2003,Kolumbia,40937426.0,357889179648.0,0.008,3.376,10.406,1.27,12.681,136.549,29.645,193.927,17
2004,Kolumbia,41543177.0,376728256512.0,0.009,3.442,7.281,1.049,13.349,29.805,29.527,84.452,17
2005,Kolumbia,42128977.0,394076061696.0,0.009,4.125,10.234,0.857,14.007,-2.716,30.939,57.445,17
2006,Kolumbia,42691081.0,420283842560.0,0.009,4.117,9.351,0.831,14.033,34.725,33.973,97.029,17
2007,Kolumbia,43235374.0,448731316224.0,0.009,4.541,8.053,0.844,14.033,20.904,33.02,81.395,17
2008,Kolumbia,43758804.0,464038723584.0,0.009,4.439,10.768,0.798,17.518,-3.452,33.441,63.512,17
2009,Kolumbia,44271541.0,471326588928.0,0.009,3.93,11.802,0.897,20.097,4.01,35.735,76.47,17
2010,Kolumbia,44777325.0,489870196736.0,0.009,4.039,13.473,1.069,21.988,-11.54,35.698,64.727,17
2011,Kolumbia,45259614.0,521323249664.0,0.009,4.588,13.785,1.46,21.051,92.017,35.341,168.241,17
2012,Kolumbia,45715807.0,541722640384.0,0.009,5.051,11.541,1.851,22.899,276.802,38.914,357.057,17
2013,Kolumbia,46151584.0,569534644224.0,0.009,4.79,17.803,1.662,22.339,119.493,41.509,207.598,17
2014,Kolumbia,46565426.0,595158040576.0,0.009,5.277,18.049,1.627,23.908,79.629,45.217,173.707,17
2015,Kolumbia,46969937.0,612750917632.0,0.009,5.551,19.144,1.543,24.406,70.916,47.419,168.98,17
2016,Kolumbia,47437513.0,625545117696.0,0.009,5.317,19.423,1.109,22.896,35.142,45.463,129.35,17
2017,Kolumbia,48131076.0,634046316544.0,0.009,5.233,14.686,1.034,22.784,136.69,42.874,223.3,17
2018,Kolumbia,49024463.0,650303242240.0,0.01,5.301,13.714,1.045,23.53,98.899,43.14,185.63,17
2019,Kolumbia,49907987.0,671028412416.0,0.01,5.537,18.152,1.003,24.224,41.652,45.582,136.15,17
2020,Kolumbia,50629997.0,622365376512.0,0.01,5.041,16.777,0.733,23.951,9.623,43.23,99.354,17
2021,Kolumbia,51188174.0,690925207552.0,0.01,5.87,11.611,0.616,21.76,10.24,54.465,104.563,17
2022,Kolumbia,51737944.0,742716997632.0,0.01,6.217,10.465,0.458,21.689,5.417,59.464,103.71,17
2023,Kolumbia,52321152.0,742716997632.0,0.01,6.046,16.002,0.603,22.498,2.946,60.09,108.185,17
1950,Tajlandia,20428403.0,26094198784.0,0.002,0.084,0.044,0.0,0.0,222.916,0.828,223.872,18
1951,Tajlandia,20965189.0,27943960576.0,0.002,0.153,0.048,0.0,0.0,223.239,0.89,224.33,18
1952,Tajlandia,21527581.0,29485821952.0,0.002,0.123,0.055,0.0,0.0,231.013,1.1,232.29,18
1953,Tajlandia,22109322.0,32726595584.0,0.002,0.142,0.099,0.0,0.0,235.054,1.403,236.698,18
1954,Tajlandia,22713342.0,32462198784.0,0.002,0.189,0.206,0.0,0.0,241.081,1.655,243.131,18
1955,Tajlandia,23343179.0,35317682176.0,0.003,0.189,0.132,0.0,0.0,251.328,2.052,253.701,18
1956,Tajlandia,23997265.0,35930308608.0,0.003,0.196,0.117,0.0,0.0,258.323,2.305,260.941,18
1957,Tajlandia,24674830.0,36335824896.0,0.003,0.2,0.143,0.0,0.0,259.679,2.579,262.601,18
1958,Tajlandia,25367009.0,37656813568.0,0.003,0.225,0.143,0.0,0.0,275.783,2.649,278.8,18
1959,Tajlandia,26088018.0,42160910336.0,0.003,0.251,0.147,0.0,0.0,248.51,2.924,251.831,18
1960,Tajlandia,26851750.0,47266906112.0,0.003,0.262,0.147,0.0,0.0,164.251,3.301,167.96,18
1961,Tajlandia,27650337.0,49743294464.0,0.003,0.4,0.121,0.0,0.001,216.893,3.62,221.034,18
1962,Tajlandia,28481047.0,53581279232.0,0.003,0.476,0.15,0.0,0.002,305.012,4.4,310.041,18
1963,Tajlandia,29342315.0,57963802624.0,0.003,0.491,0.15,0.0,0.003,269.701,4.921,275.266,18
1964,Tajlandia,30232139.0,61933273088.0,0.003,0.523,0.117,0.0,0.004,245.26,6.83,252.734,18
1965,Tajlandia,31149335.0,66849222656.0,0.003,0.618,0.146,0.0,0.005,245.409,6.676,252.854,18
1966,Tajlandia,32086073.0,74363568128.0,0.003,0.734,0.194,0.0,0.006,242.759,8.537,252.231,18
1967,Tajlandia,33037798.0,80603447296.0,0.003,0.857,0.374,0.0,0.007,226.311,10.919,238.468,18
1968,Tajlandia,34002562.0,87150747648.0,0.004,1.17,0.348,0.0,0.008,219.944,15.557,237.028,18
1969,Tajlandia,34973784.0,94018297856.0,0.004,1.188,0.392,0.0,0.009,251.986,12.96,266.535,18
1970,Tajlandia,35954411.0,100145356800.0,0.004,1.297,0.462,0.0,0.01,208.586,13.593,223.948,18
1971,Tajlandia,36937393.0,105055232000.0,0.004,1.355,0.528,0.0,0.011,404.71,17.319,423.923,18
1972,Tajlandia,37933932.0,109423362048.0,0.004,1.622,0.414,0.0,0.012,526.796,19.723,548.567,18
1973,Tajlandia,38947791.0,120382758912.0,0.004,1.756,0.443,0.0,0.013,552.377,22.145,576.734,18
1974,Tajlandia,39952895.0,125775708160.0,0.004,1.83,0.612,0.0,0.013,422.123,21.662,446.239,18
1975,Tajlandia,40939998.0,132015456256.0,0.004,1.83,0.63,0.0,0.018,346.464,21.776,370.718,18
1976,Tajlandia,41896510.0,144055681024.0,0.004,2.024,0.736,0.0,0.009,352.538,25.795,381.102,18
1977,Tajlandia,42843974.0,158271602688.0,0.005,2.282,0.63,0.0,0.008,342.197,28.957,374.074,18
1978,Tajlandia,43788974.0,173964902400.0,0.005,2.238,0.795,0.0,0.019,309.295,31.709,344.055,18
1979,Tajlandia,44718435.0,183049027584.0,0.005,2.276,1.539,0.0,0.033,266.52,32.547,302.916,18
1980,Tajlandia,45650030.0,191441879040.0,0.005,2.275,1.729,0.0,0.033,293.89,35.713,333.641,18
1981,Tajlandia,46575852.0,202771415040.0,0.005,2.627,1.847,0.0,0.578,315.672,32.489,353.212,18
1982,Tajlandia,47494576.0,213618819072.0,0.005,2.727,2.576,0.0,2.493,225.731,29.562,263.088,18
1983,Tajlandia,48423308.0,225512505344.0,0.005,2.948,2.451,0.0,2.984,191.646,33.402,233.43,18
1984,Tajlandia,49351711.0,238519418880.0,0.005,3.288,2.781,0.0,4.478,292.237,34.607,337.392,18
1985,Tajlandia,50270753.0,249623871488.0,0.005,3.106,5.98,0.0,5.753,235.906,33.027,283.771,18
1986,Tajlandia,51177832.0,263410237440.0,0.005,3.049,6.108,0.0,5.61,287.302,34.203,336.272,18
1987,Tajlandia,52074109.0,288520110080.0,0.006,3.729,9.54,0.0,8.393,203.502,32.152,257.316,18
1988,Tajlandia,52969595.0,326878363648.0,0.006,4.281,9.824,0.0,10.017,139.585,36.609,200.316,18
1989,Tajlandia,53848956.0,366691713024.0,0.006,5.483,11.964,0.0,10.339,116.711,43.91,188.407,18
1990,Tajlandia,54738328.0,407627792384.0,0.006,6.468,16.594,0.0,10.28,125.747,53.221,212.311,18
1991,Tajlandia,55637437.0,437871476736.0,0.006,5.995,19.425,0.0,13.129,82.062,56.495,177.106,18
1992,Tajlandia,56528829.0,473484197888.0,0.006,8.232,20.79,0.0,14.074,61.673,62.417,167.187,18
1993,Tajlandia,57408199.0,509703192576.0,0.006,12.064,23.109,0.0,16.01,78.815,70.672,200.67,18
1994,Tajlandia,58260857.0,545365098496.0,0.006,13.357,26.664,0.178,18.252,92.096,78.419,228.966,18
1995,Tajlandia,59098229.0,584005910528.0,0.006,15.337,30.339,0.241,18.956,97.902,88.777,251.552,18
1996,Tajlandia,59920058.0,611290644480.0,0.006,17.355,36.777,0.248,22.27,99.481,96.915,273.046,18
1997,Tajlandia,60724589.0,589240401920.0,0.006,19.34,38.024,0.251,28.148,88.507,95.44,269.709,18
1998,Tajlandia,61522633.0,539314651136.0,0.006,13.279,30.637,0.227,30.146,88.749,85.415,248.453,18
1999,Tajlandia,62299039.0,558464040960.0,0.007,16.077,32.373,0.275,33.856,85.768,84.654,253.003,18
2000,Tajlandia,63007813.0,579217719296.0,0.007,15.299,33.1,0.287,39.32,88.072,79.347,255.424,18
2001,Tajlandia,63651139.0,596447985664.0,0.007,17.47,36.81,0.288,42.534,91.155,75.165,263.422,18
2002,Tajlandia,64266431.0,630177398784.0,0.007,19.739,39.244,0.276,46.469,87.831,78.938,272.497,18
2003,Tajlandia,64868164.0,672602587136.0,0.007,17.49,39.903,0.364,49.47,92.024,83.86,283.111,18
2004,Tajlandia,65452051.0,712165883904.0,0.007,18.26,44.763,0.453,52.102,93.329,91.753,300.66,18
2005,Tajlandia,66017415.0,739238412288.0,0.007,20.236,48.333,0.456,54.462,95.256,90.839,309.582,18
2006,Tajlandia,66567685.0,773067112448.0,0.007,21.226,51.313,0.398,55.579,94.471,87.308,310.296,18
2007,Tajlandia,67102389.0,811667423232.0,0.007,22.01,57.803,0.384,59.253,118.972,84.633,343.055,18
2008,Tajlandia,67619834.0,822020800512.0,0.008,19.441,62.251,0.373,63.7,101.003,78.484,325.252,18
2009,Tajlandia,68121076.0,812859719680.0,0.008,18.68,62.403,0.418,67.513,96.14,79.822,324.976,18
2010,Tajlandia,68579442.0,870109282304.0,0.008,18.486,64.008,0.395,77.345,105.361,80.785,346.38,18
2011,Tajlandia,69007211.0,873642786816.0,0.008,18.206,65.35,0.697,76.017,81.858,84.609,326.736,18
2012,Tajlandia,69436091.0,936920875008.0,0.008,18.746,68.155,0.999,83.615,64.355,90.833,326.702,18
2013,Tajlandia,69845115.0,962095808512.0,0.008,18.914,67.149,0.806,85.504,57.575,91.381,321.329,18
2014,Tajlandia,70216362.0,971562811392.0,0.008,19.722,73.794,0.742,87.093,68.307,91.137,340.795,18
2015,Tajlandia,70540790.0,1002011623424.0,0.009,20.024,72.142,0.803,88.912,53.69,95.218,330.789,18
2016,Tajlandia,70859837.0,1036430737408.0,0.009,23.053,73.6,0.709,87.759,47.365,98.924,331.411,18
2017,Tajlandia,71160184.0,1079732797440.0,0.009,22.388,73.824,0.7,85.289,44.956,101.146,328.304,18
2018,Tajlandia,71376080.0,1125329928192.0,0.009,22.466,78.564,0.613,84.332,39.809,102.33,328.114,18
2019,Tajlandia,71522265.0,1149130637312.0,0.009,22.304,70.06,0.591,85.27,37.246,103.652,319.123,18
2020,Tajlandia,71641484.0,1078332620800.0,0.009,21.926,74.799,0.606,78.28,35.445,96.312,307.369,18
2021,Tajlandia,71727340.0,1095187103744.0,0.009,21.151,76.648,0.5,77.923,34.72,90.92,301.862,18
2022,Tajlandia,71735320.0,1124143726592.0,0.01,20.995,69.809,0.409,75.532,33.791,105.828,306.364,18
1950,Demokratyczna Republika Konga,12294294.0,12334004224.0,0.001,0.087,0.964,0.0,0.0,269.551,0.429,271.03,19
1951,Demokratyczna Republika Konga,12542651.0,13762654208.0,0.002,0.102,1.059,0.0,0.0,287.972,0.586,289.719,19
1952,Demokratyczna Republika Konga,12803639.0,15016505344.0,0.002,0.12,1.335,0.0,0.0,313.007,0.629,315.091,19
1953,Demokratyczna Republika Konga,13069453.0,15882645504.0,0.002,0.123,1.364,0.0,0.0,334.251,0.801,336.54,19
1954,Demokratyczna Republika Konga,13343040.0,16826791936.0,0.002,0.171,1.572,0.0,0.0,351.503,1.074,354.32,19
1955,Demokratyczna Republika Konga,13630351.0,17494505472.0,0.002,0.2,2.034,0.0,0.0,368.877,1.154,372.265,19
1956,Demokratyczna Republika Konga,13929949.0,18677356544.0,0.002,0.225,1.715,0.0,0.0,389.852,1.235,393.027,19
1957,Demokratyczna Republika Konga,14242281.0,19269902336.0,0.002,0.229,1.781,0.0,0.0,413.612,1.319,416.94,19
1958,Demokratyczna Republika Konga,14557796.0,18708994048.0,0.002,0.192,1.369,0.0,0.0,435.082,1.365,438.008,19
1959,Demokratyczna Republika Konga,14891585.0,19357339648.0,0.002,0.171,1.257,0.0,0.0,453.022,1.271,455.721,19
1960,Demokratyczna Republika Konga,15264853.0,19799695360.0,0.003,0.098,1.041,0.0,0.0,579.613,1.18,581.932,19
1961,Demokratyczna Republika Konga,15662373.0,17659762688.0,0.003,0.069,1.057,0.0,0.0,389.004,1.229,391.36,19
1962,Demokratyczna Republika Konga,16075729.0,21385908224.0,0.003,0.098,0.839,0.0,0.0,297.353,1.235,299.525,19
1963,Demokratyczna Republika Konga,16507610.0,22497906688.0,0.003,0.12,0.818,0.0,0.0,217.07,1.354,219.363,19
1964,Demokratyczna Republika Konga,16955331.0,21953286144.0,0.003,0.113,0.94,0.0,0.0,172.491,0.921,174.465,19
1965,Demokratyczna Republika Konga,17427807.0,22174078976.0,0.003,0.123,1.178,0.0,0.0,146.424,1.167,148.893,19
1966,Demokratyczna Republika Konga,17931934.0,23676299264.0,0.003,0.131,0.909,0.0,0.0,124.383,1.363,126.786,19
1967,Demokratyczna Republika Konga,18462788.0,23450699776.0,0.003,0.145,0.949,0.0,0.0,121.778,1.194,124.067,19
1968,Demokratyczna Republika Konga,19012194.0,24458477568.0,0.003,0.145,0.74,0.0,0.0,110.825,2.481,114.191,19
1969,Demokratyczna Republika Konga,19570447.0,26727661568.0,0.003,0.16,0.887,0.0,0.0,110.368,2.601,114.016,19
1970,Demokratyczna Republika Konga,20137441.0,26659889152.0,0.003,0.207,0.788,0.0,0.0,108.104,1.715,110.813,19
1971,Demokratyczna Republika Konga,20695567.0,28362504192.0,0.003,0.225,0.876,0.0,0.0,110.619,1.858,113.578,19
1972,Demokratyczna Republika Konga,21251166.0,28414472192.0,0.003,0.236,0.85,0.0,0.0,108.327,1.931,111.344,19
1973,Demokratyczna Republika Konga,21827664.0,30887354368.0,0.003,0.265,0.828,0.0,0.0,101.478,2.096,104.667,19
1974,Demokratyczna Republika Konga,22418884.0,31926198272.0,0.003,0.309,0.832,0.0,0.0,83.869,2.224,87.234,19
1975,Demokratyczna Republika Konga,23021102.0,30364745728.0,0.003,0.309,0.671,0.0,0.0,87.207,2.253,90.439,19
1976,Demokratyczna Republika Konga,23624033.0,28598779904.0,0.003,0.32,0.876,0.0,0.0,87.383,2.209,90.788,19
1977,Demokratyczna Republika Konga,24229060.0,28761571328.0,0.004,0.238,0.887,0.0,0.0,86.78,2.352,90.257,19
1978,Demokratyczna Republika Konga,24992693.0,27125444608.0,0.004,0.225,0.843,0.0,0.0,71.026,2.459,74.552,19
1979,Demokratyczna Republika Konga,25886782.0,27103821824.0,0.004,0.212,0.747,0.0,0.0,75.76,2.781,79.5,19
1980,Demokratyczna Republika Konga,26711097.0,27648954368.0,0.004,0.206,0.843,0.0,0.0,89.37,2.437,92.855,19
1981,Demokratyczna Republika Konga,27500518.0,28317622272.0,0.004,0.227,0.861,0.0,0.0,88.567,2.667,92.322,19
1982,Demokratyczna Republika Konga,28338194.0,28196935680.0,0.004,0.248,0.824,0.0,0.0,89.614,1.975,92.661,19
1983,Demokratyczna Republika Konga,29250968.0,28585207808.0,0.004,0.231,0.806,0.0,0.0,88.963,2.961,92.961,19
1984,Demokratyczna Republika Konga,30245089.0,30141794304.0,0.004,0.238,0.824,0.0,0.0,95.177,2.869,99.108,19
1985,Demokratyczna Republika Konga,31264819.0,30309890048.0,0.004,0.194,0.822,0.0,0.0,95.252,2.597,98.864,19
1986,Demokratyczna Republika Konga,32265203.0,31729262592.0,0.004,0.191,0.839,0.0,0.0,90.372,2.316,93.718,19
1987,Demokratyczna Republika Konga,33298910.0,32572618752.0,0.004,0.21,0.85,0.0,0.0,83.485,2.755,87.301,19
1988,Demokratyczna Republika Konga,34382755.0,32745572352.0,0.004,0.208,0.931,0.0,0.0,76.759,2.84,80.737,19
1989,Demokratyczna Republika Konga,35486865.0,32549357568.0,0.004,0.19,0.843,0.0,0.0,77.928,3.32,82.28,19
1990,Demokratyczna Republika Konga,36684066.0,31745581056.0,0.004,0.189,0.89,0.0,0.0,82.289,3.169,86.538,19
1991,Demokratyczna Republika Konga,37925828.0,29817690112.0,0.004,0.102,0.0,0.0,0.0,87.787,3.03,90.92,19
1992,Demokratyczna Republika Konga,39228908.0,27407296512.0,0.004,0.071,0.0,0.0,0.0,85.063,2.737,87.871,19
1993,Demokratyczna Republika Konga,40656338.0,24338479104.0,0.005,0.061,0.0,0.0,0.0,102.66,2.601,105.322,19
1994,Demokratyczna Republika Konga,42626874.0,23485765632.0,0.005,0.068,0.0,1.053,0.0,112.185,1.63,114.936,19
1995,Demokratyczna Republika Konga,44433718.0,24780658688.0,0.005,0.096,0.0,0.993,0.0,125.08,2.008,128.176,19
1996,Demokratyczna Republika Konga,45296126.0,24914388992.0,0.005,0.098,0.0,1.162,0.0,121.836,2.213,125.309,19
1997,Demokratyczna Republika Konga,46029908.0,23716345856.0,0.005,0.051,0.0,1.214,0.0,165.995,1.825,169.085,19
1998,Demokratyczna Republika Konga,47297596.0,23460460544.0,0.005,0.054,0.0,1.078,0.0,171.682,1.601,174.415,19
1999,Demokratyczna Republika Konga,48912973.0,23134197760.0,0.005,0.064,0.0,0.882,0.0,179.716,1.253,181.915,19
2000,Demokratyczna Republika Konga,50507444.0,21854113792.0,0.005,0.068,0.0,0.812,0.0,183.157,0.824,184.862,19
2001,Demokratyczna Republika Konga,52132648.0,21977292800.0,0.005,0.081,0.0,0.877,0.0,145.135,0.689,146.782,19
2002,Demokratyczna Republika Konga,53750528.0,23244765184.0,0.005,0.106,0.005,0.879,0.0,130.526,0.744,132.261,19
2003,Demokratyczna Republika Konga,55343873.0,25228484608.0,0.005,0.132,0.002,1.057,0.0,165.275,0.905,167.371,19
2004,Demokratyczna Republika Konga,56997741.0,27653537792.0,0.006,0.16,0.006,0.872,0.0,137.815,0.989,139.843,19
2005,Demokratyczna Republika Konga,58775726.0,30164654080.0,0.006,0.207,0.023,0.819,0.0,139.817,1.238,142.105,19
2006,Demokratyczna Republika Konga,60615907.0,32708306944.0,0.006,0.204,0.02,0.78,0.022,141.0,1.326,143.352,19
2007,Demokratyczna Republika Konga,62477753.0,35814301696.0,0.006,0.205,0.03,0.896,0.044,142.715,1.447,145.338,19
2008,Demokratyczna Republika Konga,64390658.0,39245770752.0,0.006,0.158,0.034,0.84,0.044,448.901,1.608,451.586,19
2009,Demokratyczna Republika Konga,66412040.0,41718890496.0,0.006,0.177,0.024,0.728,0.044,740.597,1.473,743.043,19
2010,Demokratyczna Republika Konga,68563037.0,46223523840.0,0.006,0.189,0.037,0.737,0.044,870.311,1.729,873.046,19
2011,Demokratyczna Republika Konga,70849311.0,51169099776.0,0.007,0.175,0.029,0.572,0.044,1004.093,2.22,1007.134,19
2012,Demokratyczna Republika Konga,73254623.0,55604953088.0,0.007,0.158,0.033,0.408,0.0,938.447,2.198,941.245,19
2013,Demokratyczna Republika Konga,75789395.0,60956372992.0,0.007,0.174,0.013,0.371,0.0,960.219,3.364,964.14,19
2014,Demokratyczna Republika Konga,78403248.0,65407410176.0,0.008,0.128,0.017,0.418,0.004,791.119,4.499,796.185,19
2015,Demokratyczna Republika Konga,81035535.0,69567324160.0,0.008,0.155,0.034,0.397,0.004,623.262,2.686,626.536,19
2016,Demokratyczna Republika Konga,83956415.0,69841412096.0,0.008,0.098,0.039,0.393,0.0,660.536,2.129,663.196,19
2017,Demokratyczna Republika Konga,87083400.0,72396210176.0,0.009,0.349,0.049,0.349,0.001,666.661,2.169,669.579,19
2018,Demokratyczna Republika Konga,90047647.0,75889336320.0,0.009,0.453,0.084,0.293,0.001,534.39,2.942,538.164,19
2019,Demokratyczna Republika Konga,92947450.0,79292964864.0,0.009,0.536,0.044,0.375,0.001,450.279,3.165,454.4,19
2020,Demokratyczna Republika Konga,95989999.0,80617955328.0,0.009,0.498,0.025,0.437,0.0,363.164,3.342,367.466,19
2021,Demokratyczna Republika Konga,99148931.0,85639643136.0,0.009,0.604,0.034,0.425,0.0,378.67,3.206,382.939,19
2022,Demokratyczna Republika Konga,102396974.0,91314987008.0,0.01,0.604,0.053,0.387,0.0,415.651,3.586,420.281,19
2023,Demokratyczna Republika Konga,105789733.0,91314987008.0,0.01,0.604,0.071,0.213,0.0,424.004,3.728,428.619,19
1928,Argentyna,11139114.0,77168877568.0,0.003,0.116,7.736,0.0,0.297,228.929,4.041,241.12,20
1929,Argentyna,11443159.0,80691912704.0,0.003,0.174,7.798,0.0,0.458,229.747,4.177,242.354,20
1930,Argentyna,11726853.0,77359685632.0,0.003,0.189,7.69,0.0,0.454,181.916,4.005,194.254,20
1931,Argentyna,11989069.0,71992139776.0,0.004,0.265,6.569,0.0,0.564,150.307,5.067,162.773,20
1932,Argentyna,12228636.0,69624832000.0,0.004,0.247,6.129,0.0,0.769,132.772,5.752,145.669,20
1933,Argentyna,12444339.0,72859959296.0,0.004,0.254,6.251,0.0,1.034,120.889,5.985,134.413,20
1934,Argentyna,12663847.0,78659584000.0,0.004,0.28,7.001,0.0,1.249,112.337,6.13,126.997,20
1935,Argentyna,12887227.0,82125021184.0,0.004,0.356,6.772,0.0,1.056,105.485,6.249,119.917,20
1936,Argentyna,13114548.0,82689359872.0,0.004,0.411,7.208,0.0,0.912,100.02,6.786,115.337,20
1937,Argentyna,13345878.0,88696750080.0,0.004,0.512,7.855,0.0,0.865,95.522,7.176,111.93,20
1938,Argentyna,13581288.0,89082486784.0,0.004,0.614,7.223,0.0,0.839,92.447,7.498,108.622,20
1939,Argentyna,13825464.0,92462211072.0,0.004,0.556,6.871,0.0,0.887,89.1,8.171,105.585,20
1940,Argentyna,14078649.0,93982973952.0,0.004,0.534,5.152,0.0,0.916,62.616,9.045,78.264,20
1941,Argentyna,14341093.0,98812125184.0,0.004,0.578,2.686,0.0,1.015,46.477,9.662,60.417,20
1942,Argentyna,14613051.0,99962904576.0,0.004,0.531,1.385,0.0,1.154,34.687,10.409,48.167,20
1943,Argentyna,14894786.0,99170082816.0,0.004,0.472,1.549,0.0,1.158,25.397,10.898,39.473,20
1944,Argentyna,15181952.0,110433869824.0,0.004,0.534,1.649,0.0,1.132,17.73,10.637,31.681,20
1945,Argentyna,15474655.0,106852769792.0,0.004,0.538,2.045,0.0,1.041,11.214,10.043,24.88,20
1946,Argentyna,15773001.0,116403142656.0,0.004,0.563,3.041,0.0,0.967,5.586,9.131,19.289,20
1947,Argentyna,16077098.0,129321500672.0,0.004,0.673,3.254,0.0,0.997,0.647,9.591,15.162,20
1948,Argentyna,16387059.0,136522203136.0,0.004,0.618,5.815,0.0,0.766,-3.741,10.193,13.651,20
1949,Argentyna,16700599.0,134649167872.0,0.004,0.716,3.598,0.0,1.136,-7.922,9.915,7.442,20
1950,Argentyna,17018034.0,136328019968.0,0.005,0.778,3.561,0.0,0.0,12.026,25.582,41.948,20
1951,Argentyna,17356465.0,141645234176.0,0.005,0.77,5.47,0.0,1.418,22.566,27.304,57.529,20
1952,Argentyna,17698882.0,134416834560.0,0.005,0.767,4.507,0.0,1.535,30.044,29.286,66.139,20
1953,Argentyna,18041299.0,141635207168.0,0.005,0.818,3.114,0.0,1.194,35.292,30.008,70.427,20
1954,Argentyna,18381211.0,147492470784.0,0.005,0.843,3.722,0.0,1.209,39.112,30.976,75.862,20
1955,Argentyna,18716035.0,158009442304.0,0.005,0.923,3.21,0.0,1.227,42.324,34.2,81.884,20
1956,Argentyna,19049972.0,162343223296.0,0.005,1.021,3.814,0.0,1.304,45.055,38.157,89.352,20
1957,Argentyna,19383045.0,170709729280.0,0.005,1.17,3.36,0.0,1.458,46.977,41.619,94.585,20
