year,country,population,gdp,temperature_change_from_co2,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,co2,country_order
1983,Czechy,10302947.0,126785028096.0,0.003,2.904,138.05,0.0,7.845,-6.969,32.277,174.107,34
1984,Czechy,10303815.0,129617870848.0,0.003,2.866,141.063,0.0,8.756,-7.007,34.483,180.161,34
1985,Czechy,10305142.0,132537131008.0,0.003,2.745,138.66,0.0,8.788,-6.753,34.407,177.846,34
1986,Czechy,10304373.0,136190033920.0,0.003,2.706,140.922,0.0,9.826,-6.592,32.401,179.262,34
1987,Czechy,10303423.0,139350917120.0,0.003,2.674,138.666,0.0,9.932,-6.462,32.37,177.179,34
1988,Czechy,10305448.0,142237368320.0,0.003,2.773,137.605,0.0,9.967,-6.314,30.272,174.303,34
1989,Czechy,10305609.0,144679288832.0,0.004,2.708,131.212,0.0,11.155,-5.436,27.256,166.895,34
1990,Czechy,10301990.0,146168283136.0,0.004,2.489,123.419,0.458,12.564,-6.272,22.489,157.978,34
1991,Czechy,10304419.0,130499461120.0,0.004,2.309,112.711,0.398,12.294,-6.317,19.785,142.567,34
1992,Czechy,10312449.0,131496648704.0,0.004,2.468,105.791,0.396,14.721,-6.461,21.177,139.245,34
1993,Czechy,10320402.0,133342961664.0,0.004,2.195,100.747,0.378,15.317,-6.107,20.378,134.017,34
1994,Czechy,10322332.0,139002249216.0,0.004,2.208,94.922,0.368,14.225,-4.945,19.795,127.723,34
1995,Czechy,10312040.0,149541601280.0,0.004,2.005,94.834,0.362,15.63,-5.513,17.661,126.109,34
1996,Czechy,10296139.0,157900111872.0,0.004,2.116,95.219,0.35,18.041,-4.901,18.043,130.118,34
1997,Czechy,10280049.0,158827905024.0,0.004,2.083,90.923,0.356,18.435,-4.282,17.695,126.66,34
1998,Czechy,10265431.0,160364298240.0,0.004,2.068,83.666,0.34,18.424,-3.332,19.593,122.384,34
1999,Czechy,10251383.0,164728012800.0,0.004,1.963,75.616,0.314,18.475,-3.793,18.623,112.879,34
2000,Czechy,10236809.0,174309523456.0,0.004,1.937,86.836,0.322,18.134,-3.681,18.192,123.555,34
2001,Czechy,10231941.0,181753184256.0,0.004,1.629,84.798,0.332,19.3,-15.609,19.283,111.535,34
2002,Czechy,10239474.0,187044888576.0,0.004,1.403,82.673,0.334,18.539,-13.738,19.254,110.23,34
2003,Czechy,10248907.0,196327997440.0,0.004,1.485,83.968,0.323,18.974,-14.219,21.059,113.353,34
2004,Czechy,10261454.0,208725901312.0,0.004,1.627,83.408,0.314,19.12,-13.938,22.039,114.354,34
2005,Czechy,10280158.0,225302577152.0,0.004,1.625,80.604,0.314,18.759,-14.239,22.6,111.451,34
2006,Czechy,10304594.0,243991789568.0,0.004,1.748,81.885,0.336,18.415,-11.417,22.374,115.121,34
2007,Czechy,10337541.0,260673044480.0,0.005,2.043,83.628,0.303,17.459,-11.868,23.065,116.498,34
2008,Czechy,10378296.0,271709536256.0,0.005,1.996,78.66,0.298,17.298,-11.748,22.905,111.187,34
2009,Czechy,10420986.0,261919703040.0,0.005,1.566,73.287,0.259,16.315,-11.69,21.978,103.293,34
2010,Czechy,10464035.0,271231975424.0,0.005,1.469,74.554,0.27,18.398,-11.007,21.141,106.469,34
2011,Czechy,10495508.0,279082762240.0,0.005,1.665,73.749,0.266,16.825,-9.109,20.908,106.08,34
2012,Czechy,10507338.0,276891959296.0,0.005,1.517,70.768,0.271,16.624,-9.571,20.411,101.716,34
2013,Czechy,10511164.0,276764852224.0,0.005,1.332,66.87,0.205,16.826,-8.614,19.767,98.109,34
2014,Czechy,10517222.0,283025539072.0,0.005,1.483,64.905,0.208,15.113,-7.364,20.812,96.882,34
2015,Czechy,10524419.0,298276061184.0,0.005,1.558,64.322,0.196,15.909,-6.075,21.319,98.926,34
2016,Czechy,10531947.0,305844158464.0,0.005,1.698,64.728,0.164,17.008,-5.021,21.353,101.628,34
2017,Czechy,10541343.0,321652391936.0,0.005,1.728,64.307,0.132,17.713,-6.44,22.13,101.306,34
2018,Czechy,10548935.0,332009897984.0,0.005,1.868,63.573,0.108,16.645,-6.894,22.341,99.442,34
2019,Czechy,10554871.0,342069379072.0,0.005,1.977,57.468,0.084,17.361,-6.929,22.461,94.08,34
2020,Czechy,10550130.0,323245441024.0,0.005,1.891,49.727,0.054,17.431,-6.797,21.079,84.877,34
2021,Czechy,10530683.0,334729445376.0,0.005,1.958,51.406,0.055,19.045,-6.851,22.549,89.794,34
2022,Czechy,10673216.0,342966829056.0,0.005,1.847,52.973,0.044,15.78,-6.781,22.868,88.326,34
2023,Czechy,10809722.0,342966829056.0,0.005,1.847,44.853,0.044,14.328,-6.682,22.957,78.943,34
1928,Rumunia,13752681.0,20333615104.0,0.0,0.164,3.877,0.0,1.092,48.821,13.138,67.092,35
1929,Rumunia,13936009.0,21734377472.0,0.0,0.156,4.056,0.0,1.44,50.174,14.839,70.666,35
1930,Rumunia,14116480.0,21705322496.0,0.0,0.196,3.129,0.0,2.151,38.433,17.767,61.675,35
1931,Rumunia,14293990.0,22395006976.0,0.0,0.098,2.558,0.0,2.466,34.36,20.727,60.209,35
1932,Rumunia,14468434.0,20574746624.0,0.001,0.105,2.114,0.0,2.598,31.795,22.541,59.154,35
1933,Rumunia,14639706.0,20958332928.0,0.001,0.109,1.898,0.0,2.675,30.11,22.629,57.421,35
1934,Rumunia,14813005.0,21439197184.0,0.001,0.156,2.297,0.0,3.235,28.67,25.97,60.33,35
1935,Rumunia,14988356.0,23233142784.0,0.001,0.189,2.415,0.0,3.232,27.332,25.696,58.863,35
1936,Rumunia,15165782.0,24184522752.0,0.001,0.185,2.466,0.0,3.803,26.39,26.7,59.544,35
1937,Rumunia,15345308.0,25314027520.0,0.001,0.225,2.722,0.0,3.583,24.989,21.933,53.452,35
1938,Rumunia,15526960.0,25016932352.0,0.001,0.222,2.945,0.0,3.319,24.181,20.226,50.893,35
1939,Rumunia,15681114.0,25617772544.0,0.001,0.262,2.748,0.0,3.037,23.481,19.141,48.668,35
1940,Rumunia,15807371.0,25180133376.0,0.001,0.196,2.964,0.0,2.964,22.92,17.822,46.866,35
1941,Rumunia,15905325.0,25655181312.0,0.001,0.305,2.704,0.0,2.81,22.55,16.727,45.096,35
1942,Rumunia,15974568.0,23840604160.0,0.001,0.182,2.917,0.0,3.195,22.095,17.378,45.767,35
1943,Rumunia,16014683.0,27030720512.0,0.001,0.225,3.188,0.0,2.517,22.446,16.177,44.552,35
1944,Rumunia,16054899.0,20572850176.0,0.001,0.16,2.422,0.0,1.66,21.876,10.815,36.934,35
1945,Rumunia,16095216.0,13955677184.0,0.001,0.124,2.22,0.0,2.327,21.747,14.235,40.652,35
1946,Rumunia,16135634.0,13627134976.0,0.001,0.156,2.07,0.0,2.377,21.851,12.862,39.316,35
1947,Rumunia,16176154.0,17221029888.0,0.001,0.207,2.352,0.0,2.099,21.066,11.688,37.414,35
1948,Rumunia,16216775.0,47298437120.0,0.001,0.222,6.24,0.0,4.184,20.72,12.729,44.094,35
1949,Rumunia,16288894.0,39091888128.0,0.001,0.276,0.0,0.0,8.42,20.73,14.418,43.844,35
1950,Rumunia,16397275.0,30729545728.0,0.001,0.32,6.719,0.0,6.209,35.531,6.169,54.947,35
1951,Rumunia,16625607.0,32953401344.0,0.001,0.563,7.421,0.0,6.703,37.603,7.817,60.107,35
1952,Rumunia,16846052.0,35336364032.0,0.001,0.741,8.592,0.0,7.661,39.546,9.636,66.177,35
1953,Rumunia,17057702.0,37893066752.0,0.001,0.938,9.469,0.0,9.575,39.97,10.645,70.597,35
1954,Rumunia,17266659.0,40634662912.0,0.001,0.792,10.351,0.0,9.904,41.188,12.458,74.692,35
1955,Rumunia,17475271.0,43574493184.0,0.001,0.956,11.202,0.0,10.755,42.487,13.87,79.27,35
1956,Rumunia,17691498.0,45497815040.0,0.001,1.036,12.0,0.0,11.981,43.039,15.763,83.819,35
1957,Rumunia,17887292.0,47507787776.0,0.001,1.163,12.938,0.0,14.429,43.394,17.4,89.324,35
1958,Rumunia,18046125.0,49605435392.0,0.001,1.272,13.397,0.0,16.504,42.116,18.622,91.91,35
1959,Rumunia,18187698.0,51797123072.0,0.001,1.41,14.187,0.0,18.166,42.889,16.88,93.532,35
1960,Rumunia,18313498.0,54083997696.0,0.001,1.508,15.191,0.0,20.002,39.444,16.693,92.838,35
1961,Rumunia,18422519.0,57740816384.0,0.001,1.635,15.957,0.0,21.537,41.839,16.587,97.555,35
1962,Rumunia,18511673.0,59768963072.0,0.001,1.723,18.617,0.0,25.406,35.468,18.067,99.281,35
1963,Rumunia,18587432.0,64071098368.0,0.001,2.159,19.949,0.0,27.984,31.926,19.363,101.382,35
1964,Rumunia,18655407.0,68127399936.0,0.001,2.348,20.954,0.0,30.158,32.049,18.576,104.086,35
1965,Rumunia,18713061.0,72368087040.0,0.001,2.671,22.288,0.0,33.489,31.209,20.189,109.846,35
1966,Rumunia,18776260.0,80634331136.0,0.001,2.907,24.256,0.0,36.013,27.309,20.914,111.4,35
1967,Rumunia,18998561.0,84321869824.0,0.001,3.129,26.447,0.0,39.593,37.803,22.86,129.832,35
1968,Rumunia,19361050.0,86104186880.0,0.001,3.474,29.891,0.0,41.916,27.241,24.798,127.32,35
1969,Rumunia,19701813.0,90068303872.0,0.001,3.714,33.922,0.0,46.018,22.38,27.873,133.908,35
1970,Rumunia,20011627.0,92096454656.0,0.001,4.016,32.715,0.0,49.243,20.879,34.008,140.861,35
1971,Rumunia,20293489.0,105095045120.0,0.002,4.18,32.982,0.0,52.584,19.497,35.913,145.157,35
1972,Rumunia,20555576.0,111855550464.0,0.002,4.485,35.424,0.0,54.542,16.201,37.758,148.409,35
1973,Rumunia,20798321.0,115420176384.0,0.002,4.755,39.938,0.0,57.55,18.121,42.447,162.812,35
1974,Rumunia,21033561.0,121904111616.0,0.002,5.363,41.759,0.0,64.047,17.477,39.439,168.085,35
1975,Rumunia,21268070.0,127373975552.0,0.002,5.478,43.99,0.0,69.949,16.117,42.444,177.978,35
1976,Rumunia,21497683.0,133888630784.0,0.002,6.174,43.835,0.0,76.323,14.813,47.942,189.088,35
1977,Rumunia,21700176.0,136930861056.0,0.002,6.493,44.712,0.0,74.104,13.515,52.523,191.348,35
1978,Rumunia,21868064.0,141386645504.0,0.002,6.82,50.194,0.0,76.583,11.852,59.647,205.096,35
1979,Rumunia,22019629.0,145473667072.0,0.002,7.181,54.0,0.0,73.983,10.489,60.159,205.813,35
1980,Rumunia,22154776.0,145873158144.0,0.002,7.129,53.503,0.0,76.828,9.01,58.347,204.817,35
1981,Rumunia,22272787.0,144981999616.0,0.002,6.677,58.683,0.0,80.74,10.315,51.223,207.637,35
1982,Rumunia,22374447.0,145104912384.0,0.002,6.734,56.562,0.0,81.082,11.724,50.498,206.6,35
1983,Rumunia,22459213.0,143814279168.0,0.003,6.222,66.306,0.0,80.676,11.697,46.455,211.357,35
1984,Rumunia,22534001.0,149529968640.0,0.003,6.19,66.736,0.0,68.737,14.204,46.661,202.527,35
1985,Rumunia,22605814.0,149284143104.0,0.003,5.358,70.803,0.0,68.531,13.36,48.753,206.806,35
1986,Rumunia,22674739.0,151834689536.0,0.003,6.17,71.089,0.0,70.308,16.992,53.502,218.062,35
1987,Rumunia,22745588.0,148638810112.0,0.003,6.152,75.312,0.0,68.146,14.475,61.411,225.496,35
1988,Rumunia,22815434.0,148270055424.0,0.003,6.164,81.903,0.0,67.298,-0.926,56.203,210.642,35
1989,Rumunia,22887645.0,143537717248.0,0.003,5.609,83.572,0.0,66.575,-0.57,57.21,212.396,35
1990,Rumunia,22939529.0,127957835776.0,0.003,4.445,54.856,1.177,70.484,0.789,43.878,177.334,35
1991,Rumunia,22947415.0,114884263936.0,0.003,3.201,42.958,1.008,57.305,-2.449,36.503,139.817,35
1992,Rumunia,22912388.0,109843021824.0,0.003,2.906,45.191,1.034,45.846,-2.775,36.011,129.295,35
1993,Rumunia,22842257.0,115101794304.0,0.003,2.833,40.52,1.048,43.632,-3.706,33.762,119.053,35
1994,Rumunia,22756246.0,123373707264.0,0.003,2.771,40.992,1.053,42.499,0.109,32.706,121.071,35
1995,Rumunia,22657724.0,136457740288.0,0.003,3.146,42.229,1.084,44.141,-2.133,34.155,123.633,35
1996,Rumunia,22541912.0,146513854464.0,0.003,3.2,41.869,1.08,43.673,-0.18,38.355,129.009,35
1997,Rumunia,22411509.0,145416617984.0,0.004,3.005,37.192,1.077,35.969,-2.853,39.976,115.321,35
1998,Rumunia,22284900.0,144240918528.0,0.004,2.916,31.515,1.458,33.609,1.554,34.249,106.429,35
1999,Rumunia,22166156.0,148247543808.0,0.004,2.645,26.091,1.306,30.515,5.102,27.494,94.137,35
2000,Rumunia,22046264.0,157839294464.0,0.004,2.656,29.547,0.948,30.968,-0.8,28.185,92.543,35
2001,Rumunia,21919917.0,173763428352.0,0.004,2.768,31.911,0.55,29.646,0.06,32.931,99.051,35
2002,Rumunia,21770020.0,190219321344.0,0.004,2.642,32.965,0.728,31.001,2.831,30.814,102.13,35
2003,Rumunia,21593447.0,204513411072.0,0.004,2.65,35.891,0.905,33.788,-12.286,29.431,91.551,35
2004,Rumunia,21403214.0,228570972160.0,0.004,2.992,35.859,0.894,31.982,-5.016,30.336,98.295,35
2005,Rumunia,21213395.0,244044808192.0,0.004,3.175,35.547,1.144,30.559,-11.486,29.859,89.878,35
2006,Rumunia,21035734.0,274969690112.0,0.004,3.656,38.235,1.442,31.422,-18.621,28.334,85.701,35
2007,Rumunia,20870714.0,304650715136.0,0.004,4.054,42.074,1.251,31.273,-14.771,28.233,93.621,35
2008,Rumunia,20718744.0,339689308160.0,0.004,4.143,40.644,1.385,31.777,-12.472,27.596,94.456,35
2009,Rumunia,20576923.0,326954221568.0,0.004,3.093,32.317,1.077,25.576,22.568,24.645,110.294,35
2010,Rumunia,20432576.0,335489564672.0,0.004,2.778,29.362,1.159,26.772,-0.89,23.128,83.398,35
2011,Rumunia,20282008.0,350086823936.0,0.004,3.089,34.059,0.88,28.929,-9.496,24.175,82.744,35
2012,Rumunia,20158452.0,356825923584.0,0.004,3.15,31.465,0.839,27.746,-1.135,25.395,88.507,35
2013,Rumunia,20062914.0,357789270016.0,0.004,2.695,25.192,0.841,25.206,-6.672,23.654,71.926,35
2014,Rumunia,19968180.0,372532510720.0,0.004,2.944,24.912,0.825,24.378,-5.889,24.793,73.203,35
2015,Rumunia,19871018.0,384306446336.0,0.004,3.337,25.034,0.785,23.439,-12.702,24.057,65.106,35
2016,Rumunia,19777049.0,395288248320.0,0.004,3.181,22.041,0.835,23.236,-14.362,25.804,61.95,35
2017,Rumunia,19689406.0,456012365824.0,0.004,3.31,21.671,0.776,24.281,-15.454,27.815,63.705,35
2018,Rumunia,19597874.0,473122635776.0,0.004,3.505,20.665,0.861,24.925,-5.024,28.369,74.615,35
2019,Rumunia,19501543.0,456564506624.0,0.004,3.828,18.259,0.862,22.641,-13.172,29.692,63.285,35
2020,Rumunia,19392469.0,483499376640.0,0.004,3.905,14.19,0.794,24.982,-13.309,28.968,60.401,35
2021,Rumunia,19248159.0,505119539200.0,0.004,3.962,15.437,0.753,25.221,-13.998,30.887,63.273,35
2022,Rumunia,19166776.0,504741658624.0,0.004,3.723,13.651,0.808,21.552,-14.346,32.4,58.647,35
1980,Białoruś,9603173.0,91489837056.0,0.003,1.167,8.705,0.418,10.186,24.934,76.661,122.072,36
1981,Białoruś,9678047.0,95612420096.0,0.003,1.16,7.682,0.405,10.632,20.542,75.43,115.852,36
1982,Białoruś,9748285.0,99909804032.0,0.003,1.103,7.85,0.406,11.343,19.674,76.377,116.754,36
1983,Białoruś,9815555.0,105018474496.0,0.003,1.116,7.843,0.402,12.254,18.495,76.821,116.931,36
1984,Białoruś,9881697.0,108630564864.0,0.003,1.106,7.929,0.403,13.491,18.61,76.345,117.884,36
1985,Białoruś,9944185.0,109799186432.0,0.003,1.084,9.44,0.449,15.479,18.847,80.541,125.839,36
1986,Białoruś,10004288.0,112796188672.0,0.003,1.091,10.378,0.393,14.785,18.722,94.773,140.142,36
1987,Białoruś,10057608.0,114070847488.0,0.003,1.079,10.016,0.361,18.338,17.415,81.97,129.178,36
1988,Białoruś,10107636.0,113655357440.0,0.003,1.064,11.074,0.793,21.505,15.808,80.36,130.604,36
1989,Białoruś,10158780.0,121119309824.0,0.003,1.04,10.831,0.773,22.288,15.011,74.177,124.121,36
1990,Białoruś,10186257.0,116974870528.0,0.003,0.985,10.192,0.007,26.589,15.603,66.944,123.948,36
1991,Białoruś,10193888.0,114005540864.0,0.003,0.947,9.872,0.007,25.384,6.866,64.549,110.938,36
1992,Białoruś,10217561.0,101880791040.0,0.003,0.908,8.734,0.007,33.09,8.483,47.716,101.966,36
1993,Białoruś,10241320.0,93050208256.0,0.003,0.854,7.663,0.007,30.05,11.099,39.451,91.661,36
1994,Białoruś,10230192.0,81212661760.0,0.003,0.63,6.312,0.007,26.765,19.676,32.582,87.555,36
1995,Białoruś,10197466.0,71373340672.0,0.003,0.563,5.889,0.006,24.34,13.132,28.607,74.037,36
1996,Białoruś,10164023.0,72504131584.0,0.003,0.637,5.843,0.006,26.23,10.816,27.511,72.551,36
1997,Białoruś,10122364.0,79868076032.0,0.003,0.825,5.03,0.006,30.213,11.007,23.729,72.596,36
1998,Białoruś,10080580.0,85602467840.0,0.003,0.914,4.777,0.006,29.595,14.848,23.02,74.922,36
1999,Białoruś,10039223.0,87455006720.0,0.003,0.885,4.112,0.006,30.693,15.104,20.823,73.07,36
2000,Białoruś,9991311.0,91419115520.0,0.003,0.862,4.198,0.006,31.337,3.301,17.209,58.207,36
2001,Białoruś,9938068.0,94624120832.0,0.003,0.822,3.735,0.006,31.648,0.539,16.439,54.542,36
2002,Białoruś,9873451.0,98263261184.0,0.003,0.982,3.227,0.006,31.999,0.641,16.129,54.485,36
2003,Białoruś,9803174.0,103937867776.0,0.003,1.164,3.142,0.006,33.6,1.133,15.545,56.221,36
2004,Białoruś,9735090.0,114486403072.0,0.004,1.301,2.97,0.007,36.354,2.516,15.873,60.769,36
2005,Białoruś,9667831.0,123858067456.0,0.004,1.466,2.963,0.007,36.976,3.844,15.957,63.154,36
2006,Białoruś,9608041.0,134673940480.0,0.004,1.572,2.892,0.007,37.419,1.917,17.94,63.661,36
2007,Białoruś,9563136.0,144615686144.0,0.004,1.617,2.793,0.007,37.868,4.159,16.007,64.377,36
2008,Białoruś,9529357.0,157577035776.0,0.004,1.808,2.628,0.007,38.635,5.349,17.911,68.185,36
2009,Białoruś,9507334.0,156010266624.0,0.004,1.874,2.677,0.006,31.82,4.142,22.486,64.719,36
2010,Białoruś,9490752.0,166239895552.0,0.004,1.97,2.901,0.006,39.553,3.88,16.326,66.325,36
2011,Białoruś,9472737.0,173120307200.0,0.004,1.966,2.975,0.006,37.378,2.608,17.421,63.915,36
2012,Białoruś,9463075.0,175940435968.0,0.004,2.189,5.004,0.006,36.817,2.701,17.089,65.246,36
2013,Białoruś,9464454.0,177632985088.0,0.004,2.37,4.838,0.006,36.9,3.704,18.704,67.83,36
2014,Białoruś,9472704.0,180627881984.0,0.004,2.653,4.634,0.006,36.594,2.834,18.384,66.483,36
2015,Białoruś,9487288.0,173709819904.0,0.004,2.269,4.094,0.006,33.957,3.518,17.178,62.317,36
2016,Białoruś,9499067.0,169304539136.0,0.004,2.206,3.692,0.006,33.885,3.795,17.313,61.93,36
2017,Białoruś,9495792.0,173606584320.0,0.004,2.227,3.882,0.006,34.769,3.114,17.345,62.496,36
2018,Białoruś,9480033.0,179054346240.0,0.004,2.163,3.963,0.006,36.813,2.029,18.178,64.186,36
2019,Białoruś,9435414.0,181643476992.0,0.004,2.276,4.1,0.006,36.684,0.433,18.037,62.53,36
2020,Białoruś,9350943.0,180421001216.0,0.004,2.302,3.781,0.006,34.09,-0.83,17.903,58.225,36
2021,Białoruś,9251367.0,184521981952.0,0.004,2.239,3.863,0.006,36.171,-1.625,17.708,59.313,36
2022,Białoruś,9173241.0,175773810688.0,0.004,2.239,4.246,0.006,35.594,-1.984,16.348,57.4,36
1950,Wybrzeże Kości Słoniowej,2735187.0,4745218048.0,0.001,0.0,0.104,0.0,0.0,135.693,0.447,136.244,37
1951,Wybrzeże Kości Słoniowej,2809369.0,4919865856.0,0.001,0.0,0.183,0.0,0.0,159.57,0.278,160.03,37
