year,country_index,population,gdp,temperature_change_from_co2,cement_co2_lag_1,cement_co2_lag_2,cement_co2_lag_3,coal_co2_lag_1,coal_co2_lag_2,coal_co2_lag_3,flaring_co2_lag_1,flaring_co2_lag_2,flaring_co2_lag_3,gas_co2_lag_1,gas_co2_lag_2,gas_co2_lag_3,land_use_change_co2_lag_1,land_use_change_co2_lag_2,land_use_change_co2_lag_3,oil_co2_lag_1,oil_co2_lag_2,oil_co2_lag_3,co2_including_luc
1875,United States,0.031885534820314254,0.021204905835803062,0.0784313725490196,0.0,0.0,0.0,0.02457001110039048,0.027654568234756417,0.0280025043000278,0.0,0.0,0.0,0.0,0.0,0.0,0.6929798315445377,0.6657924661507801,0.6316178569123211,0.001712676699001823,0.0015253279296614294,0.0009549638115849666,0.22866472817417785
1876,United States,0.03263956373770534,0.021460599342103398,0.0784313725490196,0.0,0.0,0.0,0.025013308370057375,0.026496042911305036,0.030660949871055672,0.0,0.0,0.0,0.0,0.0,0.0,0.7119490354631755,0.6929798315445377,0.6657924661507801,0.001358575642362686,0.001712676699001823,0.0015253279296614294,0.23365503654071607
1877,United States,0.03341051183391129,0.02216020073878302,0.0849673202614379,0.0,0.0,0.0,0.024449593036092905,0.026974090048995248,0.029376479017446475,0.0,0.0,0.0,0.0,0.0,0.0,0.7294303392777615,0.7119490354631755,0.6929798315445377,0.001379964296790553,0.001358575642362686,0.001712676699001823,0.24237775535104011
1878,United States,0.034198758655205413,0.02309905567661543,0.0915032679738562,0.0,0.0,0.0,0.02684320925294674,0.026366185330619036,0.029906495584702073,0.0,0.0,0.0,0.0,0.0,0.0,0.7520809287744452,0.7294303392777615,0.7119490354631755,0.0020505382217235056,0.001379964296790553,0.001358575642362686,0.24817644592357016
1879,United States,0.035005085133106434,0.025963433565785,0.0915032679738562,0.0,0.0,0.0,0.026058506921864743,0.02894743601609174,0.02923250436783376,0.0,0.0,0.0,0.0,0.0,0.0,0.7723407287178523,0.7520809287744452,0.7294303392777615,0.002399094071659122,0.0020505382217235056,0.001379964296790553,0.25876039606127244
1880,United States,0.03582990470194779,0.029046863292580556,0.09803921568627451,0.0,0.0,0.0,0.031684128861317704,0.028101221232061005,0.032094367811155884,0.0,0.0,0.0,0.0,0.0,0.0,0.794081121206819,0.7723407287178523,0.7520809287744452,0.0031144257364133523,0.002399094071659122,0.0020505382217235056,0.2404468895004569
1881,United States,0.03667364133901495,0.030087106108512802,0.10457516339869281,0.0,0.0,0.0,0.03559610911653595,0.03416783307450156,0.03115615938016314,0.0,0.0,0.0,0.0,0.0,0.0,0.7248655510731353,0.794081121206819,0.7723407287178523,0.004112959029240271,0.0031144257364133523,0.002399094071659122,0.23085709652886827
1882,United States,0.03753672805840942,0.03201907363544362,0.10457516339869281,0.0,0.0,0.0,0.037671383072358205,0.03838647165333368,0.03788228433750189,0.0,0.0,0.0,0.0,0.0,0.0,0.6888839450098104,0.7248655510731353,0.794081121206819,0.004323280797780966,0.004112959029240271,0.0031144257364133523,0.23347858763280924
1883,United States,0.03841960917025276,0.03280540290438124,0.11111111111111112,0.0,0.0,0.0,0.042205302780541944,0.04062442537510901,0.04255953928112124,0.0,0.0,0.0,0.00014044238500109376,0.0,0.0,0.6872117320415735,0.6888839450098104,0.7248655510731353,0.004739963472931271,0.004323280797780966,0.004112959029240271,0.23672380510888605
1884,United States,0.03932234567305316,0.033400067126442654,0.1176470588235294,0.0,0.0,0.0,0.046219175244011985,0.0455137569530886,0.045040785283394995,0.0,0.0,0.0,0.00032429423445707104,0.00014044238500109376,0.0,0.6903012053817732,0.6872117320415735,0.6888839450098104,0.003567152255136545,0.004739963472931271,0.004323280797780966,0.2357011723966761
1885,United States,0.04024538338306819,0.033654317545530936,0.1176470588235294,0.0,0.0,0.0,0.04864001312689228,0.049842275023270405,0.05046164556017892,0.0,0.0,0.0,0.0009975665164926174,0.00032429423445707104,0.00014044238500109376,0.6813977573102988,0.6903012053817732,0.6872117320415735,0.0036107217363784967,0.003567152255136545,0.004739963472931271,0.23377702130368763
