year_range,country_index,country,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
2002-2002,Uzbekistan,Uzbekistan,24925558.0,116875837440.0,1.482,4.917,2.483,95.364,-0.221,19.232,4366.548,123.256,25248440.0,119890051072.0,1.682,5.049,3.635,96.84,-0.119,19.016,4492.65,126.102,131.617
2003-2003,Uzbekistan,Uzbekistan,25248440.0,119890051072.0,1.682,5.049,3.635,96.84,-0.119,19.016,4492.65,126.102,25579032.0,122757824512.0,1.693,5.042,5.057,102.056,-0.958,18.727,4624.267,131.617,128.729
2004-2004,Uzbekistan,Uzbekistan,25579032.0,122757824512.0,1.693,5.042,5.057,102.056,-0.958,18.727,4624.267,131.617,25905912.0,125924024320.0,1.792,3.877,4.358,100.298,-1.565,19.969,4752.996,128.729,127.102
2005-2005,Uzbekistan,Uzbekistan,25905912.0,125924024320.0,1.792,3.877,4.358,100.298,-1.565,19.969,4752.996,128.729,26234924.0,133132058624.0,2.132,4.584,3.979,99.793,-1.996,18.609,4880.098,127.102,119.204
2006-2006,Uzbekistan,Uzbekistan,26234924.0,133132058624.0,2.132,4.584,3.979,99.793,-1.996,18.609,4880.098,127.102,26573428.0,140239290368.0,2.267,4.426,5.024,95.455,-2.396,14.429,4999.302,119.204,122.196
2007-2007,Uzbekistan,Uzbekistan,26573428.0,140239290368.0,2.267,4.426,5.024,95.455,-2.396,14.429,4999.302,119.204,26926824.0,148405075968.0,2.348,4.752,5.385,97.931,-2.705,14.484,5121.498,122.196,120.836
2008-2008,Uzbekistan,Uzbekistan,26926824.0,148405075968.0,2.348,4.752,5.385,97.931,-2.705,14.484,5121.498,122.196,27309622.0,159993757696.0,2.554,5.034,3.92,98.525,-2.985,13.788,5242.333,120.836,125.21
2009-2009,Uzbekistan,Uzbekistan,27309622.0,159993757696.0,2.554,5.034,3.92,98.525,-2.985,13.788,5242.333,120.836,27726820.0,171692638208.0,2.827,4.924,4.983,102.57,-3.178,13.084,5367.543,125.21,105.817
2010-2010,Uzbekistan,Uzbekistan,27726820.0,171692638208.0,2.827,4.924,4.983,102.57,-3.178,13.084,5367.543,125.21,28167840.0,182715809792.0,2.905,5.306,3.24,86.133,-3.41,11.645,5473.36,105.817,103.931
2011-2011,Uzbekistan,Uzbekistan,28167840.0,182715809792.0,2.905,5.306,3.24,86.133,-3.41,11.645,5473.36,105.817,28614234.0,195160162304.0,2.924,5.151,3.509,85.196,-3.735,10.885,5577.291,103.931,113.142
2012-2012,Uzbekistan,Uzbekistan,28614234.0,195160162304.0,2.924,5.151,3.509,85.196,-3.735,10.885,5577.291,103.931,29057456.0,208063381504.0,2.792,5.415,3.473,95.132,-3.614,9.944,5690.433,113.142,114.823
2013-2013,Uzbekistan,Uzbekistan,29057456.0,208063381504.0,2.792,5.415,3.473,95.132,-3.614,9.944,5690.433,113.142,29503058.0,222840045568.0,2.791,5.47,3.436,98.243,-4.032,8.915,5805.256,114.823,108.866
1913-1913,Venezuela,Venezuela,2827377.0,4809719808.0,0.0,0.004,0.0,0.0,4.809,0.0,4.813,4.813,2955044.0,4674373120.0,0.0,0.004,0.0,0.0,3.397,0.0,8.213,3.401,3.003
1914-1914,Venezuela,Venezuela,2955044.0,4674373120.0,0.0,0.004,0.0,0.0,3.397,0.0,8.213,3.401,3090886.0,5029499904.0,0.0,0.015,0.0,0.0,2.988,0.0,11.216,3.003,3.456
1915-1915,Venezuela,Venezuela,3090886.0,5029499904.0,0.0,0.015,0.0,0.0,2.988,0.0,11.216,3.003,3114587.0,5855980032.0,0.0,0.023,0.0,0.0,3.427,0.007,14.672,3.456,2.966
1916-1916,Venezuela,Venezuela,3114587.0,5855980032.0,0.0,0.023,0.0,0.0,3.427,0.007,14.672,3.456,3138467.0,5894360064.0,0.0,0.037,0.0,0.0,2.914,0.015,17.638,2.966,2.137
1917-1917,Venezuela,Venezuela,3138467.0,5894360064.0,0.0,0.037,0.0,0.0,2.914,0.015,17.638,2.966,3162525.0,5518236160.0,0.0,0.051,0.0,0.0,2.056,0.029,19.775,2.137,3.65
1918-1918,Venezuela,Venezuela,3162525.0,5518236160.0,0.0,0.051,0.0,0.0,2.056,0.029,19.775,2.137,3186762.0,5776128000.0,0.0,0.051,0.0,0.0,3.57,0.029,23.425,3.65,2.413
1919-1919,Venezuela,Venezuela,3186762.0,5776128000.0,0.0,0.051,0.0,0.0,3.57,0.029,23.425,3.65,3207396.0,6031362048.0,0.0,0.136,0.0,0.0,2.197,0.081,25.838,2.413,1.489
1920-1920,Venezuela,Venezuela,3207396.0,6031362048.0,0.0,0.136,0.0,0.0,2.197,0.081,25.838,2.413,3230354.0,5833026048.0,0.0,0.077,0.0,0.0,1.277,0.136,27.328,1.489,15.284
1921-1921,Venezuela,Venezuela,3230354.0,5833026048.0,0.0,0.077,0.0,0.0,1.277,0.136,27.328,1.489,3255672.0,5693775872.0,0.0,0.064,0.0,0.0,15.134,0.086,42.612,15.284,26.004
1922-1922,Venezuela,Venezuela,3255672.0,5693775872.0,0.0,0.064,0.0,0.0,15.134,0.086,42.612,15.284,3283389.0,5552768000.0,0.0,0.059,0.0,0.0,25.843,0.103,68.616,26.004,33.418
1923-1923,Venezuela,Venezuela,3283389.0,5552768000.0,0.0,0.059,0.0,0.0,25.843,0.103,68.616,26.004,3313541.0,6049999872.0,0.0,0.055,0.0,0.0,33.213,0.15,102.034,33.418,35.672
1924-1924,Venezuela,Venezuela,3313541.0,6049999872.0,0.0,0.055,0.0,0.0,33.213,0.15,102.034,33.418,3346167.0,6390704128.0,0.0,0.167,0.0,0.0,35.222,0.283,137.707,35.672,38.632
1925-1925,Venezuela,Venezuela,3346167.0,6390704128.0,0.0,0.167,0.0,0.0,35.222,0.283,137.707,35.672,3379114.0,6686321152.0,0.0,0.136,0.0,0.0,38.248,0.249,176.339,38.632,40.629
1926-1926,Venezuela,Venezuela,3379114.0,6686321152.0,0.0,0.136,0.0,0.0,38.248,0.249,176.339,38.632,3412385.0,7127946240.0,0.0,0.169,0.0,0.0,39.955,0.505,216.968,40.629,44.109
1927-1927,Venezuela,Venezuela,3412385.0,7127946240.0,0.0,0.169,0.0,0.0,39.955,0.505,216.968,40.629,3445984.0,7637296128.0,0.0,0.103,0.0,0.0,43.04,0.967,261.077,44.109,41.763
1928-1928,Venezuela,Venezuela,3445984.0,7637296128.0,0.0,0.103,0.0,0.0,43.04,0.967,261.077,44.109,3479914.0,7838284800.0,0.0,0.048,0.0,0.0,40.748,0.967,302.84,41.763,44.573
1929-1929,Venezuela,Venezuela,3479914.0,7838284800.0,0.0,0.048,0.0,0.0,40.748,0.967,302.84,41.763,3514178.0,9231385600.0,0.0,0.048,0.0,0.0,42.671,1.854,347.413,44.573,46.761
1930-1930,Venezuela,Venezuela,3514178.0,9231385600.0,0.0,0.048,0.0,0.0,42.671,1.854,347.413,44.573,3551599.0,9587978240.0,0.0,0.051,0.0,0.0,44.812,1.898,394.174,46.761,45.028
1931-1931,Venezuela,Venezuela,3551599.0,9587978240.0,0.0,0.051,0.0,0.0,44.812,1.898,394.174,46.761,3592246.0,9645899776.0,0.0,0.026,0.0,0.0,45.003,0.0,439.203,45.028,42.712
1932-1932,Venezuela,Venezuela,3592246.0,9645899776.0,0.0,0.026,0.0,0.0,45.003,0.0,439.203,45.028,3636191.0,9687744512.0,0.0,0.004,0.0,0.0,42.709,0.0,481.915,42.712,45.164
1933-1933,Venezuela,Venezuela,3636191.0,9687744512.0,0.0,0.004,0.0,0.0,42.709,0.0,481.915,42.712,3683506.0,8874680320.0,0.0,0.004,0.0,1.062,41.357,2.742,527.079,45.164,44.304
1934-1934,Venezuela,Venezuela,3683506.0,8874680320.0,0.0,0.004,0.0,1.062,41.357,2.742,527.079,45.164,3734264.0,9941123072.0,0.0,0.015,0.0,1.055,41.482,1.751,571.383,44.304,46.579
1935-1935,Venezuela,Venezuela,3734264.0,9941123072.0,0.0,0.015,0.0,1.055,41.482,1.751,571.383,44.304,3785723.0,10423377920.0,0.0,0.0,0.0,1.161,41.354,4.063,617.962,46.579,46.983
1936-1936,Venezuela,Venezuela,3785723.0,10423377920.0,0.0,0.0,0.0,1.161,41.354,4.063,617.962,46.579,3837890.0,12525974528.0,0.011,0.004,0.0,1.227,40.992,4.749,664.944,46.983,46.538
1937-1937,Venezuela,Venezuela,3837890.0,12525974528.0,0.011,0.004,0.0,1.227,40.992,4.749,664.944,46.983,3890776.0,13703040000.0,0.018,0.015,0.0,1.275,43.373,1.858,711.483,46.538,52.373
1938-1938,Venezuela,Venezuela,3890776.0,13703040000.0,0.018,0.015,0.0,1.275,43.373,1.858,711.483,46.538,3944391.0,13850024960.0,0.022,0.018,0.0,1.326,42.975,8.031,763.856,52.373,48.849
1939-1939,Venezuela,Venezuela,3944391.0,13850024960.0,0.022,0.018,0.0,1.326,42.975,8.031,763.856,52.373,3998745.0,15539047424.0,0.018,0.015,0.0,1.609,42.727,4.48,812.705,48.849,50.408
1940-1940,Venezuela,Venezuela,3998745.0,15539047424.0,0.018,0.015,0.0,1.609,42.727,4.48,812.705,48.849,4065897.0,16786062336.0,0.044,0.007,0.0,0.0,43.411,6.947,863.113,50.408,71.916
1941-1941,Venezuela,Venezuela,4065897.0,16786062336.0,0.044,0.007,0.0,0.0,43.411,6.947,863.113,50.408,4146367.0,18045896704.0,0.044,0.015,0.0,0.0,59.572,12.285,935.029,71.916,80.759
1942-1942,Venezuela,Venezuela,4146367.0,18045896704.0,0.044,0.015,0.0,0.0,59.572,12.285,935.029,71.916,4240690.0,17881829376.0,0.058,0.015,0.0,1.03,65.7,13.956,1015.788,80.759,84.618
1943-1943,Venezuela,Venezuela,4240690.0,17881829376.0,0.058,0.015,0.0,1.03,65.7,13.956,1015.788,80.759,4349420.0,15739933696.0,0.062,0.026,0.0,0.842,73.07,10.619,1100.406,84.618,85.733
1944-1944,Venezuela,Venezuela,4349420.0,15739933696.0,0.062,0.026,0.0,0.842,73.07,10.619,1100.406,84.618,4473129.0,17780459520.0,0.055,0.029,0.0,0.689,75.401,9.559,1186.14,85.733,94.489
1945-1945,Venezuela,Venezuela,4473129.0,17780459520.0,0.055,0.029,0.0,0.689,75.401,9.559,1186.14,85.733,4600356.0,19619665920.0,0.058,0.026,0.0,1.129,79.365,13.912,1280.629,94.489,96.885
1946-1946,Venezuela,Venezuela,4600356.0,19619665920.0,0.058,0.026,0.0,1.129,79.365,13.912,1280.629,94.489,4731202.0,24527183872.0,0.058,0.018,0.0,1.3,81.13,14.378,1377.513,96.885,163.598
1947-1947,Venezuela,Venezuela,4731202.0,24527183872.0,0.058,0.018,0.0,1.3,81.13,14.378,1377.513,96.885,4865770.0,28929284096.0,0.062,0.011,0.0,1.594,83.547,78.384,1541.111,163.598,101.916
1948-1948,Venezuela,Venezuela,4865770.0,28929284096.0,0.062,0.011,0.0,1.594,83.547,78.384,1541.111,163.598,5004165.0,29159000064.0,0.073,0.007,0.0,2.242,81.42,18.174,1643.027,101.916,109.861
1949-1949,Venezuela,Venezuela,5004165.0,29159000064.0,0.073,0.007,0.0,2.242,81.42,18.174,1643.027,101.916,5146496.0,35907072000.0,0.105,0.007,0.0,2.338,84.309,23.101,1752.888,109.861,114.043
1950-1950,Venezuela,Venezuela,5146496.0,35907072000.0,0.105,0.007,0.0,2.338,84.309,23.101,1752.888,109.861,5307595.0,37911003136.0,0.142,0.004,0.0,2.162,85.326,26.41,1866.932,114.043,142.718
1951-1951,Venezuela,Venezuela,5307595.0,37911003136.0,0.142,0.004,0.0,2.162,85.326,26.41,1866.932,114.043,5488619.0,42386210816.0,0.247,0.004,27.817,2.305,104.442,7.903,2009.649,142.718,171.638
1952-1952,Venezuela,Venezuela,5488619.0,42386210816.0,0.247,0.004,27.817,2.305,104.442,7.903,2009.649,142.718,5732110.0,47156641792.0,0.305,0.077,33.482,2.972,124.258,10.545,2181.288,171.638,186.541
1953-1953,Venezuela,Venezuela,5732110.0,47156641792.0,0.305,0.077,33.482,2.972,124.258,10.545,2181.288,171.638,5980388.0,50636939264.0,0.414,0.07,35.764,3.613,135.798,10.882,2367.829,186.541,192.837
1954-1954,Venezuela,Venezuela,5980388.0,50636939264.0,0.414,0.07,35.764,3.613,135.798,10.882,2367.829,186.541,6233187.0,53905461248.0,0.487,0.081,32.639,4.481,144.982,10.168,2560.666,192.837,207.284
1955-1955,Venezuela,Venezuela,6233187.0,53905461248.0,0.487,0.081,32.639,4.481,144.982,10.168,2560.666,192.837,6490133.0,59305394176.0,0.6,0.088,34.732,5.049,156.084,10.731,2767.949,207.284,223.743
1956-1956,Venezuela,Venezuela,6490133.0,59305394176.0,0.6,0.088,34.732,5.049,156.084,10.731,2767.949,207.284,6752147.0,64796389376.0,0.632,0.084,36.395,5.668,163.992,16.972,2991.693,223.743,230.377
1957-1957,Venezuela,Venezuela,6752147.0,64796389376.0,0.632,0.084,36.395,5.668,163.992,16.972,2991.693,223.743,7020082.0,71618666496.0,0.716,0.084,40.661,6.177,165.369,17.37,3222.07,230.377,239.555
1958-1958,Venezuela,Venezuela,7020082.0,71618666496.0,0.716,0.084,40.661,6.177,165.369,17.37,3222.07,230.377,7294509.0,79915909120.0,0.865,0.095,43.322,7.475,169.972,17.826,3461.625,239.555,230.146
1959-1959,Venezuela,Venezuela,7294509.0,79915909120.0,0.865,0.095,43.322,7.475,169.972,17.826,3461.625,239.555,7576744.0,81099137024.0,0.799,0.099,38.535,8.104,175.691,6.917,3691.771,230.146,240.457
1960-1960,Venezuela,Venezuela,7576744.0,81099137024.0,0.799,0.099,38.535,8.104,175.691,6.917,3691.771,230.146,7865132.0,87779123200.0,0.927,0.092,35.682,8.648,175.308,19.801,3932.229,240.457,243.562
1961-1961,Venezuela,Venezuela,7865132.0,87779123200.0,0.927,0.092,35.682,8.648,175.308,19.801,3932.229,240.457,8156941.0,91554349056.0,0.734,0.095,31.804,9.501,186.545,14.883,4175.791,243.562,183.179
1962-1962,Venezuela,Venezuela,8156941.0,91554349056.0,0.734,0.095,31.804,9.501,186.545,14.883,4175.791,243.562,8453112.0,95986884608.0,0.749,0.114,29.363,10.113,131.299,11.542,4358.969,183.179,147.017
1963-1963,Venezuela,Venezuela,8453112.0,95986884608.0,0.749,0.114,29.363,10.113,131.299,11.542,4358.969,183.179,8754089.0,104626085888.0,0.76,0.377,34.184,10.692,92.961,8.043,4505.986,147.017,132.414
1964-1964,Venezuela,Venezuela,8754089.0,104626085888.0,0.76,0.377,34.184,10.692,92.961,8.043,4505.986,147.017,9059957.0,111735783424.0,0.781,0.451,30.246,11.56,76.262,13.113,4638.4,132.414,121.835
1965-1965,Venezuela,Venezuela,9059957.0,111735783424.0,0.781,0.451,30.246,11.56,76.262,13.113,4638.4,132.414,9371338.0,122695098368.0,0.916,0.531,31.168,12.719,65.285,11.216,4760.235,121.835,111.728
1966-1966,Venezuela,Venezuela,9371338.0,122695098368.0,0.916,0.531,31.168,12.719,65.285,11.216,4760.235,121.835,9688144.0,130094792704.0,1.043,0.568,32.084,13.473,50.999,13.561,4871.963,111.728,103.515
1967-1967,Venezuela,Venezuela,9688144.0,130094792704.0,1.043,0.568,32.084,13.473,50.999,13.561,4871.963,111.728,10010689.0,133053833216.0,1.043,0.473,30.521,14.326,46.541,10.611,4975.478,103.515,106.379
1968-1968,Venezuela,Venezuela,10010689.0,133053833216.0,1.043,0.473,30.521,14.326,46.541,10.611,4975.478,103.515,10338851.0,138361110528.0,1.112,0.597,35.308,15.694,40.627,13.041,5081.857,106.379,103.934
1969-1969,Venezuela,Venezuela,10338851.0,138361110528.0,1.112,0.597,35.308,15.694,40.627,13.041,5081.857,106.379,10672653.0,145798594560.0,1.207,0.982,33.696,16.199,38.362,13.488,5185.792,103.934,102.135
1970-1970,Venezuela,Venezuela,10672653.0,145798594560.0,1.207,0.982,33.696,16.199,38.362,13.488,5185.792,103.934,11011332.0,152244633600.0,1.058,0.81,34.337,16.674,33.202,16.055,5287.927,102.135,112.218
1971-1971,Venezuela,Venezuela,11011332.0,152244633600.0,1.058,0.81,34.337,16.674,33.202,16.055,5287.927,102.135,11355474.0,164479320064.0,1.308,0.923,36.312,18.784,37.729,17.161,5400.145,112.218,90.25
1972-1972,Venezuela,Venezuela,11355474.0,164479320064.0,1.308,0.923,36.312,18.784,37.729,17.161,5400.145,112.218,11705678.0,169416523776.0,1.385,0.495,30.398,19.568,27.75,10.654,5490.395,90.25,94.507
1973-1973,Venezuela,Venezuela,11705678.0,169416523776.0,1.385,0.495,30.398,19.568,27.75,10.654,5490.395,90.25,12061627.0,174289354752.0,1.475,0.546,26.76,19.781,31.993,13.952,5584.902,94.507,97.457
1974-1974,Venezuela,Venezuela,12061627.0,174289354752.0,1.475,0.546,26.76,19.781,31.993,13.952,5584.902,94.507,12424811.0,184817762304.0,1.686,0.982,26.773,23.618,31.024,13.374,5682.359,97.457,103.767
1975-1975,Venezuela,Venezuela,12424811.0,184817762304.0,1.686,0.982,26.773,23.618,31.024,13.374,5682.359,97.457,12796220.0,195788996608.0,1.726,0.704,17.2,24.304,28.709,31.124,5786.126,103.767,99.234
1976-1976,Venezuela,Venezuela,12796220.0,195788996608.0,1.726,0.704,17.2,24.304,28.709,31.124,5786.126,103.767,13176391.0,207679668224.0,1.73,0.671,5.573,23.629,35.484,32.148,5885.359,99.234,104.604
1977-1977,Venezuela,Venezuela,13176391.0,207679668224.0,1.73,0.671,5.573,23.629,35.484,32.148,5885.359,99.234,13566119.0,224670564352.0,1.738,0.539,6.379,22.301,47.331,26.317,5989.964,104.604,102.703
1978-1978,Venezuela,Venezuela,13566119.0,224670564352.0,1.738,0.539,6.379,22.301,47.331,26.317,5989.964,104.604,13965256.0,238918533120.0,1.534,1.07,5.921,25.107,39.053,30.017,6092.667,102.703,106.733
1979-1979,Venezuela,Venezuela,13965256.0,238918533120.0,1.534,1.07,5.921,25.107,39.053,30.017,6092.667,102.703,14372959.0,243524730880.0,1.665,0.374,4.8,25.956,38.142,35.797,6199.4,106.733,109.695
1980-1980,Venezuela,Venezuela,14372959.0,243524730880.0,1.665,0.374,4.8,25.956,38.142,35.797,6199.4,106.733,14788520.0,245974925312.0,1.922,0.601,5.089,30.037,33.248,38.798,6309.095,109.695,109.09
1981-1981,Venezuela,Venezuela,14788520.0,245974925312.0,1.922,0.601,5.089,30.037,33.248,38.798,6309.095,109.695,15210441.0,240273571840.0,2.327,0.733,4.888,32.903,18.45,49.79,6418.185,109.09,117.917
1982-1982,Venezuela,Venezuela,15210441.0,240273571840.0,2.327,0.733,4.888,32.903,18.45,49.79,6418.185,109.09,15638431.0,238868512768.0,2.328,0.271,4.199,31.625,26.125,53.368,6536.102,117.917,111.479
1983-1983,Venezuela,Venezuela,15638431.0,238868512768.0,2.328,0.271,4.199,31.625,26.125,53.368,6536.102,117.917,16071654.0,240919068672.0,2.579,0.381,3.913,32.949,18.278,53.379,6647.581,111.479,115.549
1984-1984,Venezuela,Venezuela,16071654.0,240919068672.0,2.579,0.381,3.913,32.949,18.278,53.379,6647.581,111.479,16509603.0,227674914816.0,2.096,0.502,3.796,34.234,22.641,52.28,6763.13,115.549,149.484
1985-1985,Venezuela,Venezuela,16509603.0,227674914816.0,2.096,0.502,3.796,34.234,22.641,52.28,6763.13,115.549,16953240.0,224955875328.0,2.242,0.634,3.84,37.633,56.482,48.654,6912.614,149.484,163.424
1986-1986,Venezuela,Venezuela,16953240.0,224955875328.0,2.242,0.634,3.84,37.633,56.482,48.654,6912.614,149.484,17402310.0,225556955136.0,2.469,0.326,3.536,36.578,62.398,58.118,7076.039,163.424,159.076
1987-1987,Venezuela,Venezuela,17402310.0,225556955136.0,2.469,0.326,3.536,36.578,62.398,58.118,7076.039,163.424,17860872.0,239957147648.0,2.665,0.337,6.071,41.015,49.836,59.152,7235.114,159.076,147.281
1988-1988,Venezuela,Venezuela,17860872.0,239957147648.0,2.665,0.337,6.071,41.015,49.836,59.152,7235.114,159.076,18328660.0,248342577152.0,2.815,0.399,8.072,40.971,36.62,58.404,7382.395,147.281,132.42
1989-1989,Venezuela,Venezuela,18328660.0,248342577152.0,2.815,0.399,8.072,40.971,36.62,58.404,7382.395,147.281,18800774.0,262960070656.0,2.838,0.663,8.152,42.763,16.668,61.335,7514.815,132.42,125.02
1990-1990,Venezuela,Venezuela,18800774.0,262960070656.0,2.838,0.663,8.152,42.763,16.668,61.335,7514.815,132.42,19275300.0,240346710016.0,2.051,1.026,5.716,39.047,16.449,60.731,7639.835,125.02,136.607
1991-1991,Venezuela,Venezuela,19275300.0,240346710016.0,2.051,1.026,5.716,39.047,16.449,60.731,7639.835,125.02,19750580.0,256078512128.0,2.366,1.216,7.544,42.345,14.784,68.352,7776.442,136.607,118.386
1992-1992,Venezuela,Venezuela,19750580.0,256078512128.0,2.366,1.216,7.544,42.345,14.784,68.352,7776.442,136.607,20226212.0,282132283392.0,2.864,1.139,7.544,43.076,3.334,60.428,7894.828,118.386,109.289
1993-1993,Venezuela,Venezuela,20226212.0,282132283392.0,2.864,1.139,7.544,43.076,3.334,60.428,7894.828,118.386,20700462.0,301055410176.0,2.974,1.231,8.262,19.339,3.713,73.771,8004.118,109.289,129.412
1994-1994,Venezuela,Venezuela,20700462.0,301055410176.0,2.974,1.231,8.262,19.339,3.713,73.771,8004.118,109.289,21172098.0,303263907840.0,3.087,1.004,10.791,39.836,5.445,69.248,8133.53,129.412,130.298
1995-1995,Venezuela,Venezuela,21172098.0,303263907840.0,3.087,1.004,10.791,39.836,5.445,69.248,8133.53,129.412,21640830.0,297728606208.0,3.123,0.762,2.395,50.041,10.532,63.444,8263.827,130.298,133.948
1996-1996,Venezuela,Venezuela,21640830.0,297728606208.0,3.123,0.762,2.395,50.041,10.532,63.444,8263.827,130.298,22107288.0,310657286144.0,3.456,0.018,4.125,57.166,9.217,59.965,8397.774,133.948,129.474
1997-1997,Venezuela,Venezuela,22107288.0,310657286144.0,3.456,0.018,4.125,57.166,9.217,59.965,8397.774,133.948,22572114.0,311633018880.0,3.401,0.059,3.991,64.122,11.221,46.681,8527.249,129.474,146.22
1998-1998,Venezuela,Venezuela,22572114.0,311633018880.0,3.401,0.059,3.991,64.122,11.221,46.681,8527.249,129.474,23037560.0,332907937792.0,3.664,0.125,4.707,65.668,16.553,55.504,8673.47,146.22,188.385
