year_range,country_index,country,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1979-1979,Australia,Australia,14193365.0,303887974400.0,2.474,90.491,0.0,11.051,168.78,77.898,13673.2,350.695,14355814.0,312728256512.0,2.459,93.311,0.0,13.802,128.546,81.48,13992.798,319.598,309.98
1980-1980,Australia,Australia,14355814.0,312728256512.0,2.459,93.311,0.0,13.802,128.546,81.48,13992.798,319.598,14520529.0,329194274816.0,2.581,94.767,0.0,15.286,117.658,79.688,14302.778,309.98,309.884
1981-1981,Australia,Australia,14520529.0,329194274816.0,2.581,94.767,0.0,15.286,117.658,79.688,14302.778,309.98,14706329.0,335756460032.0,2.652,101.825,0.0,17.671,105.513,82.222,14612.662,309.884,369.351
1982-1982,Australia,Australia,14706329.0,335756460032.0,2.652,101.825,0.0,17.671,105.513,82.222,14612.662,309.884,14930055.0,348726755328.0,2.954,104.819,0.0,20.361,155.542,85.675,14982.013,369.351,302.383
1983-1983,Australia,Australia,14930055.0,348726755328.0,2.954,104.819,0.0,20.361,155.542,85.675,14982.013,369.351,15168446.0,348301459456.0,2.823,107.585,0.0,22.53,84.382,85.063,15284.396,302.383,463.769
1984-1984,Australia,Australia,15168446.0,348301459456.0,2.823,107.585,0.0,22.53,84.382,85.063,15284.396,302.383,15383079.0,348353560576.0,2.377,105.149,0.44,22.79,256.124,76.889,15748.166,463.769,339.907
1985-1985,Australia,Australia,15383079.0,348353560576.0,2.377,105.149,0.44,22.79,256.124,76.889,15748.166,463.769,15579478.0,372379582464.0,2.683,109.101,0.275,24.05,122.391,81.407,16088.072,339.907,294.408
1986-1986,Australia,Australia,15579478.0,372379582464.0,2.683,109.101,0.275,24.05,122.391,81.407,16088.072,339.907,15785685.0,391229276160.0,2.891,119.256,0.352,30.147,69.852,71.91,16382.48,294.408,250.386
1987-1987,Australia,Australia,15785685.0,391229276160.0,2.891,119.256,0.352,30.147,69.852,71.91,16382.48,294.408,16012299.0,399344402432.0,2.908,118.775,0.319,28.092,26.346,73.947,16632.867,250.386,223.771
1988-1988,Australia,Australia,16012299.0,399344402432.0,2.908,118.775,0.319,28.092,26.346,73.947,16632.867,250.386,16259251.0,419094036480.0,2.878,126.142,0.256,28.972,-10.829,76.352,16856.637,223.771,215.169
1989-1989,Australia,Australia,16259251.0,419094036480.0,2.878,126.142,0.256,28.972,-10.829,76.352,16856.637,223.771,16525901.0,437912797184.0,3.136,130.359,0.348,29.686,-25.568,77.208,17071.807,215.169,220.957
1990-1990,Australia,Australia,16525901.0,437912797184.0,3.136,130.359,0.348,29.686,-25.568,77.208,17071.807,215.169,16796586.0,457176154112.0,3.38,141.141,0.535,30.345,-35.88,81.436,17292.764,220.957,263.537
1991-1991,Australia,Australia,16796586.0,457176154112.0,3.38,141.141,0.535,30.345,-35.88,81.436,17292.764,220.957,17048002.0,464136601600.0,3.463,141.877,7.272,34.455,-14.623,88.777,17556.299,263.537,231.042
1992-1992,Australia,Australia,17048002.0,464136601600.0,3.463,141.877,7.272,34.455,-14.623,88.777,17556.299,263.537,17271092.0,461302104064.0,3.183,146.083,7.001,32.786,-48.492,88.177,17787.344,231.042,311.409
1993-1993,Australia,Australia,17271092.0,461302104064.0,3.183,146.083,7.001,32.786,-48.492,88.177,17787.344,231.042,17462500.0,478633754624.0,2.923,150.049,7.304,33.97,26.881,87.849,18098.752,311.409,331.135
1994-1994,Australia,Australia,17462500.0,478633754624.0,2.923,150.049,7.304,33.97,26.881,87.849,18098.752,311.409,17631514.0,501524758528.0,3.005,150.096,7.137,35.67,42.261,90.318,18429.887,331.135,319.368
1995-1995,Australia,Australia,17631514.0,501524758528.0,3.005,150.096,7.137,35.67,42.261,90.318,18429.887,331.135,17805506.0,527993241600.0,3.484,151.376,6.88,37.032,25.667,91.854,18749.254,319.368,497.653
1996-1996,Australia,Australia,17805506.0,527993241600.0,3.484,151.376,6.88,37.032,25.667,91.854,18749.254,319.368,18003002.0,549038784512.0,3.358,155.735,7.061,39.847,192.597,96.068,19246.908,497.653,515.151
1997-1997,Australia,Australia,18003002.0,549038784512.0,3.358,155.735,7.061,39.847,192.597,96.068,19246.908,497.653,18211850.0,574765662208.0,3.244,160.388,6.761,39.781,203.21,98.664,19762.057,515.151,457.837
1998-1998,Australia,Australia,18211850.0,574765662208.0,3.244,160.388,6.761,39.781,203.21,98.664,19762.057,515.151,18410254.0,601472761856.0,3.185,167.683,6.687,41.09,137.504,98.381,20219.895,457.837,536.629
1999-1999,Australia,Australia,18410254.0,601472761856.0,3.185,167.683,6.687,41.09,137.504,98.381,20219.895,457.837,18601666.0,634847035392.0,3.475,177.614,6.902,43.506,202.493,99.142,20756.523,536.629,494.546
2000-2000,Australia,Australia,18601666.0,634847035392.0,3.475,177.614,6.902,43.506,202.493,99.142,20756.523,536.629,18800892.0,664520753152.0,3.52,183.231,7.165,45.564,150.586,100.809,21251.068,494.546,556.108
2001-2001,Australia,Australia,18800892.0,664520753152.0,3.52,183.231,7.165,45.564,150.586,100.809,21251.068,494.546,19017968.0,692059308032.0,3.621,185.797,7.953,46.61,206.1,102.65,21807.176,556.108,467.79
2002-2002,Australia,Australia,19017968.0,692059308032.0,3.621,185.797,7.953,46.61,206.1,102.65,21807.176,556.108,19248146.0,713890070528.0,3.541,190.082,8.172,49.326,110.007,103.174,22274.965,467.79,428.655
2003-2003,Australia,Australia,19248146.0,713890070528.0,3.541,190.082,8.172,49.326,110.007,103.174,22274.965,467.79,19475842.0,747065704448.0,3.488,191.147,8.007,50.589,66.119,105.452,22703.619,428.655,592.411
1981-1981,Belarus,Belarus,9369577.0,77041352704.0,1.214,7.975,0.509,6.632,21.873,60.289,5850.018,98.493,9817256.0,91489837056.0,1.167,8.67,0.418,10.134,25.36,76.813,6612.405,122.562,115.989
1982-1982,Belarus,Belarus,9817256.0,91489837056.0,1.167,8.67,0.418,10.134,25.36,76.813,6612.405,122.562,9877123.0,95612420096.0,1.16,7.651,0.405,10.577,20.616,75.579,6728.394,115.989,116.977
1983-1983,Belarus,Belarus,9877123.0,95612420096.0,1.16,7.651,0.405,10.577,20.616,75.579,6728.394,115.989,9938940.0,99909804032.0,1.103,7.818,0.406,11.286,19.833,76.531,6845.371,116.977,116.992
1984-1984,Belarus,Belarus,9938940.0,99909804032.0,1.103,7.818,0.406,11.286,19.833,76.531,6845.371,116.977,10004049.0,105018474496.0,1.116,7.811,0.402,12.192,18.491,76.98,6962.363,116.992,118.184
1985-1985,Belarus,Belarus,10004049.0,105018474496.0,1.116,7.811,0.402,12.192,18.491,76.98,6962.363,116.992,10069354.0,108630564864.0,1.106,7.898,0.403,13.424,18.844,76.508,7080.547,118.184,125.589
1986-1986,Belarus,Belarus,10069354.0,108630564864.0,1.106,7.898,0.403,13.424,18.844,76.508,7080.547,118.184,10133217.0,109799186432.0,1.084,9.404,0.449,15.404,18.526,80.722,7206.136,125.589,140.56
1987-1987,Belarus,Belarus,10133217.0,109799186432.0,1.084,9.404,0.449,15.404,18.526,80.722,7206.136,125.589,10201675.0,112796188672.0,1.091,10.493,0.393,14.903,19.008,94.672,7346.696,140.56,129.967
1988-1988,Belarus,Belarus,10201675.0,112796188672.0,1.091,10.493,0.393,14.903,19.008,94.672,7346.696,140.56,10270610.0,114070847488.0,1.079,10.414,0.361,18.428,17.477,82.21,7476.664,129.967,130.374
1989-1989,Belarus,Belarus,10270610.0,114070847488.0,1.079,10.414,0.361,18.428,17.477,82.21,7476.664,129.967,10333484.0,113655357440.0,1.064,10.75,0.793,21.249,16.067,80.451,7607.038,130.374,124.582
1990-1990,Belarus,Belarus,10333484.0,113655357440.0,1.064,10.75,0.793,21.249,16.067,80.451,7607.038,130.374,10387611.0,121119309824.0,1.04,10.704,0.773,22.439,15.44,74.185,7731.62,124.582,124.029
1991-1991,Belarus,Belarus,10387611.0,121119309824.0,1.04,10.704,0.773,22.439,15.44,74.185,7731.62,124.582,10428527.0,116974870528.0,0.985,10.192,0.007,26.589,15.684,66.944,7855.649,124.029,111.018
1992-1992,Belarus,Belarus,10428527.0,116974870528.0,0.985,10.192,0.007,26.589,15.684,66.944,7855.649,124.029,10457619.0,114005540864.0,0.947,9.872,0.007,25.384,6.947,64.549,7966.668,111.018,101.952
1993-1993,Belarus,Belarus,10457619.0,114005540864.0,0.947,9.872,0.007,25.384,6.947,64.549,7966.668,111.018,10475912.0,101880791040.0,0.908,8.734,0.007,33.09,8.47,47.716,8068.62,101.952,91.822
1994-1994,Belarus,Belarus,10475912.0,101880791040.0,0.908,8.734,0.007,33.09,8.47,47.716,8068.62,101.952,10480485.0,93050208256.0,0.854,7.663,0.007,30.05,11.26,39.451,8160.442,91.822,87.564
1995-1995,Belarus,Belarus,10480485.0,93050208256.0,0.854,7.663,0.007,30.05,11.26,39.451,8160.442,91.822,10475397.0,81212661760.0,0.63,6.312,0.007,26.765,19.685,32.582,8248.007,87.564,74.129
1996-1996,Belarus,Belarus,10475397.0,81212661760.0,0.63,6.312,0.007,26.765,19.685,32.582,8248.007,87.564,10461694.0,71373340672.0,0.563,5.889,0.006,24.34,13.223,28.607,8322.136,74.129,72.866
1997-1997,Belarus,Belarus,10461694.0,71373340672.0,0.563,5.889,0.006,24.34,13.223,28.607,8322.136,74.129,10436455.0,72504131584.0,0.637,5.843,0.006,26.23,11.131,27.511,8395.002,72.866,72.705
1998-1998,Belarus,Belarus,10436455.0,72504131584.0,0.637,5.843,0.006,26.23,11.131,27.511,8395.002,72.866,10400926.0,79868076032.0,0.825,5.03,0.006,30.213,11.116,23.729,8467.706,72.705,74.969
1999-1999,Belarus,Belarus,10400926.0,79868076032.0,0.825,5.03,0.006,30.213,11.116,23.729,8467.706,72.705,10357472.0,85602467840.0,0.914,4.777,0.006,29.595,14.895,23.02,8542.675,74.969,73.266
2000-2000,Belarus,Belarus,10357472.0,85602467840.0,0.914,4.777,0.006,29.595,14.895,23.02,8542.675,74.969,10308281.0,87455006720.0,0.885,4.112,0.006,30.693,15.301,20.823,8615.941,73.266,58.219
2001-2001,Belarus,Belarus,10308281.0,87455006720.0,0.885,4.112,0.006,30.693,15.301,20.823,8615.941,73.266,10256489.0,91419115520.0,0.862,4.198,0.006,31.337,3.313,17.209,8674.16,58.219,54.847
2002-2002,Belarus,Belarus,10256489.0,91419115520.0,0.862,4.198,0.006,31.337,3.313,17.209,8674.16,58.219,10201212.0,94624120832.0,0.822,3.735,0.006,31.648,0.844,16.439,8729.007,54.847,54.542
2003-2003,Belarus,Belarus,10201212.0,94624120832.0,0.822,3.735,0.006,31.648,0.844,16.439,8729.007,54.847,10135391.0,98263261184.0,0.982,3.227,0.006,31.999,0.698,16.129,8783.55,54.542,56.161
2004-2004,Belarus,Belarus,10135391.0,98263261184.0,0.982,3.227,0.006,31.999,0.698,16.129,8783.55,54.542,10065881.0,103937867776.0,1.164,3.142,0.006,33.6,1.073,15.545,8839.71,56.161,60.833
2005-2005,Belarus,Belarus,10065881.0,103937867776.0,1.164,3.142,0.006,33.6,1.073,15.545,8839.71,56.161,9999713.0,114486403072.0,1.301,2.97,0.007,36.354,2.579,15.873,8900.542,60.833,63.159
2006-2006,Belarus,Belarus,9999713.0,114486403072.0,1.301,2.97,0.007,36.354,2.579,15.873,8900.542,60.833,9935166.0,123858067456.0,1.466,2.963,0.007,36.976,3.849,15.957,8963.702,63.159,63.528
2007-2007,Belarus,Belarus,9935166.0,123858067456.0,1.466,2.963,0.007,36.976,3.849,15.957,8963.702,63.159,9874700.0,134673940480.0,1.572,2.892,0.007,37.419,1.784,17.94,9027.229,63.528,64.391
2008-2008,Belarus,Belarus,9874700.0,134673940480.0,1.572,2.892,0.007,37.419,1.784,17.94,9027.229,63.528,9825990.0,144615686144.0,1.617,2.793,0.007,37.868,4.173,16.007,9091.62,64.391,68.231
2009-2009,Belarus,Belarus,9825990.0,144615686144.0,1.617,2.793,0.007,37.868,4.173,16.007,9091.62,64.391,9787829.0,157577035776.0,1.808,2.628,0.007,38.635,5.395,17.911,9159.852,68.231,64.916
2010-2010,Belarus,Belarus,9787829.0,157577035776.0,1.808,2.628,0.007,38.635,5.395,17.911,9159.852,68.231,9757710.0,156010266624.0,1.874,2.677,0.006,31.82,4.339,22.486,9224.768,64.916,66.616
2011-2011,Belarus,Belarus,9757710.0,156010266624.0,1.874,2.677,0.006,31.82,4.339,22.486,9224.768,64.916,9731426.0,166239895552.0,1.97,2.901,0.006,39.553,4.171,16.326,9291.384,66.616,64.041
2012-2012,Belarus,Belarus,9731426.0,166239895552.0,1.97,2.901,0.006,39.553,4.171,16.326,9291.384,66.616,9706983.0,173120307200.0,1.966,2.975,0.006,37.378,2.733,17.421,9355.425,64.041,65.177
2013-2013,Belarus,Belarus,9706983.0,173120307200.0,1.966,2.975,0.006,37.378,2.733,17.421,9355.425,64.041,9693754.0,175940435968.0,2.189,5.004,0.006,36.817,2.632,17.089,9420.602,65.177,67.815
1930-1930,Belgium,Belgium,7938984.0,65265889280.0,1.505,84.803,0.0,0.0,2.111,1.938,3406.327,90.357,7986890.0,64705789952.0,1.606,93.183,0.0,0.0,2.303,2.165,3505.584,99.257,95.291
1931-1931,Belgium,Belgium,7986890.0,64705789952.0,1.606,93.183,0.0,0.0,2.303,2.165,3505.584,99.257,8029570.0,64091136000.0,1.508,89.915,0.0,0.0,1.618,2.25,3600.875,95.291,85.182
1932-1932,Belgium,Belgium,8029570.0,64091136000.0,1.508,89.915,0.0,0.0,1.618,2.25,3600.875,95.291,8066970.0,62952120320.0,1.218,80.579,0.0,0.0,1.059,2.327,3686.057,85.182,68.783
1933-1933,Belgium,Belgium,8066970.0,62952120320.0,1.218,80.579,0.0,0.0,1.059,2.327,3686.057,85.182,8099037.0,60109799424.0,1.039,64.157,0.0,0.0,1.069,2.517,3754.84,68.783,73.597
1934-1934,Belgium,Belgium,8099037.0,60109799424.0,1.039,64.157,0.0,0.0,1.069,2.517,3754.84,68.783,8125715.0,61411491840.0,0.963,69.14,0.0,0.0,0.94,2.554,3828.436,73.597,75.737
1935-1935,Belgium,Belgium,8125715.0,61411491840.0,0.963,69.14,0.0,0.0,0.94,2.554,3828.436,73.597,8152481.0,60899201024.0,0.938,70.836,0.0,0.0,0.779,3.184,3904.173,75.737,71.786
1936-1936,Belgium,Belgium,8152481.0,60899201024.0,0.938,70.836,0.0,0.0,0.779,3.184,3904.173,75.737,8179335.0,64654688256.0,1.087,67.857,0.0,0.0,0.145,2.697,3975.958,71.786,75.012
1937-1937,Belgium,Belgium,8179335.0,64654688256.0,1.087,67.857,0.0,0.0,0.145,2.697,3975.958,71.786,8206277.0,65114763264.0,1.163,70.191,0.0,0.0,0.009,3.649,4050.97,75.012,89.88
1938-1938,Belgium,Belgium,8206277.0,65114763264.0,1.163,70.191,0.0,0.0,0.009,3.649,4050.97,75.012,8233309.0,66000166912.0,1.486,85.173,0.0,0.0,-0.418,3.638,4140.851,89.88,78.971
1939-1939,Belgium,Belgium,8233309.0,66000166912.0,1.486,85.173,0.0,0.0,-0.418,3.638,4140.851,89.88,8260429.0,64496549888.0,1.508,74.163,0.0,0.0,-0.148,3.448,4219.822,78.971,72.991
1940-1940,Belgium,Belgium,8260429.0,64496549888.0,1.508,74.163,0.0,0.0,-0.148,3.448,4219.822,78.971,8287916.0,68889927680.0,1.261,72.448,0.0,0.0,-0.718,0.0,4292.813,72.991,61.23
1941-1941,Belgium,Belgium,8287916.0,68889927680.0,1.261,72.448,0.0,0.0,-0.718,0.0,4292.813,72.991,8315772.0,60692111360.0,0.105,61.999,0.0,0.0,-0.874,0.0,4354.043,61.23,64.216
1942-1942,Belgium,Belgium,8315772.0,60692111360.0,0.105,61.999,0.0,0.0,-0.874,0.0,4354.043,61.23,8343998.0,57493372928.0,0.313,64.871,0.0,0.0,-0.967,0.0,4418.26,64.216,59.808
1943-1943,Belgium,Belgium,8343998.0,57493372928.0,0.313,64.871,0.0,0.0,-0.967,0.0,4418.26,64.216,8372598.0,52541636608.0,0.251,60.826,0.0,0.0,-1.269,0.0,4478.068,59.808,56.692
1944-1944,Belgium,Belgium,8372598.0,52541636608.0,0.251,60.826,0.0,0.0,-1.269,0.0,4478.068,59.808,8401573.0,51331174400.0,0.229,57.624,0.0,0.0,-1.161,0.0,4534.76,56.692,31.791
1945-1945,Belgium,Belgium,8401573.0,51331174400.0,0.229,57.624,0.0,0.0,-1.161,0.0,4534.76,56.692,8430648.0,54339215360.0,0.298,32.84,0.0,0.0,-1.348,0.0,4566.55,31.791,37.126
1946-1946,Belgium,Belgium,8430648.0,54339215360.0,0.298,32.84,0.0,0.0,-1.348,0.0,4566.55,31.791,8459824.0,57597472768.0,0.32,38.435,0.0,0.0,-1.629,0.0,4603.677,37.126,54.616
1947-1947,Belgium,Belgium,8459824.0,57597472768.0,0.32,38.435,0.0,0.0,-1.629,0.0,4603.677,37.126,8489101.0,61003796480.0,0.934,55.477,0.0,0.0,-1.794,0.0,4658.293,54.616,80.113
1948-1948,Belgium,Belgium,8489101.0,61003796480.0,0.934,55.477,0.0,0.0,-1.794,0.0,4658.293,54.616,8518479.0,64650948608.0,1.29,74.317,0.0,0.0,-1.917,6.423,4738.406,80.113,83.013
1949-1949,Belgium,Belgium,8518479.0,64650948608.0,1.29,74.317,0.0,0.0,-1.917,6.423,4738.406,80.113,8547959.0,68524457984.0,1.646,76.589,0.0,0.0,-2.044,6.822,4821.419,83.013,78.803
1950-1950,Belgium,Belgium,8547959.0,68524457984.0,1.646,76.589,0.0,0.0,-2.044,6.822,4821.419,83.013,8580904.0,71306690560.0,1.446,73.042,0.0,0.0,-1.969,6.283,4900.222,78.803,73.803
1951-1951,Belgium,Belgium,8580904.0,71306690560.0,1.446,73.042,0.0,0.0,-1.969,6.283,4900.222,78.803,8617340.0,75214348288.0,1.759,68.194,0.0,0.007,-2.398,6.24,4974.025,73.803,86.722
1952-1952,Belgium,Belgium,8617340.0,75214348288.0,1.759,68.194,0.0,0.007,-2.398,6.24,4974.025,73.803,8655405.0,79502696448.0,2.173,79.688,0.0,0.029,-2.727,7.559,5060.747,86.722,80.833
1953-1953,Belgium,Belgium,8655405.0,79502696448.0,2.173,79.688,0.0,0.029,-2.727,7.559,5060.747,86.722,8695589.0,78879211520.0,2.032,73.02,0.0,0.059,-2.631,8.354,5141.58,80.833,79.737
1954-1954,Belgium,Belgium,8695589.0,78879211520.0,2.032,73.02,0.0,0.059,-2.631,8.354,5141.58,80.833,8740418.0,81405992960.0,2.286,70.422,0.0,0.07,-2.636,9.596,5221.317,79.737,82.896
1955-1955,Belgium,Belgium,8740418.0,81405992960.0,2.286,70.422,0.0,0.07,-2.636,9.596,5221.317,79.737,8787230.0,84754243584.0,2.162,72.928,0.0,0.055,-2.838,10.589,5304.213,82.896,89.182
1956-1956,Belgium,Belgium,8787230.0,84754243584.0,2.162,72.928,0.0,0.055,-2.838,10.589,5304.213,82.896,8834527.0,88773435392.0,2.319,76.805,0.0,0.077,-2.835,12.816,5393.396,89.182,93.718
1957-1957,Belgium,Belgium,8834527.0,88773435392.0,2.319,76.805,0.0,0.077,-2.835,12.816,5393.396,89.182,8881499.0,91353399296.0,2.304,80.143,0.0,0.092,-3.062,14.242,5487.114,93.718,93.461
1958-1958,Belgium,Belgium,8881499.0,91353399296.0,2.304,80.143,0.0,0.092,-3.062,14.242,5487.114,93.718,8931968.0,93064265728.0,2.326,77.779,0.0,0.106,-3.026,16.276,5580.576,93.461,84.354
1959-1959,Belgium,Belgium,8931968.0,93064265728.0,2.326,77.779,0.0,0.106,-3.026,16.276,5580.576,93.461,8987667.0,92953198592.0,2.006,66.754,0.0,0.106,-3.331,18.818,5664.93,84.354,85.02
1960-1960,Belgium,Belgium,8987667.0,92953198592.0,2.006,66.754,0.0,0.106,-3.331,18.818,5664.93,84.354,9049394.0,95889580032.0,2.195,66.417,0.0,0.092,-3.291,19.606,5749.949,85.02,87.898
1961-1961,Belgium,Belgium,9049394.0,95889580032.0,2.195,66.417,0.0,0.092,-3.291,19.606,5749.949,85.02,9108729.0,101044314112.0,2.17,67.908,0.0,0.062,-3.01,20.768,5837.848,87.898,89.547
1962-1962,Belgium,Belgium,9108729.0,101044314112.0,2.17,67.908,0.0,0.062,-3.01,20.768,5837.848,87.898,9168479.0,105965813760.0,2.351,66.989,0.0,0.07,-3.151,23.288,5927.395,89.547,94.936
1963-1963,Belgium,Belgium,9168479.0,105965813760.0,2.351,66.989,0.0,0.07,-3.151,23.288,5927.395,89.547,9230337.0,111422799872.0,2.366,68.54,0.0,0.077,-3.083,27.036,6022.331,94.936,102.595
1964-1964,Belgium,Belgium,9230337.0,111422799872.0,2.366,68.54,0.0,0.077,-3.083,27.036,6022.331,94.936,9288223.0,116335812608.0,2.326,71.281,0.0,0.07,-3.081,32.0,6124.925,102.595,100.681
1965-1965,Belgium,Belgium,9288223.0,116335812608.0,2.326,71.281,0.0,0.07,-3.081,32.0,6124.925,102.595,9350473.0,124534267904.0,2.889,65.021,0.0,0.073,-2.873,35.57,6225.606,100.681,102.337
1966-1966,Belgium,Belgium,9350473.0,124534267904.0,2.889,65.021,0.0,0.073,-2.873,35.57,6225.606,100.681,9412091.0,128900431872.0,2.918,61.837,0.0,0.095,-2.994,40.48,6327.943,102.337,102.172
1967-1967,Belgium,Belgium,9412091.0,128900431872.0,2.918,61.837,0.0,0.095,-2.994,40.48,6327.943,102.337,9466114.0,133004615680.0,2.864,58.19,0.0,0.202,-2.925,43.842,6430.115,102.172,104.718
1968-1968,Belgium,Belgium,9466114.0,133004615680.0,2.864,58.19,0.0,0.202,-2.925,43.842,6430.115,102.172,9515229.0,138196549632.0,2.875,56.873,0.0,0.927,-2.643,46.687,6534.833,104.718,115.76
1969-1969,Belgium,Belgium,9515229.0,138196549632.0,2.875,56.873,0.0,0.927,-2.643,46.687,6534.833,104.718,9556258.0,143933308928.0,2.838,58.466,0.0,2.393,-2.677,54.74,6650.593,115.76,120.857
1970-1970,Belgium,Belgium,9556258.0,143933308928.0,2.838,58.466,0.0,2.393,-2.677,54.74,6650.593,115.76,9592105.0,153505202176.0,3.1,55.885,0.0,4.954,-2.635,59.553,6771.45,120.857,122.938
1971-1971,Belgium,Belgium,9592105.0,153505202176.0,3.1,55.885,0.0,4.954,-2.635,59.553,6771.45,120.857,9629376.0,163013754880.0,3.325,48.999,0.0,7.837,-2.553,65.329,6894.388,122.938,119.036
1972-1972,Belgium,Belgium,9629376.0,163013754880.0,3.325,48.999,0.0,7.837,-2.553,65.329,6894.388,122.938,9666396.0,169133342720.0,3.397,40.407,0.0,10.816,-2.335,66.751,7013.424,119.036,128.35
1973-1973,Belgium,Belgium,9666396.0,169133342720.0,3.397,40.407,0.0,10.816,-2.335,66.751,7013.424,119.036,9700295.0,178026053632.0,3.442,42.13,0.0,13.597,-2.288,71.468,7141.774,128.35,136.375
1974-1974,Belgium,Belgium,9700295.0,178026053632.0,3.442,42.13,0.0,13.597,-2.288,71.468,7141.774,128.35,9727987.0,188915220480.0,3.39,45.238,0.0,16.381,-2.265,73.63,7278.148,136.375,132.74
1975-1975,Belgium,Belgium,9727987.0,188915220480.0,3.39,45.238,0.0,16.381,-2.265,73.63,7278.148,136.375,9749063.0,196850466816.0,3.563,48.458,0.0,19.152,-2.21,63.777,7410.889,132.74,119.724
1976-1976,Belgium,Belgium,9749063.0,196850466816.0,3.563,48.458,0.0,19.152,-2.21,63.777,7410.889,132.74,9763432.0,194240675840.0,3.252,38.479,0.0,18.653,-2.099,61.438,7530.613,119.724,127.769
1977-1977,Belgium,Belgium,9763432.0,194240675840.0,3.252,38.479,0.0,18.653,-2.099,61.438,7530.613,119.724,9773540.0,205206880256.0,3.515,41.264,0.0,19.914,-1.909,64.985,7658.382,127.769,124.169
1978-1978,Belgium,Belgium,9773540.0,205206880256.0,3.515,41.264,0.0,19.914,-1.909,64.985,7658.382,127.769,9786372.0,206503346176.0,3.602,38.83,0.0,19.671,-2.03,64.096,7782.551,124.169,133.176
1979-1979,Belgium,Belgium,9786372.0,206503346176.0,3.602,38.83,0.0,19.671,-2.03,64.096,7782.551,124.169,9800204.0,212370669568.0,3.48,43.649,0.0,19.503,-2.275,68.817,7915.726,133.176,133.846
1980-1980,Belgium,Belgium,9800204.0,212370669568.0,3.48,43.649,0.0,19.503,-2.275,68.817,7915.726,133.176,9814133.0,217343098880.0,3.508,47.104,0.0,21.313,-5.94,67.861,8049.573,133.846,129.224
