year_range,country_index,country,population_t-2,gdp_t-2,primary_energy_consumption_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,co2_including_luc_t-2,population_t-1,gdp_t-1,primary_energy_consumption_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1999-1999,United States,United States,272395424.0,11375560897368.248,25350.254,38.561,2039.02,41.419,1213.878,103.047,2326.319,5791.189,275835008.0,11881792591151.297,25512.498,39.461,2063.092,39.022,1191.005,112.859,2370.752,5846.14,5955.642
2000-2000,United States,United States,275835008.0,11881792591151.297,25512.498,39.461,2063.092,39.022,1191.005,112.859,2370.752,5846.14,279181568.0,12438444800884.094,25965.105,40.239,2063.44,38.8,1197.99,151.724,2433.326,5955.642,6147.761
2001-2001,United States,United States,279181568.0,12438444800884.094,25965.105,40.239,2063.44,38.8,1197.99,151.724,2433.326,5955.642,282398560.0,12947418288738.207,26545.426,41.445,2163.759,38.915,1251.263,137.626,2487.797,6147.761,5950.588
2002-2002,United States,United States,282398560.0,12947418288738.207,26545.426,41.445,2163.759,38.915,1251.263,137.626,2487.797,6147.761,285470496.0,13073810390593.63,25912.779,41.613,2099.619,38.696,1198.819,42.849,2502.393,5950.588,5951.311
2003-2003,United States,United States,285470496.0,13073810390593.63,25912.779,41.613,2099.619,38.696,1198.819,42.849,2502.393,5950.588,288350240.0,13307343355773.19,26297.848,43.164,2103.791,38.893,1237.949,5.003,2495.597,5951.311,6074.277
2004-2004,United States,United States,288350240.0,13307343355773.19,26297.848,43.164,2103.791,38.893,1237.949,5.003,2495.597,5951.311,291109824.0,13680911692119.717,26380.113,43.349,2143.993,38.567,1201.023,64.132,2557.467,6074.277,6093.979
2005-2005,United States,United States,291109824.0,13680911692119.717,26380.113,43.349,2143.993,38.567,1201.023,64.132,2557.467,6074.277,293947872.0,14198910037086.336,26897.549,45.886,2164.773,39.12,1204.496,-18.676,2630.825,6093.979,6176.527
2006-2006,United States,United States,293947872.0,14198910037086.336,26897.549,45.886,2164.773,39.12,1204.496,-18.676,2630.825,6093.979,296842656.0,14673826132063.236,26910.133,46.194,2188.244,39.43,1186.858,44.344,2642.692,6176.527,6014.732
2007-2007,United States,United States,296842656.0,14673826132063.236,26910.133,46.194,2188.244,39.43,1186.858,44.344,2642.692,6176.527,299753088.0,15065164433314.504,26698.119,46.851,2152.459,40.037,1173.211,-37.954,2609.708,6014.732,6076.254
2008-2008,United States,United States,299753088.0,15065164433314.504,26698.119,46.851,2152.459,40.037,1173.211,-37.954,2609.708,6014.732,302743392.0,15333183459083.195,27063.787,45.509,2175.189,40.463,1247.391,-53.868,2592.216,6076.254,5912.461
2009-2009,United States,United States,302743392.0,15333183459083.195,27063.787,45.509,2175.189,40.463,1247.391,-53.868,2592.216,6076.254,305694912.0,15288552806647.248,26405.514,41.416,2135.724,42.054,1252.781,-2.658,2414.708,5912.461,5430.801
2010-2010,United States,United States,305694912.0,15288552806647.248,26405.514,41.416,2135.724,42.054,1252.781,-2.658,2414.708,5912.461,308512032.0,14864003316912.0,25105.531,29.615,1872.449,41.082,1231.607,-49.924,2280.345,5430.801,5687.592
2011-2011,United States,United States,308512032.0,14864003316912.0,25105.531,29.615,1872.449,41.082,1231.607,-49.924,2280.345,5430.801,311182848.0,15239587282908.611,25951.863,31.449,1982.954,43.407,1290.495,7.877,2300.574,5687.592,5466.796
2012-2012,United States,United States,311182848.0,15239587282908.611,25951.863,31.449,1982.954,43.407,1290.495,7.877,2300.574,5687.592,313876608.0,15477885525000.0,25726.066,32.208,1873.284,47.863,1310.707,-79.32,2252.414,5466.796,5371.383
2013-2013,United States,United States,313876608.0,15477885525000.0,25726.066,32.208,1873.284,47.863,1310.707,-79.32,2252.414,5466.796,316651328.0,15830887501026.082,25047.863,35.27,1658.491,51.515,1372.072,27.297,2196.025,5371.383,5462.715
2014-2014,United States,United States,316651328.0,15830887501026.082,25047.863,35.27,1658.491,51.515,1372.072,27.297,2196.025,5371.383,319375168.0,16122472848582.871,25727.75,36.369,1720.408,57.423,1410.482,-17.441,2224.627,5462.715,5575.057
2015-2015,United States,United States,319375168.0,16122472848582.871,25727.75,36.369,1720.408,57.423,1410.482,-17.441,2224.627,5462.715,322033952.0,16491318406281.13,25996.219,39.439,1710.594,63.124,1435.209,46.376,2247.931,5575.057,5402.494
2016-2016,United States,United States,322033952.0,16491318406281.13,25996.219,39.439,1710.594,63.124,1435.209,46.376,2247.931,5575.057,324607776.0,16937634549243.352,25747.033,39.907,1479.145,64.372,1476.136,26.021,2285.676,5402.494,5320.76
2017-2017,United States,United States,324607776.0,16937634549243.352,25747.033,39.907,1479.145,64.372,1476.136,26.021,2285.676,5402.494,327210208.0,17220065539710.16,25723.152,39.439,1347.943,55.139,1481.873,67.828,2299.961,5320.76,5357.28
2018-2018,United States,United States,327210208.0,17220065539710.16,25723.152,39.439,1347.943,55.139,1481.873,67.828,2299.961,5320.76,329791232.0,17606125057116.426,25819.029,40.324,1308.716,59.486,1460.656,145.118,2315.177,5357.28,5486.095
2019-2019,United States,United States,329791232.0,17606125057116.426,25819.029,40.324,1308.716,59.486,1460.656,145.118,2315.177,5357.28,332140032.0,18124693249758.0,26764.953,38.971,1256.631,72.066,1619.275,108.298,2366.168,5486.095,5374.306
2020-2020,United States,United States,332140032.0,18124693249758.0,26764.953,38.971,1256.631,72.066,1619.275,108.298,2366.168,5486.095,334319680.0,18540553337243.24,26574.742,40.896,1071.666,88.437,1675.471,112.161,2360.999,5374.306,4829.357
2021-2021,United States,United States,334319680.0,18540553337243.24,26574.742,40.896,1071.666,88.437,1675.471,112.161,2360.999,5374.306,335942016.0,18027359509357.23,24603.098,40.688,877.92,67.749,1656.255,114.729,2047.544,4829.357,5159.809
2022-2022,United States,United States,335942016.0,18027359509357.23,24603.098,40.688,877.92,67.749,1656.255,114.729,2047.544,4829.357,336997632.0,19099378662219.664,25945.025,41.312,1004.531,63.294,1659.225,127.596,2239.014,5159.809,5199.053
