year,country_index,population_lag_1,gdp_lag_1,temperature_change_from_co2_lag_1,cement_co2_lag_1,coal_co2_lag_1,flaring_co2_lag_1,gas_co2_lag_1,land_use_change_co2_lag_1,oil_co2_lag_1,co2_including_luc
2004,Nigeria,133119808.0,2909.2905960922058,4.507218039256788e-11,6.903555630128313e-09,4.657458640565347e-10,3.36584019111566e-07,1.509692682249061e-07,9.096843048331319e-07,2.569339643278332e-07,1.7044996532824449e-06
2005,Nigeria,136756848.0,3208.722934942168,4.387348851444719e-11,6.6907069984531965e-09,1.6086945788630634e-10,3.110995948078593e-07,1.4995227149429475e-07,1.0110279815750067e-06,2.2556091670085875e-07,1.6109818499043924e-06
2006,Nigeria,140490720.0,3429.3909471600687,4.270744715380489e-11,7.616161409095207e-09,1.565939728972846e-10,2.844173622286226e-07,1.4684955703835813e-07,8.88699267823526e-07,2.83242907431893e-07,1.2393978899431413e-06
2007,Nigeria,144329760.0,3655.737701108905,4.1571468004935366e-11,8.97943708906604e-09,1.5242871601809633e-10,2.4274965883681927e-07,1.497819992217821e-07,6.16172298769152e-07,2.2156899588830465e-07,5.162716190763496e-07
1951,Pakistan,37696264.0,1072.6378121715193,0.0,5.411676870684054e-09,8.900086226051473e-08,0.0,0.0,1.913160412925801e-06,4.7643978724257665e-08,1.985671471696462e-06
1952,Pakistan,38215788.0,1023.9317258092389,0.0,6.437130120148249e-09,1.132516226016326e-07,0.0,0.0,1.8126539743207705e-06,5.335491184952146e-08,1.967705719021516e-06
1953,Pakistan,38816780.0,1011.9136872249578,2.5762054451708773e-11,6.72389621189599e-09,1.1518214545358992e-07,0.0,0.0,1.7878092927852337e-06,5.8016146625248145e-08,1.974588277337917e-06
1954,Pakistan,39488232.0,1088.363394947639,2.5324000324957572e-11,7.445256095537526e-09,1.0603158936059737e-07,0.0,0.0,1.7946106070284433e-06,6.650082485333858e-08,1.9928602000154334e-06
1955,Pakistan,40224096.0,1093.3563849887391,2.4860720300587987e-11,8.328341300696976e-09,9.616126612267432e-08,0.0,0.0,1.8134155208857894e-06,7.495507170627278e-08,2.021932603481626e-06
1956,Pakistan,41023128.0,1096.1537957807604,2.4376493182089868e-11,8.288007681910556e-09,9.070493113055641e-08,0.0,1.511342577289572e-09,1.8406446236864238e-06,8.080807489862792e-08,2.0800767969586815e-06
1957,Pakistan,41884992.0,1105.642287528669,2.387490010741795e-11,9.191836541355912e-09,1.099916647948745e-07,0.0,7.329594332977311e-09,1.8696911772121146e-06,8.389639897746668e-08,2.1132243874092715e-06
1958,Pakistan,42808516.0,1129.6916581738083,2.335983802848947e-11,1.2520873183270358e-08,9.93961108112227e-08,0.0,1.06520861409912e-08,1.9005564219979033e-06,9.009889527588389e-08,2.1663892529081863e-06
1959,Pakistan,43794992.0,1120.3485622283022,2.2833660981145973e-11,1.2193174963931949e-08,1.0629069186723451e-07,0.0,1.2946685776309765e-08,1.9329379030369502e-06,1.020207972637602e-07,2.184702223102317e-06
1960,Pakistan,44843640.0,1104.8623057361087,2.2299706268269033e-11,1.0993755190256633e-08,8.806154005339441e-08,0.0,1.5386797325105634e-08,1.9634668372148205e-06,1.067932933187404e-07,2.2854480332038218e-06
1961,Pakistan,45954228.0,1130.4485881037976,2.176078336034717e-11,1.2403646515397886e-08,1.1232916370611208e-07,0.0,2.1782544143707515e-08,2.0259289308483214e-06,1.130255087736432e-07,1.6521779263436288e-06
1962,Pakistan,47060912.0,1171.5032752446446,2.1249056966851812e-11,1.2961924749779605e-08,1.0809395279037515e-07,0.0,2.5817604214724953e-08,1.389752072803009e-06,1.1555237178574014e-07,1.2799343812500203e-06
1963,Pakistan,48161844.0,1228.2368045542441,2.0763324593634746e-11,1.4222877346639801e-08,1.1259950927128122e-07,0.0,3.1144986890452115e-08,9.981760665143968e-07,1.2381170455184399e-07,1.575933462776684e-06
1964,Pakistan,49325052.0,1273.4338884832803,2.027367350773396e-11,1.494169737519993e-08,1.1890509512285969e-07,0.0,3.815505354155531e-08,1.2596641560560342e-06,1.4426746068103485e-07,2.0863417509682983e-06
1965,Pakistan,50552600.0,1337.893030229899,1.978137622990707e-11,1.499428318226956e-08,1.1316925341129833e-07,0.0,4.67433920312704e-08,1.7690682576168188e-06,1.4236656472664116e-07,1.5754520672074575e-06
1966,Pakistan,51841628.0,1363.0220841058463,1.9289517682585122e-11,1.6164615818006332e-08,1.0449131728656361e-07,0.0,5.401064951123834e-08,1.2508287741272323e-06,1.4995671046441673e-07,1.2104267302162317e-06
1967,Pakistan,53199420.0,1436.214616174387,1.8797197413054503e-11,1.7086652448466545e-08,8.815885586722562e-08,0.0,5.960591299679582e-08,8.885059273202602e-07,1.5708817878089648e-07,8.698000629546558e-07
1968,Pakistan,54629796.0,1450.8375589028376,1.8305028999193042e-11,1.8359944086190617e-08,8.427635351228476e-08,0.0,6.765538718101749e-08,5.37087855865323e-07,1.6242052230983984e-07,3.082597799116753e-07
1969,Pakistan,56124740.0,1510.3227959719725,1.7817454477294684e-11,2.138094537275362e-08,8.910508984095072e-08,0.0,7.399588844420482e-08,-6.307378884962319e-08,1.8686946255786663e-07,4.134070951642882e-07
1970,Pakistan,57676804.0,1564.955843531136,1.7337992583638997e-11,2.2730108277150723e-08,7.951203398856844e-08,0.0,8.818103028038795e-08,6.295425107119319e-08,1.6002967154698795e-07,2.6410473436788045e-07
1971,Pakistan,59290872.0,1681.1346410287235,1.6866002577934762e-11,2.1200565240463994e-08,7.181543897684621e-08,1.7490044673318345e-08,6.996017869327338e-08,-8.171578249009392e-08,1.6537115527665034e-07,2.7530116238852604e-07
1972,Pakistan,60878784.0,1645.1903186502543,1.6426083674733057e-11,2.1468891362876105e-08,6.163066594759842e-08,1.698457051967398e-08,7.127277706466673e-08,-4.402190424828459e-08,1.4796616174199535e-07,8.720265032066771e-07
1973,Pakistan,62509568.0,1613.660329759438,1.5997550966917578e-11,2.058884809442292e-08,4.0217843130830786e-08,6.558995896436206e-09,8.651475562909026e-08,5.696087997280672e-07,1.485372607278297e-07,4.3214944204017467e-07
1974,Pakistan,64285632.0,1682.7270451972845,1.5555575466692152e-11,2.210447273816955e-08,3.783115953499532e-08,7.746676582412692e-09,9.602456735589067e-08,1.209134881025981e-07,1.4752907772610836e-07,5.526902135676014e-07
1975,Pakistan,66149172.0,1689.7227607928335,1.511734719823855e-11,2.5926250444979118e-08,3.4679194472759235e-08,9.312285874114947e-09,1.0591213447085929e-07,2.2937550903887354e-07,1.4749995661321354e-07,3.755926431517607e-07
1976,Pakistan,68127000.0,1709.6787089993688,1.4678468155063338e-11,2.26195194269526e-08,3.474393412303492e-08,9.041936383519016e-09,1.1154167951032631e-07,3.522832357215201e-08,1.6241725013577583e-07,4.5408769196385954e-07
1977,Pakistan,70230928.0,1746.1767877536802,1.4238741085693756e-11,2.184222882545422e-08,2.8748018252015694e-08,1.0280371063870891e-08,1.1368210882817895e-07,1.2960102136198458e-07,1.4993394363235523e-07,7.022528515504358e-07
1978,Pakistan,72451112.0,1759.35238470874,1.3802410651750935e-11,2.1062478654571928e-08,3.185596378424115e-08,9.965340490564175e-09,1.2238597524907555e-07,3.665782244998531e-07,1.5040486887212995e-07,5.32121374322283e-07
1979,Pakistan,74789328.0,1841.0144831358828,1.3370891633095032e-11,1.978891961698065e-08,3.1501820687571896e-08,1.259537991837552e-08,1.214478087034022e-07,1.838096472801574e-07,1.6299116900742844e-07,1.095774581801954e-06
1980,Pakistan,77407344.0,1844.2006838007514,1.2918670869265325e-11,2.081197877038644e-08,3.388567369008295e-08,1.4158863272714796e-08,1.2586661027925206e-07,7.323077768951742e-07,1.6874367889434367e-07,5.920689477592147e-07
1981,Pakistan,80624056.0,1956.4954316860467,1.2403245998936099e-11,1.926224103634776e-08,4.321290906029337e-08,1.777385151647543e-08,1.4305903935172897e-07,1.9602089976718613e-07,1.7274000702718306e-07,1.3981572230129062e-06
1982,Pakistan,84270208.0,2018.6786033802123,1.1866589910398702e-11,1.956800676224746e-08,4.290958911600171e-08,1.708788947097413e-08,1.58964838439701e-07,9.919282506102275e-07,1.6769864861375445e-07,5.393028662775737e-07
1983,Pakistan,87828200.0,2084.903836899766,1.1385864676721145e-11,1.910548092753808e-08,5.281902623530939e-08,1.3856597311569633e-08,1.576259105845275e-07,1.1587394481499109e-07,1.8003329226831471e-07,7.988768074475231e-07
1984,Pakistan,91080376.0,2147.107680451385,1.097931348021664e-11,2.4297220731719423e-08,4.561904751030014e-08,1.769865333010922e-08,1.600234939741575e-07,3.594627233422928e-07,1.9176468924546383e-07,5.663808770446496e-07
1985,Pakistan,94003880.0,2161.9618771480496,1.0637858777744067e-11,2.2105470540152172e-08,5.1146825003393474e-08,1.6648248987169464e-08,1.5533401387261888e-07,1.1366552104019537e-07,2.0749143545989803e-07,2.405954138788886e-07
1986,Pakistan,97121552.0,2274.8820468602066,1.0296375823977771e-11,2.34860332544933e-08,5.967779427577517e-08,1.4559075415104569e-08,1.5931582312440806e-07,-2.4140882756898286e-07,2.2495521900226633e-07,6.181068852930852e-07
1987,Pakistan,100618520.0,2335.1096427178613,9.938528215282833e-12,2.2371627012601654e-08,6.230463338160808e-08,1.3804615691027855e-08,1.6132218999047093e-07,1.3053262957952472e-07,2.2777118963785195e-07,3.127640979429128e-07
1988,Pakistan,104251096.0,2385.7086439072064,9.592225294206979e-12,2.7836637803788653e-08,6.175474644410453e-08,1.742907335957408e-08,1.6101509378855835e-07,-1.9550873594652665e-07,2.402372824934138e-07,5.03103516750914e-07
1989,Pakistan,107967840.0,2451.9506922802198,9.262017282183288e-12,2.7332212999722882e-08,6.58344188417588e-08,1.8292484132311994e-08,1.6899476733071625e-07,-3.0453512823818645e-08,2.5311240828750487e-07,3.6914887878247977e-07
1990,Pakistan,111670392.0,2483.837371968749,8.95492513360211e-12,2.5655860507770047e-08,6.342773472130375e-08,0.0,1.8761463647409782e-07,-1.709853405009987e-07,2.6343598758030686e-07,4.642414834821875e-07
1991,Pakistan,115414072.0,2513.2941517911263,8.664454712246874e-12,2.644391578177746e-08,7.390779869546584e-08,0.0,2.00296199583011e-07,-1.2344248628538122e-07,2.8703605570731443e-07,4.942972516193641e-07
1992,Pakistan,119203576.0,2613.0371074102677,8.389010074664203e-12,2.6500882825864216e-08,6.731341683910555e-08,0.0,2.011936286206716e-07,-7.176798118875225e-08,2.710573045224751e-07,6.38299388431523e-07
1993,Pakistan,122375176.0,2678.7650854941367,8.171591924819786e-12,2.588760321782908e-08,6.832268008341823e-08,0.0,2.0849816796177684e-07,4.9822195965626236e-08,2.857687412028727e-07,6.37563937999639e-07
1994,Pakistan,125546624.0,2700.0203459712307,7.965168382385176e-12,2.6914303964079513e-08,6.741718518850813e-08,0.0,2.1465332273689814e-07,2.2844102920680687e-08,3.057350231894726e-07,7.267352792293863e-07
1995,Pakistan,129245136.0,2757.972501742735,7.737235078618356e-12,2.5424554468339916e-08,7.124446060391782e-08,0.0,2.2081295190868926e-07,7.666826239402929e-08,3.325927870894886e-07,6.996902285109364e-07
1996,Pakistan,133117480.0,2831.8416691181355,7.512161438152225e-12,2.613480964333159e-08,6.259132910268435e-08,0.0,2.1116685802645902e-07,7.15608498598381e-08,3.282288697171851e-07,8.896139008923216e-07
1997,Pakistan,137234816.0,2852.3021264807903,7.286780637356631e-12,2.6246983855758586e-08,6.818240642374599e-08,0.0,2.2153999171755364e-07,2.0801572685461976e-07,3.656287920406437e-07,8.450560400817739e-07
1998,Pakistan,141330272.0,2846.9452740598986,1.4151249917639725e-11,2.574819922514548e-08,6.06664083969215e-08,0.0,2.2796248492325836e-07,1.8144025081901775e-07,3.4923869671743077e-07,8.124082942222158e-07
1999,Pakistan,145476112.0,2880.368862428768,1.374796158973509e-11,2.4711960957548827e-08,5.624291086360625e-08,0.0,2.226069940609906e-07,1.474125181459345e-07,3.6143391019413553e-07,7.722997692152463e-07
2000,Pakistan,149694464.0,2941.546139849233,1.33605475216505e-11,2.5872700275676196e-08,5.739691215301055e-08,0.0,2.3030911817821132e-07,1.0835404040058555e-07,3.503669982077627e-07,8.402219810698872e-07
2001,Pakistan,154369920.0,2978.549911899935,1.2955891925058976e-11,2.5840526444530124e-08,5.304789948715398e-08,0.0,2.3559641671123495e-07,1.6690427772457225e-07,3.588263827564334e-07,7.765529727945873e-07
2002,Pakistan,159217728.0,3001.9548793963445,1.256141527154564e-11,2.772304350430123e-08,5.050945080688502e-08,0.0,2.377624682598159e-07,1.1456010727649623e-07,3.4599162223945314e-07,7.969911088135203e-07
2003,Pakistan,163262800.0,3092.0989074302292,1.225018804038642e-11,2.6919788218749155e-08,6.174094772354755e-08,0.0,2.7422045928405e-07,1.054434935576261e-07,3.2866642002954745e-07,6.91960108121044e-07
2004,Pakistan,166876672.0,3259.4147841107474,1.1984898644191563e-11,3.098695544455728e-08,7.906437635573174e-08,0.0,3.290573771749235e-07,-1.2098755181311382e-08,2.649441618778208e-07,7.185642469639837e-07
2005,Pakistan,170648624.0,3469.2676306373264,1.1719989022589483e-11,3.2839409241295727e-08,9.906906720794888e-08,0.0,3.5615874640747175e-07,-4.1031681568085775e-08,2.7152284568084184e-07,7.693146040981235e-07
2006,Pakistan,174372096.0,3676.844118912237,1.1469725064267164e-11,3.807375235083485e-08,9.285315925777482e-08,0.0,3.64146566202886e-07,-3.131234942544936e-09,2.773666263666407e-07,7.798001486876082e-07
2007,Pakistan,178069984.0,3852.2249750974315,1.1231539168330582e-11,4.4291574710311646e-08,9.933734817429984e-08,0.0,3.5803900560804227e-07,-2.6349190888903547e-08,3.0447579531427376e-07,7.639871408653593e-07
1929,Peru,5313255.0,2795.339579974987,0.0,4.705213659047044e-09,8.883443388280817e-08,0.0,0.0,3.7024385240309378e-06,9.186459147923449e-07,4.7898422438813804e-06
1930,Peru,5397255.0,3040.292978560398,1.852793688643579e-10,4.6319842216089475e-09,1.0857371015451372e-07,0.0,1.8935551497937377e-07,3.4776937535839977e-06,1.009587280941886e-06,5.2633268310760234e-06
1931,Peru,5483224.0,2649.4412425974206,1.823744570712413e-10,2.006119027783654e-09,9.75703345331141e-08,0.0,0.0,4.237652884507363e-06,9.260974930077634e-07,5.950958886258498e-06
1932,Peru,5571203.0,2396.052104365969,1.7949444671106044e-10,2.6924167006659063e-09,6.71309230699366e-08,0.0,0.0,5.143413370505437e-06,7.379016704291693e-07,5.758637470445936e-06
1933,Peru,5661235.0,2267.5053029948413,1.7663990277739753e-10,1.9430389305513725e-09,1.2364793194417827e-08,0.0,0.0,5.0331773897391645e-06,7.113288884845798e-07,6.516190012031227e-06
1934,Peru,5753362.0,2482.412274423198,1.73811416698619e-10,2.6071712504792848e-09,1.407872475258814e-08,0.0,2.0249030045389114e-07,5.358432165401726e-06,9.387554615892411e-07,6.258606995601839e-06
1935,Peru,5846988.0,2773.5313210836075,1.7102822855117884e-10,3.762621028125934e-09,1.5734597026708453e-08,0.0,0.0,5.104337481109932e-06,1.1347722964370715e-06,6.714923147190456e-06
1936,Peru,5942138.0,2985.4279978014647,1.682895954284468e-10,4.8803982674249576e-09,3.820173816225742e-08,0.0,0.0,5.508959906350206e-06,1.1628811044105674e-06,6.1419110997697075e-06
1937,Peru,6038837.0,3077.5732267653525,1.6559479913102474e-10,5.96141276871689e-09,3.9411562193183885e-08,0.0,0.0,4.915681612204469e-06,1.1806909178042063e-06,6.741610748644028e-06
1938,Peru,6137109.0,3069.945529075661,1.629431707991499e-10,6.517726831965996e-09,4.301699709097558e-08,0.0,2.351269954631733e-07,5.3075479024407095e-06,1.1494011268172034e-06,6.349707711103772e-06
1939,Peru,6236980.0,3068.009720088889,1.603340078050595e-10,8.177034398058033e-09,3.174613354540178e-08,0.0,2.126028943495089e-07,5.066073644616465e-06,1.0311080041943377e-06,5.952440104517882e-06
1940,Peru,6339585.0,3036.2408391085537,1.5773903181359663e-10,9.148863845188605e-09,4.511336309868863e-08,0.0,0.0,5.0295090293765285e-06,8.686688481974766e-07,4.837403085529886e-06
1941,Peru,6444987.0,3043.643007503351,1.551593509808476e-10,9.619879760812551e-09,4.654780529425428e-08,0.0,0.0,4.015524003384336e-06,7.657113970904828e-07,3.9940487544348225e-06
1942,Peru,6553250.0,2995.5137276923665,1.5259604013275857e-10,1.281806737115172e-08,4.745736848128791e-08,0.0,0.0,3.193072139777973e-06,7.408537748445429e-07,3.7494511918627246e-06
1943,Peru,6664442.0,2878.9448574989474,1.5005007170892926e-10,1.410470674063935e-08,5.9419828396735995e-08,0.0,0.0,2.842998708669083e-06,8.329279480562664e-07,3.5160502219549113e-06
1944,Peru,6778629.0,2874.884695415548,1.4752245623709457e-10,1.5047290536183643e-08,7.30236158373618e-08,0.0,0.0,2.5459425497397775e-06,8.820367658415884e-07,3.4317300946673665e-06
1945,Peru,6894773.0,3068.765419833256,1.4503740732290968e-10,1.7984638508040802e-08,6.642713255389264e-08,0.0,0.0,2.495513630397984e-06,8.518046932074487e-07,2.9980434647144185e-06
1946,Peru,7012907.0,3129.7020627822385,1.425942194870116e-10,1.867984275279852e-08,7.62879074255512e-08,0.0,0.0,2.10426289696983e-06,7.989554117857259e-07,2.8906227547344653e-06
1947,Peru,7133065.0,3194.6266509557954,1.4019218947254791e-10,1.7804408063013586e-08,8.579761995719933e-08,0.0,0.0,2.082274590235754e-06,7.047461364784984e-07,3.0714179092443144e-06
1948,Peru,7255281.0,3229.5387329587925,1.3783063674584072e-10,1.750449086672177e-08,7.883912421862088e-08,0.0,0.0,2.256976676713142e-06,7.180976174458302e-07,2.8539518173904463e-06
1949,Peru,7379592.0,3280.40245910614,1.355088465595388e-10,1.8700220825216356e-08,6.802544097288847e-08,0.0,0.0,1.988727832107791e-06,7.784983234845504e-07,2.5633606698192535e-06
1950,Peru,7520596.0,3461.419757689417,1.32968184968319e-10,1.8881482265501296e-08,5.996865142071187e-08,0.0,0.0,1.6817816034792987e-06,8.028619008387101e-07,3.250567426582247e-06
1951,Peru,7678967.0,3656.7377169351034,1.302258493883357e-10,2.1226813450298718e-08,4.2453626900597436e-08,0.0,1.6148005324153628e-08,2.6590816186604266e-06,5.115271363973826e-07,3.5365675769307912e-06
1952,Peru,7897488.0,3832.09376145934,1.2662254124349414e-10,2.2538812341341953e-08,4.457113451770993e-08,0.0,1.5827817655436767e-08,2.9321981875755936e-06,5.214316248407088e-07,3.7824479834906532e-06
1953,Peru,8121460.0,3917.2606541188406,1.2313057011916576e-10,2.2409763761688168e-08,5.4546842562790436e-08,0.0,1.5268190694776554e-08,3.1437697162825402e-06,5.464534701888576e-07,4.2957233078470755e-06
1954,Peru,8349467.0,4053.2122186961155,1.1976812412097684e-10,2.6588523554856854e-08,4.9104930889600495e-08,0.0,1.4971015515122105e-08,3.6355614076922515e-06,5.696171983193658e-07,4.882444670850321e-06
1955,Peru,8583405.0,4051.573643792877,1.165038816180758e-10,2.7960931588338192e-08,5.114520403033528e-08,0.0,1.4562985202259477e-08,4.156159472843236e-06,6.327325810677698e-07,4.452123862722215e-06
1956,Peru,8825900.0,4233.618527289002,1.1330289262284866e-10,3.047847811554629e-08,3.648353142455727e-08,0.0,1.4162861577856082e-08,3.75825694829989e-06,6.127420433043656e-07,4.4979366095882905e-06
1957,Peru,9077051.0,4301.836268188865,1.1016793890438646e-10,3.0075847320897504e-08,3.6355419838447535e-08,0.0,1.3770992363048307e-08,3.8026667471627076e-06,6.151777708420939e-07,4.710444385728856e-06
1958,Peru,9336911.0,4387.4662770160285,1.0710180272683332e-10,2.8810384933518166e-08,2.902458853897183e-08,0.0,1.3387725340854165e-08,3.995754056132697e-06,6.435747325855415e-07,5.591870127316686e-06
1959,Peru,9602512.0,4278.294272998565,1.0413941685259024e-10,3.103354622207189e-08,5.7276679268924634e-08,0.0,1.301742710657378e-08,4.823946067445685e-06,6.665964072734301e-07,5.852390438872092e-06
1960,Peru,9879211.0,4179.189438508804,1.0122265836816321e-10,2.905090295166284e-08,3.451692650354366e-08,0.0,1.2652832296020401e-08,5.121967736087427e-06,6.542020410334389e-07,6.345720349855144e-06
1961,Peru,10172210.0,4620.768025827229,9.830705421928961e-11,2.9295502157348304e-08,3.460408308518994e-08,0.0,1.2288381777411201e-08,5.543043252154644e-06,7.265874377347695e-07,5.7616356246232025e-06
1962,Peru,10478101.0,4883.4458686741045,9.543714075670773e-11,2.805851938247207e-08,4.1228844806897735e-08,0.0,1.1929642594588465e-08,4.937726788470544e-06,7.426918293686996e-07,8.025406730348429e-06
1963,Peru,10792101.0,5096.440155257998,9.266036335278924e-11,3.196782535671228e-08,3.771276788458522e-08,0.0,1.1582545419098653e-08,7.102509511354647e-06,8.416340803333846e-07,9.221365412509738e-06
1964,Peru,11112671.0,5176.820183014506,8.99873666735927e-11,3.3655275135923666e-08,2.870596996887607e-08,0.0,1.2508243967629385e-08,8.3014245630056e-06,8.45071360431709e-07,8.56060257804767e-06
1965,Peru,11442302.0,5378.773416747784,8.739500146037048e-11,3.52201855885293e-08,2.945211549214485e-08,0.0,5.768070096384452e-08,7.48975162515375e-06,9.484979508494007e-07,6.0356909563264155e-06
1966,Peru,11781584.0,5576.173950124194,8.487823029568859e-11,4.2608871608435674e-08,2.520883439781951e-08,0.0,5.2879137474214e-08,5.021311226062641e-06,8.937677650136008e-07,4.8456512325045176e-06
1967,Peru,12127988.0,5872.916671091693,8.24539074412013e-11,4.345320922151308e-08,3.108512310533289e-08,0.0,5.375994765166325e-08,3.7538790440755714e-06,9.63473908450437e-07,4.5165597040897885e-06
1968,Peru,12481624.0,5936.0342827183385,8.011777954535403e-11,4.310336539540047e-08,3.3729585188594045e-08,0.0,4.8150785506757776e-08,3.4237531910911592e-06,9.678227769078767e-07,4.182818792092626e-06
1969,Peru,12843253.0,5706.033071839354,7.786189371181896e-11,4.2746179647788615e-08,3.277985725267578e-08,0.0,5.364684476744326e-08,3.0549113997832168e-06,9.988123725352135e-07,4.639262561434168e-06
1970,Peru,13213738.0,5688.450611023164,7.567881246018348e-11,4.26071714150833e-08,5.6532072907757066e-08,0.0,5.350492040934972e-08,3.482436234167803e-06,1.0041064837217146e-06,4.788026755201819e-06
1971,Peru,13562372.0,5975.604715753262,7.373341477434773e-11,4.129071227363473e-08,3.4286037870071696e-08,1.1885826461624855e-07,5.353045912617645e-08,3.478152641735531e-06,1.061908639580156e-06,6.214792010046025e-06
1972,Peru,13911970.0,6087.802652823432,7.188054603337988e-11,5.1322709867833236e-08,3.450266209602235e-08,9.193521837669287e-08,5.1897754236100277e-08,4.878532659285493e-06,1.106672886729917e-06,6.821018664412795e-06
1973,Peru,14292440.0,6115.977711293523,6.996705950838345e-11,5.5903680547198384e-08,3.022576970762165e-08,9.179678207499909e-08,4.9186842834393566e-08,5.5512564684546515e-06,1.0425791537344219e-06,5.193329211524501e-06
1974,Peru,14674787.0,6271.196811238215,6.814408958712654e-11,7.884271165230542e-08,3.9728004229294775e-08,9.785491264711371e-08,4.742828635264007e-08,3.849391476687191e-06,1.0800838199559558e-06,4.50854615425383e-06
1975,Peru,15057182.0,6433.398474694667,6.641348958922061e-11,6.183095880756439e-08,3.8918304899283276e-08,1.1217238391619362e-07,4.821619344177416e-08,3.092278488763701e-06,1.155063410935725e-06,4.491532558365444e-06
1976,Peru,15441500.0,6770.820762231649,1.2952109574847004e-10,6.016254897516433e-08,4.6239031182203796e-08,7.687077032671697e-08,6.074539390603245e-08,3.0714632645792184e-06,1.1759867888482336e-06,5.067666185710679e-06
1977,Peru,15826812.0,6698.906801951019,1.2636783706029995e-10,6.034064219629322e-08,3.007554522035139e-08,8.656196838630548e-08,6.577445918988611e-08,3.6523464106353194e-06,1.1725671600825233e-06,5.080120858345228e-06
1978,Peru,16224614.0,6530.226014375442,1.232694965809356e-10,5.7566854903296934e-08,3.4577093790952443e-08,9.011000200066393e-08,5.892281936568722e-08,3.64427776217049e-06,1.1946663261141375e-06,4.460021986379407e-06
1979,Peru,16638483.0,6367.078429445762,1.2020326612708624e-10,5.8779397136145165e-08,2.860837733824652e-08,7.398511030122158e-08,5.992132816435249e-08,3.113024186159279e-06,1.1257035872801626e-06,4.190526726002028e-06
1980,Peru,17059192.0,6581.77365117879,1.172388469512507e-10,6.782267296129852e-08,3.071657790122768e-08,6.207796946068723e-08,5.410572786800219e-08,2.8881789946440605e-06,1.0876247831667524e-06,4.017914974075036e-06
1981,Peru,17492406.0,6718.432402266446,1.1433532928517667e-10,5.968304188686222e-08,2.995585627271629e-08,4.419060476872078e-08,5.865402392329563e-08,2.642175124451148e-06,1.1832563227722934e-06,3.7487003932781138e-06
1982,Peru,17932348.0,6852.474559605915,1.1153029151564536e-10,8.242088543006192e-08,3.0057413563466425e-08,3.206495881074804e-08,6.719700063817633e-08,2.4088870013006663e-06,1.1281288986807528e-06,3.7913132486922544e-06
1983,Peru,18374372.0,6695.804783749888,1.0884725747361598e-10,6.743087600490509e-08,3.232763546966394e-08,2.1715027865986386e-08,7.058744647163995e-08,2.5069156105035862e-06,1.0923366523764732e-06,3.3665117359166715e-06
1984,Peru,18826906.0,5657.214065869347,1.0623094416044782e-10,4.9769197339169807e-08,2.5495426598507476e-08,2.469869451730412e-08,5.0194121115811594e-08,2.2833279137846652e-06,9.329732670891331e-07,3.308419121661779e-06
1985,Peru,19285646.0,5775.562433532172,1.037040708929325e-10,4.806683685887421e-08,1.975562550510364e-08,1.8407472583495516e-08,6.020021315334731e-08,2.2386079263302876e-06,9.233291951952244e-07,2.9839039746257254e-06
1986,Peru,19746614.0,5750.890191503212,1.0128318708209924e-10,4.223508901323538e-08,3.5601040259357884e-08,1.6863650649169524e-08,6.01115715332259e-08,1.9986717722846053e-06,8.303702092925905e-07,2.8347058452688543e-06
1987,Peru,20208446.0,6179.987778971228,9.896852038993993e-11,5.166156764354865e-08,3.2808064509265085e-08,1.8655566093503678e-08,6.635839292145471e-08,1.7571860795233832e-06,9.079866903175039e-07,2.7881568713275885e-06
1988,Peru,20671362.0,6555.492476983374,9.675221207001262e-11,5.9115601574777705e-08,2.9074039727038788e-08,2.394617248732812e-08,6.095389360410795e-08,1.5452295789701714e-06,1.0698859610701995e-06,2.5327514386720575e-06
1989,Peru,21143804.0,5879.837321231316,9.459035848043237e-11,5.5997492220415965e-08,4.6065504579970564e-08,2.0809878865695124e-08,5.6848805446739856e-08,1.3495206444403287e-06,1.0035564082981474e-06,4.315190109204882e-06
1990,Peru,21624308.0,5047.058939042119,9.248850876522847e-11,4.564307907564025e-08,3.18622912696212e-08,2.0994891489706863e-08,4.9805061970075525e-08,3.308822645330431e-06,8.580158958150244e-07,3.3776134372169438e-06
1991,Peru,22109102.0,4684.586315265088,9.046048093676532e-11,4.636099648009222e-08,2.4514790333863404e-08,1.7232721618453794e-08,5.916115453264452e-08,2.409641060953086e-06,8.206574830583349e-07,3.0282065220375462e-06
1992,Peru,22583004.0,4803.107719061645,8.856217711337252e-11,4.5476677947716786e-08,4.281981263431561e-08,1.523269446350007e-08,5.238452776255985e-08,2.109019685777853e-06,7.632288423630444e-07,3.2913688184056666e-06
1993,Peru,23047250.0,4794.296533599453,8.677824903188016e-11,4.22176181540097e-08,4.5471802492705203e-08,0.0,5.501740988621202e-08,2.380804651314148e-06,7.678573365585916e-07,5.0508448453951976e-06
1994,Peru,23513888.0,3917.744937800163,8.505611662350353e-11,4.9375075699943794e-08,6.715180407425603e-08,0.0,5.673242978787685e-08,4.035062172619007e-06,8.425233632141142e-07,4.6819323144559995e-06
1995,Peru,23983260.0,4315.915396322268,8.339149890381875e-11,6.133444744375869e-08,5.195290381707908e-08,1.7428823270898117e-08,5.804048323705784e-08,3.6738958757066386e-06,8.193214767300192e-07,4.546677868187979e-06
