year,country_index,population_lag_1,gdp_lag_1,temperature_change_from_co2_lag_1,cement_co2_lag_1,coal_co2_lag_1,flaring_co2_lag_1,gas_co2_lag_1,land_use_change_co2_lag_1,oil_co2_lag_1,co2_including_luc
1945,United States,136218191.0,17338.61954552017,5.799519096535352e-10,5.896422453591386e-08,1.1348337462505282e-05,0.0,1.3696702226797301e-06,4.789903574626094e-06,5.139695328944722e-06,2.1793894092870432e-05
1946,United States,138111665.0,16759.394067170215,5.864819600864272e-10,6.59900812867617e-08,1.0291838853727526e-05,0.0,1.4312766412598096e-06,4.709522544674268e-06,5.266586280022038e-06,2.0782415905431763e-05
1947,United States,140031458.0,15024.487549647594,5.855827052804093e-10,1.0464077293260776e-07,9.274758818836265e-06,0.0,1.450409807202036e-06,4.661088367729485e-06,5.263231637565325e-06,2.207688086072134e-05
1948,United States,141977937.0,14584.724818927323,5.91641220987737e-10,1.1725061197360544e-07,1.0207438075396179e-05,0.0,1.5783156505506909e-06,4.568146387420744e-06,5.573696989272355e-06,2.24351438210014e-05
1949,United States,143951473.0,15067.045247838485,5.904767643468296e-10,1.2793894787030072e-07,9.956063457579209e-06,0.0,1.7489574420679946e-06,4.494660502709827e-06,6.073887135562691e-06,1.8918803317358126e-05
1950,United States,146051521.0,14558.119980688185,5.888333062960706e-10,1.2863953672896018e-07,7.278951925464714e-06,0.0,1.8148938003870565e-06,4.096205201450795e-06,5.571479122083227e-06,2.0389056893604673e-05
1951,United States,148281552.0,15650.025697060413,5.934655984717505e-10,1.3572153601413615e-07,8.47868115111177e-06,2.908116311056685e-07,2.1527897145290196e-06,3.2494669330140275e-06,6.0479607065348225e-06,2.0187983610561512e-05
1952,United States,150598448.0,16583.224530441377,5.909755457772048e-10,1.4635608993792553e-07,8.045228992001298e-06,2.8353545847962526e-07,2.4980934730482747e-06,2.799285155979828e-06,6.378963480420463e-06,1.910117688744827e-05
1953,United States,152941728.0,16939.794192151407,5.884594163863507e-10,1.455194752343847e-07,7.0234135186441724e-06,2.986954613197518e-07,2.633597810533434e-06,2.420189733961944e-06,6.544760629355515e-06,1.9031419506571836e-05
1954,United States,155451200.0,17432.046825653324,5.918256018609055e-10,1.513079345801126e-07,6.857168037300451e-06,2.806025299257902e-07,2.723311238510864e-06,2.222465957162119e-06,6.755039523657585e-06,1.7896655567879302e-05
1955,United States,158205872.0,17015.07914214461,5.878416447146791e-10,1.5252910460870883e-07,5.773780634387578e-06,2.462108359669482e-07,2.806469787670081e-06,2.1610702287965645e-06,6.720433233982617e-06,1.8959161865104537e-05
1956,United States,161136448.0,17886.83859800608,5.833565352017689e-10,1.6497819289153004e-07,6.368652236891805e-06,2.5844556285614536e-07,2.9738150862056982e-06,2.0262330717380587e-06,7.1237948598693205e-06,1.9343722275962964e-05
1957,United States,164063408.0,17910.182936294972,5.790444143400947e-10,1.730428518222662e-07,6.511860341216366e-06,2.836037637350554e-07,3.083496839222065e-06,1.9114682781671824e-06,7.3373277726865215e-06,1.8744998476182443e-05
1958,United States,166949120.0,17930.932538009187,5.810153416801478e-10,1.6176185894241312e-07,6.1340904342592515e-06,2.6090583765880286e-07,3.238381849511995e-06,1.7591527286876386e-06,7.149854997738233e-06,1.7730663226568935e-05
1959,United States,170147104.0,17417.578279275327,5.759721893356469e-10,1.6314118399570292e-07,5.221035087379448e-06,2.003971810181383e-07,3.3541622900616634e-06,1.5851753785947483e-06,7.170536384797946e-06,1.7457936497972634e-05
1960,United States,173324608.0,18365.291328511183,5.711825986071176e-10,1.744357039018949e-07,5.255906881958734e-06,1.7744739396727786e-07,3.4225376698962447e-06,1.1190967182224926e-06,7.26069433833654e-06,1.752558576783094e-05
1961,United States,176188576.0,18516.38958040049,5.732494256608329e-10,1.6344987089287787e-07,5.210122136409117e-06,1.7206563948845355e-07,3.575856132692735e-06,1.0811881469545448e-06,7.2742003431595935e-06,1.6507677150493325e-05
1962,United States,179087280.0,18642.21844830074,5.695546886412033e-10,1.60251470679548e-07,4.955365897566818e-06,1.574539520618103e-07,3.5536583056038373e-06,3.8775506557472977e-07,7.244043239698542e-06,1.7693539930956073e-05
1963,United States,181917808.0,19457.936256927635,5.661897597183009e-10,1.642390062219747e-07,5.061725457905693e-06,1.2600195798313488e-07,3.7179812544794954e-06,1.236096688236261e-06,7.337093683538668e-06,1.752371103728683e-05
1964,United States,184649872.0,19999.301181210674,5.686437735521419e-10,1.7024111449153887e-07,5.3452947966300244e-06,1.1183327546525458e-07,3.890904403118135e-06,5.91730710758359e-07,7.361261533937051e-06,1.7862595426369068e-05
1965,United States,187277376.0,20861.355715876754,5.660053673541432e-10,1.763480496437541e-07,5.602262389665263e-06,9.831406437475928e-08,4.053196473662681e-06,4.322251930740422e-07,7.443072034499245e-06,1.818468821414158e-05
1966,United States,189703280.0,21908.64247905466,5.640387451392511e-10,1.755109347608539e-07,5.7490782447198586e-06,9.060465375190139e-08,4.125416281679473e-06,2.643496728153567e-07,7.720957697726682e-06,1.8810064334969553e-05
1967,United States,191830976.0,23084.38458789888,5.682085462568881e-10,1.8022636761228803e-07,5.904771083477155e-06,1.0547305978362952e-07,4.390359771719036e-06,1.9252365165467334e-07,7.974004156659246e-06,2.1619410783326324e-05
1968,United States,193782432.0,23423.069227493233,5.72807343030972e-10,1.733593683043466e-07,6.0018288964399e-06,1.3615269313990238e-07,4.547801319781145e-06,2.4976515931021033e-06,8.200918853160022e-06,2.3686297630105826e-05
1969,United States,195743424.0,24291.624134908358,5.72177586921132e-10,1.8044028901834272e-07,5.821922273107882e-06,1.4210949942308152e-07,4.783614084527304e-06,4.0640854427886174e-06,8.630803352045176e-06,2.2633378194835476e-05
1970,United States,197859328.0,24784.123381395493,5.761669219861093e-10,1.8041605801875563e-07,5.852642944385215e-06,1.4310672277225162e-07,5.14548902137179e-06,2.2393637160235376e-06,9.004513550152157e-06,2.328861754235307e-05
1971,United States,200328336.0,24522.919750064713,5.790493862036572e-10,1.7433379968772865e-07,5.830882556724276e-06,1.3102989084879136e-07,5.287374822501396e-06,1.6257510370375165e-06,1.0173708027006225e-05,2.2844810591917753e-05
1972,United States,202907920.0,24965.423677577495,5.815445745045339e-10,1.7500549017505082e-07,5.457677551472609e-06,7.521145552130246e-08,5.406033436250295e-06,1.3302930708668248e-06,1.0336240201959587e-05,2.3408837598331507e-05
1973,United States,205238384.0,25990.73744817636,5.846859523119223e-10,1.779540419690695e-07,5.4806560940374576e-06,6.484167211139219e-08,5.435986087280827e-06,1.1273524741843611e-06,1.1056284676262117e-05,2.4027173983090293e-05
1974,United States,207314768.0,27191.515714731908,5.88477131547136e-10,1.780722152895543e-07,5.887882526535688e-06,6.360858962059084e-08,5.667029953215875e-06,9.458322814706573e-07,1.1216817896928596e-05,2.3034025253914926e-05
1975,United States,209277968.0,26860.764094574923,5.925133982570014e-10,1.7587135593747737e-07,5.7305793412520145e-06,4.252717132651059e-08,5.4196579355166515e-06,9.528666677421102e-07,1.0643824676279349e-05,2.20763983757551e-05
1976,United States,211274544.0,26533.223874997453,5.963804139129984e-10,1.4418679800818787e-07,5.656299038089511e-06,3.3662361140867025e-08,4.9343568811583845e-06,8.799261684834119e-07,1.0367557579487663e-05,2.3180195330959576e-05
1977,United States,213270032.0,27662.541402797746,6.001780878431152e-10,1.517794117459503e-07,6.007280947939277e-06,3.441177333344237e-08,4.9833771300789226e-06,9.181927632476747e-07,1.1021867338586042e-05,2.422597379188669e-05
1978,United States,215437408.0,28625.077192610857,6.034235242934226e-10,1.5772098409204774e-07,6.107207713898971e-06,3.370816641091411e-08,4.832299133491246e-06,1.5295161739042088e-06,1.1503893511381274e-05,2.383915766299323e-05
1979,United States,217881440.0,29918.217096564076,6.104237240216514e-10,1.634650477801138e-07,6.031642713578541e-06,3.728174368592386e-08,4.797232843697013e-06,1.1597454101643537e-06,1.1587508325628837e-05,2.3791318841269694e-05
1980,United States,220463104.0,30572.791914387635,6.123473613072236e-10,1.6302047529912306e-07,6.474815849458421e-06,4.0219881871934456e-08,4.900978805052114e-06,1.0725921739721128e-06,1.1076479264303564e-05,2.2740286977482335e-05
1981,United States,223140016.0,30219.62780047484,6.139642833045239e-10,1.475396506200842e-07,6.515164899871658e-06,2.9981175586184415e-08,4.741659604434195e-06,1.1907859682146837e-06,1.0058617186798087e-05,2.1929910393788723e-05
1982,United States,225654000.0,30630.369455254506,6.159873080025172e-10,1.4164162833364354e-07,6.660338394178698e-06,2.318593953574942e-08,4.573767803805826e-06,1.1617431997660133e-06,9.313648328857453e-06,2.0619322974053003e-05
1983,United States,228001424.0,29746.333273848326,6.18417190236496e-10,1.247404489894765e-07,6.3555962703110136e-06,2.188582822184479e-08,4.214451748336449e-06,1.1137518158658517e-06,8.747717294958649e-06,2.038633470360133e-05
1984,United States,230389968.0,30670.765785149117,6.206867479577061e-10,1.3212380844638167e-07,6.531517032026325e-06,2.208863538711026e-08,3.911168562686723e-06,1.1605713665449184e-06,8.585885996563879e-06,2.1216457256043882e-05
1985,United States,232766288.0,32569.6133926748,6.229424425928895e-10,1.4140793446858592e-07,6.9430286227703215e-06,2.4870440001174052e-08,4.133983525999263e-06,1.1870318609024687e-06,8.740754588997872e-06,2.1004606938621873e-05
1986,United States,235146176.0,33489.263906107495,6.251430599492292e-10,1.3484378329843646e-07,7.038281583622266e-06,2.1688636773748768e-08,3.940170390013062e-06,1.2184761192969602e-06,8.606850574512426e-06,2.058570455727554e-05
1987,United States,237512784.0,34297.218320341024,6.273346532791262e-10,1.383251858982041e-07,6.886926136994799e-06,2.2074601255989658e-08,3.6539759476694103e-06,9.51266690554223e-07,8.892679225215937e-06,2.118287635041785e-05
1981,Uzbekistan,15947135.0,7474.902729800682,6.270718846990385e-11,1.8925029480216978e-07,4.1857048303660816e-07,8.383951098426143e-08,2.6513226356960044e-06,3.41754177160976e-08,2.2873074066282127e-06,5.431801997190561e-06
1982,Uzbekistan,16335647.0,7556.651939895616,6.121581838784837e-11,1.8389231843709648e-07,3.5223581900367947e-07,7.731557862385248e-08,2.639075146518531e-06,3.293411029266242e-08,2.1462878084963515e-06,5.4104272156314004e-06
1983,Uzbekistan,16735647.0,7636.813865397615,5.975269435355562e-11,1.7077320046246196e-07,3.44892551808723e-07,7.433235177582319e-08,2.69789390275739e-06,4.015381060558938e-08,2.0823813982214134e-06,5.334563526913536e-06
1984,Uzbekistan,17152856.0,7680.115337527464,5.829932927787653e-11,1.688348575887304e-07,3.2670944127322004e-07,6.97842971456182e-08,2.7636214050884588e-06,1.9530275308088636e-08,1.9860832505094195e-06,5.255659083634036e-06
1985,Uzbekistan,17594368.0,7244.0102432778485,5.683636945640787e-11,1.6340456218717263e-07,3.0896250436503315e-07,6.547549761378186e-08,2.845797018682342e-06,2.5974220841578398e-08,1.8460452799441273e-06,5.522551085881191e-06
1986,Uzbekistan,18063210.0,7241.344033092679,5.536114566569287e-11,1.5617379192291957e-07,3.470590221782286e-07,6.881390406245623e-08,3.0809031174414738e-06,3.1888019903439085e-08,1.837657869227009e-06,5.171012373813322e-06
1987,Uzbekistan,18560002.0,6962.772435908143,1.077586090777361e-10,1.53124983499463e-07,3.9574349183798577e-07,5.8620683338288436e-08,2.7100751390005237e-06,3.1734910373393276e-08,1.8217131657636674e-06,5.1271236904764905e-06
1988,Uzbekistan,19077168.0,6729.663368063855,1.0483736370094346e-10,1.4755858940907792e-07,3.2751192420174736e-07,5.231384448677078e-08,3.0320538142768363e-06,1.6354628737347177e-08,1.5513833080465613e-06,5.113818181521336e-06
1989,Uzbekistan,19600032.0,7110.045874210818,1.0204064972955147e-10,1.418875234489413e-07,3.2908109537780346e-07,1.1193859275331795e-07,2.9615767974256368e-06,-2.5050979508604884e-08,1.5943851520242415e-06,5.134980014328279e-06
1990,Uzbekistan,20102902.0,7068.336395212989,9.948812365498275e-11,1.355028244180865e-07,3.7273225527339286e-07,1.0645229231083154e-07,2.993498152654776e-06,-4.074038663671543e-08,1.5675348763079082e-06,5.015038068223177e-06
1991,Uzbekistan,20579106.0,6773.797309951171,9.71859516151965e-11,1.255156565110263e-07,3.5740133706488515e-07,6.880765374355911e-08,3.070395769378903e-06,-2.8135332992599384e-08,1.4210529845174033e-06,4.890884198902285e-06
1992,Uzbekistan,21074308.0,6480.764645178385,9.490228575951344e-11,1.212376700577784e-07,2.975186658560746e-07,6.249315517263959e-08,2.997678500285751e-06,3.715424487484951e-08,1.3748019626551913e-06,5.157551712397774e-06
1993,Uzbekistan,21588150.0,5535.9453596533285,9.264341780096951e-11,1.1548002028890849e-07,4.489500026634983e-07,0.0,3.5597306855844525e-06,1.658317178637354e-08,1.0168541537834415e-06,5.234918424505891e-06
1994,Uzbekistan,22085922.0,5203.227301083469,9.055542259001006e-11,1.0730817576916192e-07,3.344664533362021e-07,0.0,3.6923973561076597e-06,4.527771129500503e-11,1.1007464392928673e-06,4.868881225799624e-06
1995,Uzbekistan,22564732.0,4752.643158713341,8.863389115368177e-11,9.31099026569427e-08,3.3140211902361615e-07,7.99920867661978e-08,3.463502247666846e-06,3.545355646147271e-09,8.972851970942974e-07,4.560758843009002e-06
1996,Uzbekistan,23026212.0,4543.32832026388,8.685753436127488e-11,6.709744529408484e-08,1.8283510983048362e-07,9.289413299938347e-08,3.399821038736202e-06,9.293756176656413e-09,8.088173599721917e-07,4.607786693303866e-06
1997,Uzbekistan,23465930.0,4463.8423545966425,8.52299482696829e-11,6.10672579352278e-08,2.0127052283885616e-07,1.1241830176771174e-07,3.4626371083524072e-06,-2.514283473955645e-09,7.728651709094845e-07,4.55617031916101e-06
1998,Uzbekistan,23877290.0,4543.51580166761,8.376159941098844e-11,6.290496115765231e-08,1.6266502605613954e-07,1.0043015769377514e-07,3.4554172605015057e-06,-1.0009511129613117e-08,7.847624248815507e-07,4.9783206950767645e-06
1999,Uzbekistan,24256774.0,4592.094607799042,8.245119487034838e-11,6.563115111679731e-08,1.672110231970665e-07,1.0207457924949129e-07,3.889964922788166e-06,-8.904729045997625e-09,7.623849733686763e-07,5.0137155611137506e-06
2000,Uzbekistan,24602712.0,4649.220363673729,8.129185107723084e-11,6.08875964568459e-08,1.636811421440043e-07,7.507302446982267e-08,3.940012792085685e-06,-9.551792501574623e-09,7.836534443845053e-07,4.944964521957743e-06
2001,Uzbekistan,24925558.0,4688.995826693228,8.023892584470927e-11,5.945704405092957e-08,1.9726739918921774e-07,9.961662643620657e-08,3.825952462127428e-06,-8.866401305840375e-09,7.715775109227243e-07,4.994447181687265e-06
2002,Uzbekistan,25248440.0,4748.414201907128,7.921281473231614e-11,6.661797718987787e-08,1.999727507917321e-07,1.4396929077598457e-07,3.835484489338747e-06,-4.71316247657281e-09,7.531554424748618e-07,5.145503551502652e-06
2003,Uzbekistan,25579032.0,4799.158330620174,7.818904171197722e-11,6.618702380918872e-08,1.9711457415589455e-07,1.977009919687344e-07,3.989830420478774e-06,-3.7452550980037085e-08,7.321230920700987e-07,4.969097401396254e-06
2004,Uzbekistan,25905912.0,4860.821897333705,7.72024547910145e-11,6.917339949274899e-08,1.496569586123816e-07,1.6822414898962059e-07,3.871625905314586e-06,-6.041092087396884e-08,7.708279098608843e-07,4.844763415361905e-06
2005,Uzbekistan,26234924.0,5074.611941852776,7.623425934071697e-11,8.126572045720431e-08,1.747289224089233e-07,1.5166805895835643e-07,3.803822721194085e-06,-7.608179082203555e-08,7.093216660357012e-07,4.485834496023621e-06
2006,Uzbekistan,26573428.0,5277.425643691887,1.1289473078144077e-10,8.531078489384207e-08,1.665573594795523e-07,1.8906104248198615e-07,3.5921221755808096e-06,-9.016525831744403e-08,5.42986023481803e-07,4.538076974841147e-06
2007,Uzbekistan,26926824.0,5511.421472060722,1.114130652764693e-10,8.719929242304996e-08,1.7647829539792736e-07,1.9998645217126239e-07,3.636930965196638e-06,-1.0045744719094982e-07,5.379022791547938e-07,4.424667613488023e-06
2008,Uzbekistan,27309622.0,5858.512347626049,1.0985139230414833e-10,9.352015198159828e-08,1.843306362863609e-07,1.4353915261075382e-07,3.607702808922072e-06,-1.0930213534262759e-07,5.048769990298658e-07,4.515844225915558e-06
2009,Uzbekistan,27726820.0,6192.294616115371,1.081984879621969e-10,1.0195904182304354e-07,1.7758978490861918e-07,1.7971768850520902e-07,3.6993063034275115e-06,-1.1461826491462057e-07,4.718896721657947e-07,3.756660077592034e-06
2010,Uzbekistan,28167840.0,6486.681612505609,1.065044391050219e-10,1.0313179853336286e-07,1.8837085129708206e-07,1.1502479423342365e-07,3.0578489511442836e-06,-1.2106004578270824e-07,4.134147311259933e-07,3.6321433591407686e-06
2011,Uzbekistan,28614234.0,6820.387444374713,1.048429253776285e-10,1.0218690460139523e-07,1.800153028733881e-07,1.2263127505003278e-07,2.977399290157479e-06,-1.3052944209514745e-07,3.804050809118287e-07,3.893733849239933e-06
2012,Uzbekistan,29057456.0,7160.412855963716,1.032437251217037e-10,9.608549351326557e-08,1.863549238446752e-07,1.1952181911589233e-07,3.2739273527593056e-06,-1.243742741966124e-07,3.422185342034072e-07,3.8919016462632445e-06
2013,Uzbekistan,29503058.0,7553.116885985175,1.0168437454856374e-10,9.460036312168047e-08,1.8540450959354789e-07,1.1646250364962167e-07,3.329926002924849e-06,-1.3666379939326967e-07,3.0217206636681523e-07,3.6333211183577733e-06
1905,Venezuela,2827377.0,1701.1243311380124,3.5368470494030334e-10,0.0,1.4147388197612134e-09,0.0,0.0,1.7008697460579187e-06,0.0,1.5601098793083607e-06
1906,Venezuela,2858773.0,1711.380282379888,3.498004213695876e-10,0.0,1.3992016854783503e-09,0.0,0.0,1.3652710446055003e-06,0.0,1.4208545608151351e-06
1907,Venezuela,2890514.0,1682.5242846082047,3.4595923078040794e-10,0.0,1.3838369231216318e-09,0.0,0.0,1.4346929300463517e-06,0.0,1.2844714112727593e-06
1908,Venezuela,2922603.0,1623.4402113458448,3.421607382186359e-10,0.0,1.3686429528745437e-09,0.0,0.0,8.766158113161452e-07,0.0,1.1509134889362053e-06
1909,Venezuela,2955044.0,1581.8286022137065,3.3840443661752584e-10,0.0,1.3536177464701033e-09,0.0,0.0,1.1495598711897352e-06,0.0,1.1124068835660253e-06
